trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
33,filler_01,Control,小范,小范,Push,Push,小郭,小郭,小范推了小郭.png,小范推了小郭吗.wav,是小范推了小郭,小范推了小郭吗
34,filler_02,Control,小谢,小谢,Pull,Pull,小卢,小卢,小谢拉了小卢.png,小谢拉了小卢吗.wav,是小谢拉了小卢,小谢拉了小卢吗
35,filler_03,Control,小赵,小赵,Kiss,Kiss,小钟,小钟,小赵亲了小钟.png,小赵亲了小钟吗.wav,是小赵亲了小钟,小赵亲了小钟吗
36,filler_04,Control,小熊,小熊,Kick,Kick,小金,小金,小熊踢了小金.png,小熊踢了小金吗.wav,是小熊踢了小金,小熊踢了小金吗
37,filler_05,Control,小傅,小傅,Push,Push,小唐,小唐,小傅推了小唐.png,小傅推了小唐吗.wav,是小傅推了小唐,小傅推了小唐吗
38,filler_06,Control,小孔,小孔,Kiss,Kiss,小苏,小苏,小孔亲了小苏.png,小孔亲了小苏吗.wav,是小孔亲了小苏,小孔亲了小苏吗
39,filler_07,Control,小汪,小汪,Kiss,Kiss,小邓,小邓,小汪亲了小邓.png,小汪亲了小邓吗.wav,是小汪亲了小邓,小汪亲了小邓吗
40,filler_08,Control,小李,小李,Kick,Kick,小冯,小冯,小李踢了小冯.png,小李踢了小冯吗.wav,是小李踢了小冯,小李踢了小冯吗
41,filler_09,Control,小萧,小萧,Pull,Pull,小赵,小赵,小萧拉了小赵.png,小萧拉了小赵吗.wav,是小萧拉了小赵,小萧拉了小赵吗
42,filler_10,Control,小宋,小宋,Pull,Pull,小夏,小夏,小宋拉了小夏.png,小宋拉了小夏吗.wav,是小宋拉了小夏,小宋拉了小夏吗
43,filler_11,Control,小谢,小谢,Kick,Kick,小徐,小徐,小谢踢了小徐.png,小谢踢了小徐吗.wav,是小谢踢了小徐,小谢踢了小徐吗
44,filler_12,Control,小潘,小潘,Poke,Poke,小杨,小杨,小潘戳了小杨.png,小潘戳了小杨吗.wav,是小潘戳了小杨,小潘戳了小杨吗
45,filler_13,Control,小江,小江,Pull,Pull,小吕,小吕,小江拉了小吕.png,小江拉了小吕吗.wav,是小江拉了小吕,小江拉了小吕吗
46,filler_14,Control,小陈,小陈,Poke,Poke,小萧,小萧,小陈戳了小萧.png,小陈戳了小萧吗.wav,是小陈戳了小萧,小陈戳了小萧吗
47,filler_15,Control,小薛,小薛,Pull,Pull,小潘,小潘,小薛拉了小潘.png,小薛拉了小潘吗.wav,是小薛拉了小潘,小薛拉了小潘吗
48,filler_16,Control,小韩,小韩,Push,Push,小谢,小谢,小韩推了小谢.png,小韩推了小谢吗.wav,是小韩推了小谢,小韩推了小谢吗
49,filler_17,Control,小蔡,小蔡,Pull,Pull,小汪,小汪,小蔡拉了小汪.png,小蔡拉了小汪吗.wav,是小蔡拉了小汪,小蔡拉了小汪吗
50,filler_18,Control,小胡,小胡,Poke,Poke,小吴,小吴,小胡戳了小吴.png,小胡戳了小吴吗.wav,是小胡戳了小吴,小胡戳了小吴吗
51,filler_19,Control,小薛,小薛,Pull,Pull,小萧,小萧,小薛拉了小萧.png,小薛拉了小萧吗.wav,是小薛拉了小萧,小薛拉了小萧吗
52,filler_20,Control,小贾,小贾,Poke,Poke,小杨,小杨,小贾戳了小杨.png,小贾戳了小杨吗.wav,是小贾戳了小杨,小贾戳了小杨吗
53,filler_21,Control,小曾,小曾,Pull,Pull,小朱,小朱,小曾拉了小朱.png,小曾拉了小朱吗.wav,是小曾拉了小朱,小曾拉了小朱吗
54,filler_22,Control,小康,小康,Kick,Kick,小傅,小傅,小康踢了小傅.png,小康踢了小傅吗.wav,是小康踢了小傅,小康踢了小傅吗
55,filler_23,Control,小卢,小卢,Kick,Kick,小叶,小叶,小卢踢了小叶.png,小卢踢了小叶吗.wav,是小卢踢了小叶,小卢踢了小叶吗
56,filler_24,Control,小任,小任,Kiss,Kiss,小钟,小钟,小任亲了小钟.png,小任亲了小钟吗.wav,是小任亲了小钟,小任亲了小钟吗
57,filler_25,Control,小邹,小邹,Kick,Kick,小韩,小韩,小邹踢了小韩.png,小邹踢了小韩吗.wav,是小邹踢了小韩,小邹踢了小韩吗
58,filler_26,Control,小邹,小邹,Kick,Kick,小马,小马,小邹踢了小马.png,小邹踢了小马吗.wav,是小邹踢了小马,小邹踢了小马吗
59,filler_27,Control,小吕,小吕,Kick,Kick,小苏,小苏,小吕踢了小苏.png,小吕踢了小苏吗.wav,是小吕踢了小苏,小吕踢了小苏吗
60,filler_28,Control,小魏,小魏,Kick,Kick,小金,小金,小魏踢了小金.png,小魏踢了小金吗.wav,是小魏踢了小金,小魏踢了小金吗
61,filler_29,Control,小姚,小姚,Kiss,Kiss,小许,小许,小姚亲了小许.png,小姚亲了小许吗.wav,是小姚亲了小许,小姚亲了小许吗
62,filler_30,Control,小朱,小朱,Pull,Pull,小熊,小熊,小朱拉了小熊.png,小朱拉了小熊吗.wav,是小朱拉了小熊,小朱拉了小熊吗
63,filler_31,Control,小熊,小熊,Kick,Kick,小邱,小邱,小熊踢了小邱.png,小熊踢了小邱吗.wav,是小熊踢了小邱,小熊踢了小邱吗
64,filler_32,Control,小潘,小潘,Kiss,Kiss,小冯,小冯,小潘亲了小冯.png,小潘亲了小冯吗.wav,是小潘亲了小冯,小潘亲了小冯吗
65,filler_33,Control,小姚,小姚,Kiss,Kiss,小冯,小冯,小姚亲了小冯.png,小姚亲了小冯吗.wav,是小姚亲了小冯,小姚亲了小冯吗
66,filler_34,Control,小阎,小阎,Push,Push,小宋,小宋,小阎推了小宋.png,小阎推了小宋吗.wav,是小阎推了小宋,小阎推了小宋吗
67,filler_35,Control,小宋,小宋,Poke,Poke,小胡,小胡,小宋戳了小胡.png,小宋戳了小胡吗.wav,是小宋戳了小胡,小宋戳了小胡吗
68,filler_36,Control,小李,小李,Kick,Kick,小徐,小徐,小李踢了小徐.png,小李踢了小徐吗.wav,是小李踢了小徐,小李踢了小徐吗
69,filler_37,Control,小崔,小崔,Kiss,Kiss,小邓,小邓,小崔亲了小邓.png,小崔亲了小邓吗.wav,是小崔亲了小邓,小崔亲了小邓吗
70,filler_38,Control,小石,小石,Push,Push,小卢,小卢,小石推了小卢.png,小石推了小卢吗.wav,是小石推了小卢,小石推了小卢吗
71,filler_39,Control,小彭,小彭,Kick,Kick,小范,小范,小彭踢了小范.png,小彭踢了小范吗.wav,是小彭踢了小范,小彭踢了小范吗
72,filler_40,Control,小朱,小朱,Kick,Kick,小孙,小孙,小朱踢了小孙.png,小朱踢了小孙吗.wav,是小朱踢了小孙,小朱踢了小孙吗
