trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
23,filler_07,Agent,Hailey,Cindy,Pull,Pull,Lilly,Lilly,HaileyIsPullingLilly.png,IsCindyPullingLilly.wav,no Hailey is pulling Lilly,is Cindy pulling Lilly
43,filler_27,Agent,Vicky,Sally,Kick,Kick,Harvey,Harvey,VickyIsKickingHarvey.png,IsSallyKickingHarvey.wav,no Vicky is kicking Harvey,is Sally kicking Harvey
20,filler_04,Agent,Nancy,Brandy,Kiss,Kiss,Johnny,Johnny,NancyIsKissingJohnny.png,IsBrandyKissingJohnny.wav,no Nancy is kissing Johnny,is Brandy kissing Johnny
30,filler_14,Agent,Hailey,Chloe,Kick,Kick,Gary,Gary,HaileyIsKickingGary.png,IsChloeKickingGary.wav,no Hailey is kicking Gary,is Chloe kicking Gary
05,item_02,Agent,Bonnie,Jenny,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsJennyKissingBenny.wav,no Bonnie is kissing Benny,is Jenny kissing Benny
28,filler_12,Agent,Lilly,Tracy,Pull,Pull,Cindy,Cindy,LillyIsPullingCindy.png,IsTracyPullingCindy.wav,no Lilly is pulling Cindy,is Tracy pulling Cindy
38,filler_22,Agent,Hailey,Lacey,Poke,Poke,Brandy,Brandy,HaileyIsPokingBrandy.png,IsLaceyPokingBrandy.wav,no Hailey is poking Brandy,is Lacey poking Brandy
01,item_01,Agent,Kimmy,Kylie,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKylieKickingTommy.wav,no Kimmy is kicking Tommy,is Kylie kicking Tommy
46,filler_30,Agent,Chloe,Lilly,Pull,Pull,Brandy,Brandy,ChloeIsPullingBrandy.png,IsLillyPullingBrandy.wav,no Chloe is pulling Brandy,is Lilly pulling Brandy
34,filler_18,Agent,Molly,Mandy,Poke,Poke,Lacey,Lacey,MollyIsPokingLacey.png,IsMandyPokingLacey.wav,no Molly is poking Lacey,is Mandy poking Lacey
42,filler_26,Agent,Freddy,Ollie,Push,Push,Hailey,Hailey,FreddyIsPushingHailey.png,IsOlliePushingHailey.wav,no Freddy is pushing Hailey,is Ollie pushing Hailey
40,filler_24,Agent,Mindy,Jenny,Pull,Pull,Vicky,Vicky,MindyIsPullingVicky.png,IsJennyPullingVicky.wav,no Mindy is pulling Vicky,is Jenny pulling Vicky
35,filler_19,Agent,Ronnie,Henry,Push,Push,Brandy,Brandy,RonnieIsPushingBrandy.png,IsHenryPushingBrandy.wav,no Ronnie is pushing Brandy,is Henry pushing Brandy
08,item_02,Control,Bonnie,Bonnie,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsBonnieKissingBenny.wav,yes Bonnie is kissing Benny,is Bonnie kissing Benny
61,filler_45,Agent,Cindy,Franny,Kiss,Kiss,Percy,Percy,CindyIsKissingPercy.png,IsFrannyKissingPercy.wav,no Cindy is kissing Percy,is Franny kissing Percy
14,item_04,Agent,Kelly,Lilly,Pull,Pull,Judy,Judy,KellyIsPullingJudy.png,IsLillyPullingJudy.wav,no Kelly is pulling Judy,is Lilly pulling Judy
58,filler_42,Agent,Percy,Jerry,Lift,Lift,Timmy,Timmy,PercyIsLiftingTimmy.png,IsJerryLiftingTimmy.wav,no Percy is lifting Timmy,is Jerry lifting Timmy
27,filler_11,Agent,Gary,Ronnie,Push,Push,Brandy,Brandy,GaryIsPushingBrandy.png,IsRonniePushingBrandy.wav,no Gary is pushing Brandy,is Ronnie pushing Brandy
62,filler_46,Agent,Jerry,Jimmy,Lift,Lift,Wally,Wally,JerryIsLiftingWally.png,IsJimmyLiftingWally.wav,no Jerry is lifting Wally,is Jimmy lifting Wally
39,filler_23,Agent,Jerry,Kenny,Push,Push,Tracy,Tracy,JerryIsPushingTracy.png,IsKennyPushingTracy.wav,no Jerry is pushing Tracy,is Kenny pushing Tracy
57,filler_41,Agent,Sally,Carlie,Pull,Pull,Mandy,Mandy,SallyIsPullingMandy.png,IsCarliePullingMandy.wav,no Sally is pulling Mandy,is Carlie pulling Mandy
13,item_04,Agent,Kelly,Franny,Pull,Pull,Judy,Judy,KellyIsPullingJudy.png,IsFrannyPullingJudy.wav,no Kelly is pulling Judy,is Franny pulling Judy
59,filler_43,Agent,Chloe,Kylie,Poke,Poke,Mindy,Mindy,ChloeIsPokingMindy.png,IsKyliePokingMindy.wav,no Chloe is poking Mindy,is Kylie poking Mindy
15,item_04,Control,Kelly,Kelly,Pull,Pull,Judy,Judy,KellyIsPullingJudy.png,IsKellyPullingJudy.wav,yes Kelly is pulling Judy,is Kelly pulling Judy
72,filler_56,Agent,Hailey,Chloe,Poke,Poke,Brandy,Brandy,HaileyIsPokingBrandy.png,IsChloePokingBrandy.wav,no Hailey is poking Brandy,is Chloe poking Brandy
44,filler_28,Agent,Carlie,Jenny,Kick,Kick,Johnny,Johnny,CarlieIsKickingJohnny.png,IsJennyKickingJohnny.wav,no Carlie is kicking Johnny,is Jenny kicking Johnny
31,filler_15,Agent,Carrie,Laurie,Poke,Poke,Carlie,Carlie,CarrieIsPokingCarlie.png,IsLauriePokingCarlie.wav,no Carrie is poking Carlie,is Laurie poking Carlie
49,filler_33,Agent,Penny,Betty,Pull,Pull,Carlie,Carlie,PennyIsPullingCarlie.png,IsBettyPullingCarlie.wav,no Penny is pulling Carlie,is Betty pulling Carlie
68,filler_52,Agent,Cindy,Sally,Kiss,Kiss,Harvey,Harvey,CindyIsKissingHarvey.png,IsSallyKissingHarvey.wav,no Cindy is kissing Harvey,is Sally kissing Harvey
10,item_03,Agent,Joey,Wally,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsWallyPushingKerry.wav,no Joey is pushing Kerry,is Wally pushing Kerry
56,filler_40,Agent,Kylie,Chloe,Kiss,Kiss,Sammy,Sammy,KylieIsKissingSammy.png,IsChloeKissingSammy.wav,no Kylie is kissing Sammy,is Chloe kissing Sammy
09,item_03,Agent,Joey,Freddy,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsFreddyPushingKerry.wav,no Joey is pushing Kerry,is Freddy pushing Kerry
37,filler_21,Agent,Jerry,Johnny,Push,Push,Chloe,Chloe,JerryIsPushingChloe.png,IsJohnnyPushingChloe.wav,no Jerry is pushing Chloe,is Johnny pushing Chloe
71,filler_55,Agent,Kenny,Timmy,Push,Push,Mandy,Mandy,KennyIsPushingMandy.png,IsTimmyPushingMandy.wav,no Kenny is pushing Mandy,is Timmy pushing Mandy
25,filler_09,Agent,Brandy,Nancy,Kiss,Kiss,Ollie,Ollie,BrandyIsKissingOllie.png,IsNancyKissingOllie.wav,no Brandy is kissing Ollie,is Nancy kissing Ollie
63,filler_47,Agent,Annie,Laurie,Pull,Pull,Tori,Tori,AnnieIsPullingTori.png,IsLauriePullingTori.wav,no Annie is pulling Tori,is Laurie pulling Tori
66,filler_50,Agent,Jerry,Jimmy,Lift,Lift,Sammy,Sammy,JerryIsLiftingSammy.png,IsJimmyLiftingSammy.wav,no Jerry is lifting Sammy,is Jimmy lifting Sammy
29,filler_13,Agent,Henry,Harvey,Push,Push,Sally,Sally,HenryIsPushingSally.png,IsHarveyPushingSally.wav,no Henry is pushing Sally,is Harvey pushing Sally
22,filler_06,Agent,Timmy,Henry,Lift,Lift,Ronnie,Ronnie,TimmyIsLiftingRonnie.png,IsHenryLiftingRonnie.wav,no Timmy is lifting Ronnie,is Henry lifting Ronnie
41,filler_25,Agent,Kylie,Jenny,Poke,Poke,Mindy,Mindy,KylieIsPokingMindy.png,IsJennyPokingMindy.wav,no Kylie is poking Mindy,is Jenny poking Mindy
50,filler_34,Agent,Hailey,Franny,Kick,Kick,Jerry,Jerry,HaileyIsKickingJerry.png,IsFrannyKickingJerry.wav,no Hailey is kicking Jerry,is Franny kicking Jerry
52,filler_36,Agent,Tori,Vicky,Kiss,Kiss,Jimmy,Jimmy,ToriIsKissingJimmy.png,IsVickyKissingJimmy.wav,no Tori is kissing Jimmy,is Vicky kissing Jimmy
64,filler_48,Agent,Carrie,Hailey,Kick,Kick,Teddy,Teddy,CarrieIsKickingTeddy.png,IsHaileyKickingTeddy.wav,no Carrie is kicking Teddy,is Hailey kicking Teddy
03,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyKickingTommy.wav,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
51,filler_35,Agent,Tori,Lilly,Kick,Kick,Davey,Davey,ToriIsKickingDavey.png,IsLillyKickingDavey.wav,no Tori is kicking Davey,is Lilly kicking Davey
60,filler_44,Agent,Hailey,Brandy,Kick,Kick,Jerry,Jerry,HaileyIsKickingJerry.png,IsBrandyKickingJerry.wav,no Hailey is kicking Jerry,is Brandy kicking Jerry
02,item_01,Agent,Kimmy,Annie,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsAnnieKickingTommy.wav,no Kimmy is kicking Tommy,is Annie kicking Tommy
70,filler_54,Agent,Danny,Teddy,Lift,Lift,Timmy,Timmy,DannyIsLiftingTimmy.png,IsTeddyLiftingTimmy.wav,no Danny is lifting Timmy,is Teddy lifting Timmy
65,filler_49,Agent,Tori,Sally,Kick,Kick,Timmy,Timmy,ToriIsKickingTimmy.png,IsSallyKickingTimmy.wav,no Tori is kicking Timmy,is Sally kicking Timmy
47,filler_31,Agent,Annie,Chloe,Kick,Kick,Henry,Henry,AnnieIsKickingHenry.png,IsChloeKickingHenry.wav,no Annie is kicking Henry,is Chloe kicking Henry
