trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
16,item_02,Control,Silvia,Silvia,Kick,Kick,Sergio,Sergio,SilviapateóaSergio.png,SilviapateóaSergio.wav,si Silvia pateó a Sergio,¿Silvia pateó a Sergio?
21,item_03,Patient,Salma,Salma,Poke,Poke,Sandra,Pilar,SalmatocóaSandra.png,SalmatocóaPilar.wav,no Salma tocó a Sandra,¿Salma tocó a Pilar?
26,item_04,Agent,Víctor,Pedro,Lift,Lift,Raquel,Raquel,VíctoralzóaRaquel.png,PedroalzóaRaquel.wav,no Víctor alzó a Raquel,¿Pedro alzó a Raquel?
17,item_03,Agent,Salma,Ester,Poke,Poke,Sandra,Sandra,SalmatocóaSandra.png,EstertocóaSandra.wav,no Salma tocó a Sandra,¿Ester tocó a Sandra?
12,item_02,Verb,Silvia,Silvia,Kick,Lift,Sergio,Sergio,SilviapateóaSergio.png,SilviaalzóaSergio.wav,no Silvia pateó a Sergio,¿Silvia alzó a Sergio?
36,filler_04,Control,Eva,Eva,Kick,Kick,Fabio,Fabio,EvapateóaFabio.png,EvapateóaFabio.wav,si Eva pateó a Fabio,¿Eva pateó a Fabio?
32,item_04,Control,Víctor,Víctor,Lift,Lift,Raquel,Raquel,VíctoralzóaRaquel.png,VíctoralzóaRaquel.wav,si Víctor alzó a Raquel,¿Víctor alzó a Raquel?
33,filler_01,Control,Edgar,Edgar,Lift,Lift,Ana,Ana,EdgaralzóaAna.png,EdgaralzóaAna.wav,si Edgar alzó a Ana,¿Edgar alzó a Ana?
24,item_03,Control,Salma,Salma,Poke,Poke,Sandra,Sandra,SalmatocóaSandra.png,SalmatocóaSandra.wav,si Salma tocó a Sandra,¿Salma tocó a Sandra?
07,item_01,Control,Tania,Tania,Kiss,Kiss,Simón,Simón,TaniabesóaSimón.png,TaniabesóaSimón.wav,si Tania besó a Simón,¿Tania besó a Simón?
04,item_01,Verb,Tania,Tania,Kiss,Kick,Simón,Simón,TaniabesóaSimón.png,TaniapateóaSimón.wav,no Tania besó a Simón,¿Tania pateó a Simón?
53,filler_21,Control,Maite,Maite,Pull,Pull,Nuria,Nuria,MaitehalóaNuria.png,MaitehalóaNuria.wav,si Maite haló a Nuria,¿Maite haló a Nuria?
23,item_03,Control,Salma,Salma,Poke,Poke,Sandra,Sandra,SalmatocóaSandra.png,SalmatocóaSandra.wav,si Salma tocó a Sandra,¿Salma tocó a Sandra?
43,filler_11,Control,Coco,Coco,Kick,Kick,Miguel,Miguel,CocopateóaMiguel.png,CocopateóaMiguel.wav,si Coco pateó a Miguel,¿Coco pateó a Miguel?
20,item_03,Verb,Salma,Salma,Poke,Lift,Sandra,Sandra,SalmatocóaSandra.png,SalmaalzóaSandra.wav,no Salma tocó a Sandra,¿Salma alzó a Sandra?
30,item_04,Patient,Víctor,Víctor,Lift,Lift,Raquel,Julia,VíctoralzóaRaquel.png,VíctoralzóaJulia.wav,no Víctor alzó a Raquel,¿Víctor alzó a Julia?
05,item_01,Patient,Tania,Tania,Kiss,Kiss,Simón,Fabio,TaniabesóaSimón.png,TaniabesóaFabio.wav,no Tania besó a Simón,¿Tania besó a Fabio?
28,item_04,Verb,Víctor,Víctor,Lift,Pull,Raquel,Raquel,VíctoralzóaRaquel.png,VíctorhalóaRaquel.wav,no Víctor alzó a Raquel,¿Víctor haló a Raquel?
38,filler_06,Control,Judit,Judit,Kiss,Kiss,Hugo,Hugo,JuditbesóaHugo.png,JuditbesóaHugo.wav,si Judit besó a Hugo,¿Judit besó a Hugo?
01,item_01,Agent,Tania,Inés,Kiss,Kiss,Simón,Simón,TaniabesóaSimón.png,InésbesóaSimón.wav,no Tania besó a Simón,¿Inés besó a Simón?
46,filler_14,Control,Julia,Julia,Poke,Poke,Inés,Inés,JuliatocóaInés.png,JuliatocóaInés.wav,si Julia tocó a Inés,¿Julia tocó a Inés?
34,filler_02,Control,Judit,Judit,Pull,Pull,Emma,Emma,JudithalóaEmma.png,JudithalóaEmma.wav,si Judit haló a Emma,¿Judit haló a Emma?
42,filler_10,Control,Nuria,Nuria,Pull,Pull,Julia,Julia,NuriahalóaJulia.png,NuriahalóaJulia.wav,si Nuria haló a Julia,¿Nuria haló a Julia?
40,filler_08,Control,Nadia,Nadia,Kick,Kick,Edgar,Edgar,NadiapateóaEdgar.png,NadiapateóaEdgar.wav,si Nadia pateó a Edgar,¿Nadia pateó a Edgar?
35,filler_03,Control,Juana,Juana,Kiss,Kiss,Mario,Mario,JuanabesóaMario.png,JuanabesóaMario.wav,si Juana besó a Mario,¿Juana besó a Mario?
08,item_01,Control,Tania,Tania,Kiss,Kiss,Simón,Simón,TaniabesóaSimón.png,TaniabesóaSimón.wav,si Tania besó a Simón,¿Tania besó a Simón?
61,filler_29,Control,Inés,Inés,Kiss,Kiss,Borja,Borja,InésbesóaBorja.png,InésbesóaBorja.wav,si Inés besó a Borja,¿Inés besó a Borja?
14,item_02,Patient,Silvia,Silvia,Kick,Kick,Sergio,Gabriel,SilviapateóaSergio.png,SilviapateóaGabriel.wav,no Silvia pateó a Sergio,¿Silvia pateó a Gabriel?
58,filler_26,Control,Laura,Laura,Kick,Kick,Iván,Iván,LaurapateóaIván.png,LaurapateóaIván.wav,si Laura pateó a Iván,¿Laura pateó a Iván?
27,item_04,Verb,Víctor,Víctor,Lift,Kick,Raquel,Raquel,VíctoralzóaRaquel.png,VíctorpateóaRaquel.wav,no Víctor alzó a Raquel,¿Víctor pateó a Raquel?
62,filler_30,Control,Ester,Ester,Pull,Pull,Emma,Emma,EsterhalóaEmma.png,EsterhalóaEmma.wav,si Ester haló a Emma,¿Ester haló a Emma?
39,filler_07,Control,Belén,Belén,Kiss,Kiss,George,George,BelénbesóaGeorge.png,BelénbesóaGeorge.wav,si Belén besó a George,¿Belén besó a George?
57,filler_25,Control,Olga,Olga,Kick,Kick,Hugo,Hugo,OlgapateóaHugo.png,OlgapateóaHugo.wav,si Olga pateó a Hugo,¿Olga pateó a Hugo?
13,item_02,Patient,Silvia,Silvia,Kick,Kick,Sergio,Eric,SilviapateóaSergio.png,SilviapateóaEric.wav,no Silvia pateó a Sergio,¿Silvia pateó a Eric?
59,filler_27,Control,Julia,Julia,Kick,Kick,Hugo,Hugo,JuliapateóaHugo.png,JuliapateóaHugo.wav,si Julia pateó a Hugo,¿Julia pateó a Hugo?
15,item_02,Control,Silvia,Silvia,Kick,Kick,Sergio,Sergio,SilviapateóaSergio.png,SilviapateóaSergio.wav,si Silvia pateó a Sergio,¿Silvia pateó a Sergio?
72,filler_40,Control,Ester,Ester,Kick,Kick,Hugo,Hugo,EsterpateóaHugo.png,EsterpateóaHugo.wav,si Ester pateó a Hugo,¿Ester pateó a Hugo?
44,filler_12,Control,Juana,Juana,Poke,Poke,Laura,Laura,JuanatocóaLaura.png,JuanatocóaLaura.wav,si Juana tocó a Laura,¿Juana tocó a Laura?
31,item_04,Control,Víctor,Víctor,Lift,Lift,Raquel,Raquel,VíctoralzóaRaquel.png,VíctoralzóaRaquel.wav,si Víctor alzó a Raquel,¿Víctor alzó a Raquel?
49,filler_17,Control,Belén,Belén,Pull,Pull,Juncal,Juncal,BelénhalóaJuncal.png,BelénhalóaJuncal.wav,si Belén haló a Juncal,¿Belén haló a Juncal?
68,filler_36,Control,Pilar,Pilar,Kick,Kick,Miguel,Miguel,PilarpateóaMiguel.png,PilarpateóaMiguel.wav,si Pilar pateó a Miguel,¿Pilar pateó a Miguel?
10,item_02,Agent,Silvia,Olga,Kick,Kick,Sergio,Sergio,SilviapateóaSergio.png,OlgapateóaSergio.wav,no Silvia pateó a Sergio,¿Olga pateó a Sergio?
56,filler_24,Control,Inés,Inés,Kiss,Kiss,Pablo,Pablo,InésbesóaPablo.png,InésbesóaPablo.wav,si Inés besó a Pablo,¿Inés besó a Pablo?
09,item_02,Agent,Silvia,Laura,Kick,Kick,Sergio,Sergio,SilviapateóaSergio.png,LaurapateóaSergio.wav,no Silvia pateó a Sergio,¿Laura pateó a Sergio?
37,filler_05,Control,George,George,Lift,Lift,Olga,Olga,GeorgealzóaOlga.png,GeorgealzóaOlga.wav,si George alzó a Olga,¿George alzó a Olga?
71,filler_39,Control,Eva,Eva,Kick,Kick,Edgar,Edgar,EvapateóaEdgar.png,EvapateóaEdgar.wav,si Eva pateó a Edgar,¿Eva pateó a Edgar?
25,item_04,Agent,Víctor,Joaquín,Lift,Lift,Raquel,Raquel,VíctoralzóaRaquel.png,JoaquínalzóaRaquel.wav,no Víctor alzó a Raquel,¿Joaquín alzó a Raquel?
63,filler_31,Control,Coco,Coco,Kick,Kick,Gabriel,Gabriel,CocopateóaGabriel.png,CocopateóaGabriel.wav,si Coco pateó a Gabriel,¿Coco pateó a Gabriel?
66,filler_34,Control,Gabriel,Gabriel,Lift,Lift,Emma,Emma,GabrielalzóaEmma.png,GabrielalzóaEmma.wav,si Gabriel alzó a Emma,¿Gabriel alzó a Emma?
29,item_04,Patient,Víctor,Víctor,Lift,Lift,Raquel,Laura,VíctoralzóaRaquel.png,VíctoralzóaLaura.wav,no Víctor alzó a Raquel,¿Víctor alzó a Laura?
22,item_03,Patient,Salma,Salma,Poke,Poke,Sandra,Ingrid,SalmatocóaSandra.png,SalmatocóaIngrid.wav,no Salma tocó a Sandra,¿Salma tocó a Ingrid?
41,filler_09,Control,Laura,Laura,Pull,Pull,Eva,Eva,LaurahalóaEva.png,LaurahalóaEva.wav,si Laura haló a Eva,¿Laura haló a Eva?
50,filler_18,Control,Paula,Paula,Poke,Poke,Judit,Judit,PaulatocóaJudit.png,PaulatocóaJudit.wav,si Paula tocó a Judit,¿Paula tocó a Judit?
52,filler_20,Control,Ingrid,Ingrid,Poke,Poke,Juncal,Juncal,IngridtocóaJuncal.png,IngridtocóaJuncal.wav,si Ingrid tocó a Juncal,¿Ingrid tocó a Juncal?
64,filler_32,Control,Laura,Laura,Kiss,Kiss,Miguel,Miguel,LaurabesóaMiguel.png,LaurabesóaMiguel.wav,si Laura besó a Miguel,¿Laura besó a Miguel?
03,item_01,Verb,Tania,Tania,Kiss,Kick,Simón,Simón,TaniabesóaSimón.png,TaniapateóaSimón.wav,no Tania besó a Simón,¿Tania pateó a Simón?
51,filler_19,Control,Judit,Judit,Pull,Pull,Belén,Belén,JudithalóaBelén.png,JudithalóaBelén.wav,si Judit haló a Belén,¿Judit haló a Belén?
60,filler_28,Control,Inés,Inés,Kick,Kick,Hugo,Hugo,InéspateóaHugo.png,InéspateóaHugo.wav,si Inés pateó a Hugo,¿Inés pateó a Hugo?
02,item_01,Agent,Tania,Olga,Kiss,Kiss,Simón,Simón,TaniabesóaSimón.png,OlgabesóaSimón.wav,no Tania besó a Simón,¿Olga besó a Simón?
70,filler_38,Control,Hugo,Hugo,Lift,Lift,Nadia,Nadia,HugoalzóaNadia.png,HugoalzóaNadia.wav,si Hugo alzó a Nadia,¿Hugo alzó a Nadia?
65,filler_33,Control,Olga,Olga,Kiss,Kiss,Lucas,Lucas,OlgabesóaLucas.png,OlgabesóaLucas.wav,si Olga besó a Lucas,¿Olga besó a Lucas?
47,filler_15,Control,Emma,Emma,Pull,Pull,Ana,Ana,EmmahalóaAna.png,EmmahalóaAna.wav,si Emma haló a Ana,¿Emma haló a Ana?
