question_file,auto_transcript
PaulapateoaMario.wav,na
NadiabesoaEdgar.wav,na
OmaralzoaEva.wav,na
AnapateoaRaul.wav,na
TaniabesoaGabriel.wav,na
SilviatocoaSergio.wav,na
SalmabesoaSandra.wav,na
AlbatocoaSandra.wav,na
EsterhaloaLaura.wav,na
JuliatocoaMaite.wav,na
SilviapateoaSergio.wav,na
SalmatocoaPilar.wav,na
PedroalzoaRaquel.wav,na
EstertocoaSandra.wav,na
SilviaalzoaSergio.wav,na
EvapateoaFabio.wav,na
VíctoralzoaRaquel.wav,na
EdgaralzoaAna.wav,na
SalmatocoaSandra.wav,na
TaniabesoaSimon.wav,na
TaniapateoaSimon.wav,na
MaitehaloaNuria.wav,na
CocopateoaMiguel.wav,na
SalmaalzoaSandra.wav,na
VíctoralzoaJulia.wav,na
TaniabesoaFabio.wav,na
VíctorhaloaRaquel.wav,na
JuditbesoaHugo.wav,na
InesbesoaSimon.wav,na
JuliatocoaInes.wav,na
JudithaloaEmma.wav,na
NuriahaloaJulia.wav,na
NadiapateoaEdgar.wav,na
JuanabesoaMario.wav,na
InesbesoaBorja.wav,na
SilviapateoaGabriel.wav,na
LaurapateoaIvan.wav,na
VíctorpateoaRaquel.wav,na
EsterhaloaEmma.wav,na
BelenbesoaGeorge.wav,na
OlgapateoaHugo.wav,na
SilviapateoaEric.wav,na
JuliapateoaHugo.wav,na
EsterpateoaHugo.wav,na
JuanatocoaLaura.wav,na
BelenhaloaJuncal.wav,na
PilarpateoaMiguel.wav,na
OlgapateoaSergio.wav,na
InesbesoaPablo.wav,na
LaurapateoaSergio.wav,na
GeorgealzoaOlga.wav,na
EvapateoaEdgar.wav,na
JoaquinalzoaRaquel.wav,na
CocopateoaGabriel.wav,na
GabrielalzoaEmma.wav,na
VíctoralzoaLaura.wav,na
SalmatocoaIngrid.wav,na
LaurahaloaEva.wav,na
PaulatocoaJudit.wav,na
IngridtocoaJuncal.wav,na
LaurabesoaMiguel.wav,na
JudithaloaBelen.wav,na
InespateoaHugo.wav,na
OlgabesoaSimon.wav,na
HugoalzoaNadia.wav,na
OlgabesoaLucas.wav,na
EmmahaloaAna.wav,na
