trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
36,filler_04,Control,Brandy,Brandy,Kiss,Kiss,Johnny,Johnny,BrandyIsKissingJohnny.png,Is Brandy kissing Johnny?,yes Brandy is kissing Johnny,is Brandy kissing Johnny
32,item_04,Control,Kelly,Kelly,Pull,Pull,Judy,Judy,KellyIsPullingJudy.png,Is Kelly pulling Judy?,yes Kelly is pulling Judy,is Kelly pulling Judy
33,filler_01,Control,Cindy,Cindy,Pull,Pull,Betty,Betty,CindyIsPullingBetty.png,Is Cindy pulling Betty?,yes Cindy is pulling Betty,is Cindy pulling Betty
24,item_03,Control,Joey,Joey,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,Is Joey pushing Kerry?,yes Joey is pushing Kerry,is Joey pushing Kerry
07,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,Is Kimmy kicking Tommy?,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
04,item_01,Verb,Kimmy,Kimmy,Kick,Lift,Tommy,Tommy,KimmyIsKickingTommy.png,Is Kimmy lifting Tommy?,no Kimmy is kicking Tommy,is Kimmy lifting Tommy
53,filler_21,Control,Johnny,Johnny,Push,Push,Chloe,Chloe,JohnnyIsPushingChloe.png,Is Johnny pushing Chloe?,yes Johnny is pushing Chloe,is Johnny pushing Chloe
23,item_03,Control,Joey,Joey,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,Is Joey pushing Kerry?,yes Joey is pushing Kerry,is Joey pushing Kerry
43,filler_11,Control,Ronnie,Ronnie,Push,Push,Brandy,Brandy,RonnieIsPushingBrandy.png,Is Ronnie pushing Brandy?,yes Ronnie is pushing Brandy,is Ronnie pushing Brandy
20,item_03,Verb,Joey,Joey,Push,Kick,Kerry,Kerry,JoeyIsPushingKerry.png,Is Joey kicking Kerry?,no Joey is pushing Kerry,is Joey kicking Kerry
30,item_04,Patient,Kelly,Kelly,Pull,Pull,Judy,Carrie,KellyIsPullingJudy.png,Is Kelly pulling Carrie?,no Kelly is pulling Judy,is Kelly pulling Carrie
05,item_01,Patient,Kimmy,Kimmy,Kick,Kick,Tommy,Freddy,KimmyIsKickingTommy.png,Is Kimmy kicking Freddy?,no Kimmy is kicking Tommy,is Kimmy kicking Freddy
28,item_04,Verb,Kelly,Kelly,Pull,Kick,Judy,Judy,KellyIsPullingJudy.png,Is Kelly kicking Judy?,no Kelly is pulling Judy,is Kelly kicking Judy
38,filler_06,Control,Henry,Henry,Lift,Lift,Ronnie,Ronnie,HenryIsLiftingRonnie.png,Is Henry lifting Ronnie?,yes Henry is lifting Ronnie,is Henry lifting Ronnie
01,item_01,Agent,Kimmy,Chloe,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,Is Chloe kicking Tommy?,no Kimmy is kicking Tommy,is Chloe kicking Tommy
46,filler_14,Control,Chloe,Chloe,Kick,Kick,Gary,Gary,ChloeIsKickingGary.png,Is Chloe kicking Gary?,yes Chloe is kicking Gary,is Chloe kicking Gary
34,filler_02,Control,Henry,Henry,Lift,Lift,Ollie,Ollie,HenryIsLiftingOllie.png,Is Henry lifting Ollie?,yes Henry is lifting Ollie,is Henry lifting Ollie
42,filler_10,Control,Molly,Molly,Kick,Kick,Percy,Percy,MollyIsKickingPercy.png,Is Molly kicking Percy?,yes Molly is kicking Percy,is Molly kicking Percy
40,filler_08,Control,Mindy,Mindy,Kiss,Kiss,Danny,Danny,MindyIsKissingDanny.png,Is Mindy kissing Danny?,yes Mindy is kissing Danny,is Mindy kissing Danny
35,filler_03,Control,Teddy,Teddy,Push,Push,Molly,Molly,TeddyIsPushingMolly.png,Is Teddy pushing Molly?,yes Teddy is pushing Molly,is Teddy pushing Molly
08,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,Is Kimmy kicking Tommy?,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
61,filler_29,Control,Nancy,Nancy,Kiss,Kiss,Jimmy,Jimmy,NancyIsKissingJimmy.png,Is Nancy kissing Jimmy?,yes Nancy is kissing Jimmy,is Nancy kissing Jimmy
14,item_02,Patient,Bonnie,Bonnie,Kiss,Kiss,Benny,Ronnie,BonnieIsKissingBenny.png,Is Bonnie kissing Ronnie?,no Bonnie is kissing Benny,is Bonnie kissing Ronnie
58,filler_26,Control,Ollie,Ollie,Push,Push,Hailey,Hailey,OllieIsPushingHailey.png,Is Ollie pushing Hailey?,yes Ollie is pushing Hailey,is Ollie pushing Hailey
27,item_04,Verb,Kelly,Kelly,Pull,Kick,Judy,Judy,KellyIsPullingJudy.png,Is Kelly kicking Judy?,no Kelly is pulling Judy,is Kelly kicking Judy
62,filler_30,Control,Lilly,Lilly,Pull,Pull,Brandy,Brandy,LillyIsPullingBrandy.png,Is Lilly pulling Brandy?,yes Lilly is pulling Brandy,is Lilly pulling Brandy
39,filler_07,Control,Cindy,Cindy,Pull,Pull,Lilly,Lilly,CindyIsPullingLilly.png,Is Cindy pulling Lilly?,yes Cindy is pulling Lilly,is Cindy pulling Lilly
57,filler_25,Control,Jenny,Jenny,Poke,Poke,Mindy,Mindy,JennyIsPokingMindy.png,Is Jenny poking Mindy?,yes Jenny is poking Mindy,is Jenny poking Mindy
13,item_02,Patient,Bonnie,Bonnie,Kiss,Kiss,Benny,Freddy,BonnieIsKissingBenny.png,Is Bonnie kissing Freddy?,no Bonnie is kissing Benny,is Bonnie kissing Freddy
59,filler_27,Control,Sally,Sally,Kick,Kick,Harvey,Harvey,SallyIsKickingHarvey.png,Is Sally kicking Harvey?,yes Sally is kicking Harvey,is Sally kicking Harvey
15,item_02,Control,Bonnie,Bonnie,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,Is Bonnie kissing Benny?,yes Bonnie is kissing Benny,is Bonnie kissing Benny
72,filler_40,Control,Chloe,Chloe,Kiss,Kiss,Sammy,Sammy,ChloeIsKissingSammy.png,Is Chloe kissing Sammy?,yes Chloe is kissing Sammy,is Chloe kissing Sammy
44,filler_12,Control,Tracy,Tracy,Pull,Pull,Cindy,Cindy,TracyIsPullingCindy.png,Is Tracy pulling Cindy?,yes Tracy is pulling Cindy,is Tracy pulling Cindy
31,item_04,Control,Kelly,Kelly,Pull,Pull,Judy,Judy,KellyIsPullingJudy.png,Is Kelly pulling Judy?,yes Kelly is pulling Judy,is Kelly pulling Judy
49,filler_17,Control,Lacey,Lacey,Pull,Pull,Tracy,Tracy,LaceyIsPullingTracy.png,Is Lacey pulling Tracy?,yes Lacey is pulling Tracy,is Lacey pulling Tracy
68,filler_36,Control,Vicky,Vicky,Kiss,Kiss,Jimmy,Jimmy,VickyIsKissingJimmy.png,Is Vicky kissing Jimmy?,yes Vicky is kissing Jimmy,is Vicky kissing Jimmy
10,item_02,Agent,Bonnie,Sally,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,Is Sally kissing Benny?,no Bonnie is kissing Benny,is Sally kissing Benny
56,filler_24,Control,Jenny,Jenny,Pull,Pull,Vicky,Vicky,JennyIsPullingVicky.png,Is Jenny pulling Vicky?,yes Jenny is pulling Vicky,is Jenny pulling Vicky
09,item_02,Agent,Bonnie,Hailey,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,Is Hailey kissing Benny?,no Bonnie is kissing Benny,is Hailey kissing Benny
37,filler_05,Control,Betty,Betty,Kick,Kick,Harvey,Harvey,BettyIsKickingHarvey.png,Is Betty kicking Harvey?,yes Betty is kicking Harvey,is Betty kicking Harvey
71,filler_39,Control,Brandy,Brandy,Kiss,Kiss,Jerry,Jerry,BrandyIsKissingJerry.png,Is Brandy kissing Jerry?,yes Brandy is kissing Jerry,is Brandy kissing Jerry
25,item_04,Agent,Kelly,Jenny,Pull,Pull,Judy,Judy,KellyIsPullingJudy.png,Is Jenny pulling Judy?,no Kelly is pulling Judy,is Jenny pulling Judy
63,filler_31,Control,Chloe,Chloe,Kick,Kick,Henry,Henry,ChloeIsKickingHenry.png,Is Chloe kicking Henry?,yes Chloe is kicking Henry,is Chloe kicking Henry
66,filler_34,Control,Franny,Franny,Kick,Kick,Jerry,Jerry,FrannyIsKickingJerry.png,Is Franny kicking Jerry?,yes Franny is kicking Jerry,is Franny kicking Jerry
29,item_04,Patient,Kelly,Kelly,Pull,Pull,Judy,Brandy,KellyIsPullingJudy.png,Is Kelly pulling Brandy?,no Kelly is pulling Judy,is Kelly pulling Brandy
22,item_03,Patient,Joey,Joey,Push,Push,Kerry,Laurie,JoeyIsPushingKerry.png,Is Joey pushing Laurie?,no Joey is pushing Kerry,is Joey pushing Laurie
41,filler_09,Control,Nancy,Nancy,Kiss,Kiss,Ollie,Ollie,NancyIsKissingOllie.png,Is Nancy kissing Ollie?,yes Nancy is kissing Ollie,is Nancy kissing Ollie
50,filler_18,Control,Mandy,Mandy,Poke,Poke,Lacey,Lacey,MandyIsPokingLacey.png,Is Mandy poking Lacey?,yes Mandy is poking Lacey,is Mandy poking Lacey
52,filler_20,Control,Danny,Danny,Lift,Lift,Henry,Henry,DannyIsLiftingHenry.png,Is Danny lifting Henry?,yes Danny is lifting Henry,is Danny lifting Henry
64,filler_32,Control,Betty,Betty,Kick,Kick,Danny,Danny,BettyIsKickingDanny.png,Is Betty kicking Danny?,yes Betty is kicking Danny,is Betty kicking Danny
03,item_01,Verb,Kimmy,Kimmy,Kick,Poke,Tommy,Tommy,KimmyIsKickingTommy.png,Is Kimmy poking Tommy?,no Kimmy is kicking Tommy,is Kimmy poking Tommy
51,filler_19,Control,Henry,Henry,Push,Push,Brandy,Brandy,HenryIsPushingBrandy.png,Is Henry pushing Brandy?,yes Henry is pushing Brandy,is Henry pushing Brandy
60,filler_28,Control,Jenny,Jenny,Kick,Kick,Johnny,Johnny,JennyIsKickingJohnny.png,Is Jenny kicking Johnny?,yes Jenny is kicking Johnny,is Jenny kicking Johnny
02,item_01,Agent,Kimmy,Carlie,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,Is Carlie kicking Tommy?,no Kimmy is kicking Tommy,is Carlie kicking Tommy
70,filler_38,Control,Sally,Sally,Kick,Kick,Ronnie,Ronnie,SallyIsKickingRonnie.png,Is Sally kicking Ronnie?,yes Sally is kicking Ronnie,is Sally kicking Ronnie
65,filler_33,Control,Betty,Betty,Pull,Pull,Carlie,Carlie,BettyIsPullingCarlie.png,Is Betty pulling Carlie?,yes Betty is pulling Carlie,is Betty pulling Carlie
47,filler_15,Control,Laurie,Laurie,Poke,Poke,Carlie,Carlie,LaurieIsPokingCarlie.png,Is Laurie poking Carlie?,yes Laurie is poking Carlie,is Laurie poking Carlie
