trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
54,filler_22,Control,Lacey,Lacey,Poke,Poke,Brandy,Brandy,LaceyIsPokingBrandy.png,Is Lacey poking Brandy?,yes Lacey is poking Brandy,is Lacey poking Brandy
69,filler_37,Control,Freddy,Freddy,Push,Push,Brandy,Brandy,FreddyIsPushingBrandy.png,Is Freddy pushing Brandy?,yes Freddy is pushing Brandy,is Freddy pushing Brandy
48,filler_16,Control,Percy,Percy,Push,Push,Molly,Molly,PercyIsPushingMolly.png,Is Percy pushing Molly?,yes Percy is pushing Molly,is Percy pushing Molly
55,filler_23,Control,Kenny,Kenny,Push,Push,Tracy,Tracy,KennyIsPushingTracy.png,Is Kenny pushing Tracy?,yes Kenny is pushing Tracy,is Kenny pushing Tracy
06,item_01,Patient,Kimmy,Kimmy,Kick,Kick,Tommy,Davey,KimmyIsKickingTommy.png,Is Kimmy kicking Davey?,no Kimmy is kicking Tommy,is Kimmy kicking Davey
11,item_02,Verb,Bonnie,Bonnie,Kiss,Poke,Benny,Benny,BonnieIsKissingBenny.png,Is Bonnie poking Benny?,no Bonnie is kissing Benny,is Bonnie poking Benny
19,item_03,Verb,Joey,Joey,Push,Lift,Kerry,Kerry,JoeyIsPushingKerry.png,Is Joey lifting Kerry?,no Joey is pushing Kerry,is Joey lifting Kerry
18,item_03,Agent,Joey,Wally,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,Is Wally pushing Kerry?,no Joey is pushing Kerry,is Wally pushing Kerry
45,filler_13,Control,Harvey,Harvey,Push,Push,Sally,Sally,HarveyIsPushingSally.png,Is Harvey pushing Sally?,yes Harvey is pushing Sally,is Harvey pushing Sally
67,filler_35,Control,Lilly,Lilly,Kick,Kick,Davey,Davey,LillyIsKickingDavey.png,Is Lilly kicking Davey?,yes Lilly is kicking Davey,is Lilly kicking Davey
16,item_02,Control,Bonnie,Bonnie,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,Is Bonnie kissing Benny?,yes Bonnie is kissing Benny,is Bonnie kissing Benny
21,item_03,Patient,Joey,Joey,Push,Push,Kerry,Hailey,JoeyIsPushingKerry.png,Is Joey pushing Hailey?,no Joey is pushing Kerry,is Joey pushing Hailey
26,item_04,Agent,Kelly,Franny,Pull,Pull,Judy,Judy,KellyIsPullingJudy.png,Is Franny pulling Judy?,no Kelly is pulling Judy,is Franny pulling Judy
17,item_03,Agent,Joey,Timmy,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,Is Timmy pushing Kerry?,no Joey is pushing Kerry,is Timmy pushing Kerry
12,item_02,Verb,Bonnie,Bonnie,Kiss,Lift,Benny,Benny,BonnieIsKissingBenny.png,Is Bonnie lifting Benny?,no Bonnie is kissing Benny,is Bonnie lifting Benny
