text,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
MaitehaloaNuria,rf,rf,0,0.060,0,0.060,1.23,209.663,268.11,0.060,178.19,0.029,188.564,186.576,207.218,256.296,73.115,75.366
MaitehaloaNuria,j,j,0,0.110,0,0.110,1.29,276.017,286.73,0.060,268.11,0,277.399,281.367,276.737,268.565,74.265,77.169
MaitehaloaNuria,a,a,1,0.260,0,0.260,1.4,280.772,349.17,0.224,246.14,0.125,263.923,259.491,288.120,339.623,66.815,75.821
MaitehaloaNuria,sp,sp,0,0.170,0,0.170,1.66,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-11.594,38.697
NadiabesoaEdgar,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
NadiabesoaEdgar,n,n,0,0.120,0,0.120,0.03,269.136,276.04,0.120,263.63,0.039,265.419,264.246,269.762,275.135,71.805,77.772
NadiabesoaEdgar,a,a,0,0.070,0,0.070,0.15,281.906,292.52,0.070,276.04,0,276.973,279.729,282.534,288.390,80.484,81.843
NadiabesoaEdgar,D,D,0,0.100,0,0.100,0.22,307.490,318.66,0.066,291.41,0.100,297.559,309.963,317.656,304.781,76.454,81.188
NadiabesoaEdgar,j,j,0,0.120,0,0.120,0.32,321.263,340.12,0.050,290.41,0,306.949,336.700,322.096,319.309,72.241,76.766
NadiabesoaEdgar,a,a,1,0.120,0,0.120,0.44,298.989,319.05,0,268.18,0.120,314.514,306.174,296.787,278.479,76.921,78.878
NadiabesoaEdgar,b,b,0,0.090,0,0.090,0.56,232.800,268.18,0,217.26,0.048,256.720,225.186,218.982,230.313,66.882,71.801
NadiabesoaEdgar,e,e,0,0.150,0,0.150,0.65,227.677,235.09,0.144,223.42,0.061,229.992,223.860,225.784,231.073,75.630,77.172
NadiabesoaEdgar,s,s,0,0.130,0,0.130,0.8,222.164,233.43,0,212.47,0.025,222.893,215.391,--undefined--,--undefined--,66.206,71.074
NadiabesoaEdgar,o,o,1,0.080,0,0.080,0.93,232.150,251.02,0.011,209.74,0.080,249.834,240.802,227.484,215.785,74.015,77.850
NadiabesoaEdgar,a,a,1,0.120,0,0.120,1.01,196.250,209.74,0,191.65,0.103,203.053,196.349,193.565,192.033,78.307,78.731
NadiabesoaEdgar,e,e,0,0.030,0,0.030,1.13,193.599,194.71,0.017,191.36,0.030,193.437,194.077,194.266,192.614,79.087,79.706
NadiabesoaEdgar,D,D,0,0.030,0,0.030,1.16,189.649,191.36,0,187.98,0.030,190.801,190.109,189.274,188.411,76.106,76.538
NadiabesoaEdgar,G,G,0,0.210,0,0.210,1.19,186.490,210.09,0.191,171.78,0.087,184.858,178.364,190.198,192.541,64.655,75.558
NadiabesoaEdgar,a,a,0,0.180,0,0.180,1.4,176.593,197.46,0.007,167.04,0.142,191.745,177.140,169.521,167.968,78.584,79.681
NadiabesoaEdgar,rf,rf,1,0.160,0,0.160,1.58,160.564,169.81,0.006,145.46,0.121,167.509,165.034,151.406,145.516,61.715,77.372
NadiabesoaEdgar,sp,sp,0,0.110,0,0.110,1.74,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,12.436,38.182
NadiapateoaEdgar,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,33.115,33.115
NadiapateoaEdgar,n,n,0,0.140,0,0.140,0.03,246.939,255.80,0.021,242.52,0.140,251.597,246.843,246.754,244.690,68.744,74.468
NadiapateoaEdgar,a,a,0,0.060,0,0.060,0.17,241.117,243.08,0.018,238.45,0.060,242.512,242.488,240.583,238.887,78.595,79.947
NadiapateoaEdgar,D,D,0,0.120,0,0.120,0.23,239.568,244.58,0.072,232.00,0.109,239.731,241.829,242.811,233.900,76.615,79.773
NadiapateoaEdgar,j,j,0,0.130,0,0.130,0.35,226.363,244.74,0.025,203.26,0.130,241.392,237.092,219.882,207.085,74.114,80.206
NadiapateoaEdgar,a,a,1,0.060,0,0.060,0.48,197.368,203.26,0,192.67,0.041,201.463,197.280,193.674,192.672,76.404,79.903
NadiapateoaEdgar,p,p,0,0.040,0,0.040,0.54,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,57.320,62.856
NadiapateoaEdgar,a,a,0,0.090,0,0.090,0.58,173.021,180.55,0.011,165.70,0.090,180.247,175.634,170.477,167.653,74.722,77.342
NadiapateoaEdgar,t,t,0,0.090,0,0.090,0.67,151.809,165.70,0,141.92,0.013,151.643,152.872,--undefined--,--undefined--,49.776,66.355
NadiapateoaEdgar,e,e,0,0.210,0,0.210,0.76,223.377,230.04,0.201,216.14,0.030,217.154,221.374,225.298,228.973,76.634,78.938
NadiapateoaEdgar,o,o,1,0.070,0,0.070,0.97,232.753,236.42,0.043,229.81,0,230.477,232.713,235.597,232.227,76.622,79.471
NadiapateoaEdgar,a,a,1,0.210,0,0.210,1.04,198.284,229.93,0,185.12,0.119,217.066,193.419,186.966,195.687,77.727,79.715
NadiapateoaEdgar,e,e,0,0.090,0,0.090,1.25,192.561,206.16,0.017,184.03,0.090,203.183,193.067,188.431,185.565,75.768,76.111
NadiapateoaEdgar,D,D,0,0.120,0,0.120,1.34,184.165,198.20,0.089,172.04,0.058,183.316,178.372,184.572,190.399,62.730,74.169
NadiapateoaEdgar,G,G,0,0.050,0,0.050,1.46,189.824,210.36,0.041,175.36,0.014,179.479,178.568,195.775,205.476,61.641,66.784
NadiapateoaEdgar,a,a,0,0.190,0,0.190,1.51,177.777,198.77,0,167.02,0.153,194.115,179.028,170.052,167.915,78.186,79.785
NadiapateoaEdgar,rf,rf,1,0.170,0,0.170,1.7,160.544,169.80,0.007,146.71,0.121,167.121,163.987,150.158,--undefined--,60.543,77.027
NadiapateoaEdgar,sp,sp,0,0.100,0,0.100,1.87,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-13.206,36.775
NuriahaloaJulia,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,37.110,37.110
NuriahaloaJulia,n,n,0,0.120,0,0.120,0.03,235.916,244.58,0.120,228.88,0.050,238.561,231.515,234.293,241.588,69.802,76.448
NuriahaloaJulia,u,u,0,0.130,0,0.130,0.15,262.909,288.56,0.130,244.58,0,246.388,253.527,268.460,283.261,71.261,75.144
NuriahaloaJulia,rf,rf,0,0.050,0,0.050,0.28,280.552,293.14,0.016,243.42,0.040,290.478,291.490,277.865,262.374,66.222,69.570
NuriahaloaJulia,j,j,0,0.110,0,0.110,0.33,283.351,301.18,0.006,272.91,0.110,292.298,285.237,279.600,276.271,70.626,71.476
NuriahaloaJulia,a,a,1,0.090,0,0.090,0.44,262.885,272.91,0,258.50,0.046,268.075,260.240,259.244,263.980,73.911,75.405
NuriahaloaJulia,a,a,0,0.050,0,0.050,0.53,276.835,278.46,0.032,268.44,0,273.161,277.831,278.357,277.990,72.379,72.949
NuriahaloaJulia,l,l,0,0.090,0,0.090,0.58,275.090,280.21,0.022,264.85,0.090,279.106,279.046,274.504,267.704,69.361,69.981
NuriahaloaJulia,o,o,1,0.100,0,0.100,0.67,254.450,266.28,0.017,242.54,0.100,265.094,258.725,249.251,244.731,76.465,77.807
NuriahaloaJulia,a,a,1,0.190,0,0.190,0.77,215.674,242.54,0,187.11,0.161,233.481,219.612,206.922,189.410,72.893,80.820
NuriahaloaJulia,sp,sp,1,0.030,0,0.030,0.96,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,38.953,45.058
NuriahaloaJulia,x,x,0,0.040,0,0.040,0.99,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,40.467,42.926
NuriahaloaJulia,u,u,0,0.130,0,0.130,1.03,264.103,289.52,0.130,240.66,0.027,242.947,252.271,271.866,285.422,70.331,73.798
NuriahaloaJulia,l,l,0,0.100,0,0.100,1.16,281.530,290.63,0.009,266.58,0.088,289.741,286.267,277.952,272.160,71.628,73.571
NuriahaloaJulia,j,j,0,0.120,0,0.120,1.26,291.435,298.74,0.120,282.36,0,287.656,286.544,292.929,298.613,73.445,78.845
NuriahaloaJulia,a,a,1,0.180,0,0.180,1.38,293.343,362.49,0.126,155.20,0.146,303.828,315.536,332.411,189.194,71.494,79.790
NuriahaloaJulia,sp,sp,0,0.170,0,0.170,1.56,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,8.725,43.366
OlgabesoaLucas,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
OlgabesoaLucas,o,o,0,0.190,0,0.190,0.03,214.800,220.16,0.079,211.56,0.100,213.269,216.999,213.005,215.281,75.575,79.021
OlgabesoaLucas,l,l,0,0.080,0,0.080,0.22,218.991,225.88,0.052,211.28,0.080,217.836,214.584,224.617,218.926,71.749,75.124
OlgabesoaLucas,G,G,0,0.070,0,0.070,0.3,198.659,211.28,0,191.61,0.035,204.841,194.086,191.609,199.368,57.596,63.116
OlgabesoaLucas,a,a,1,0.120,0,0.120,0.37,185.521,205.42,0.014,171.28,0.085,204.035,191.367,173.872,172.808,73.629,76.474
OlgabesoaLucas,b,b,0,0.090,0,0.090,0.49,181.321,210.61,0.090,168.55,0.034,172.462,169.602,180.663,202.558,64.926,72.706
OlgabesoaLucas,e,e,0,0.160,0,0.160,0.58,233.932,247.62,0.124,210.61,0,217.104,230.850,243.757,244.017,75.604,78.173
OlgabesoaLucas,s,s,0,0.100,0,0.100,0.74,230.329,246.62,0.100,228.83,0.015,230.329,--undefined--,--undefined--,246.619,63.794,70.271
OlgabesoaLucas,o,o,1,0.080,0,0.080,0.84,238.124,246.62,0.005,228.89,0.080,245.338,240.674,235.529,230.954,74.613,78.365
OlgabesoaLucas,a,a,1,0.100,0,0.100,0.92,209.613,228.89,0,192.23,0.100,225.102,214.050,204.256,195.043,79.516,81.304
OlgabesoaLucas,l,l,0,0.160,0,0.160,1.02,216.435,290.41,0.160,183.33,0.043,186.883,191.061,220.649,267.148,71.162,75.545
OlgabesoaLucas,u,u,0,0.050,0,0.050,1.18,293.298,299.86,0.019,280.41,0.045,295.384,299.255,295.270,283.282,66.790,69.329
OlgabesoaLucas,k,k,0,0.110,0,0.110,1.23,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,43.919,53.206
OlgabesoaLucas,a,a,0,0.230,0,0.230,1.34,299.314,341.75,0.230,277.97,0.140,297.650,290.481,286.643,322.191,69.753,74.738
OlgabesoaLucas,s,s,1,0.180,0,0.180,1.57,233.262,365.17,0.0007,155.03,0.020,233.262,--undefined--,--undefined--,--undefined--,56.582,68.704
OlgabesoaLucas,sp,sp,0,0.150,0,0.150,1.75,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-0.086,45.492
OlgabesoaSimon,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
OlgabesoaSimon,o,o,0,0.190,0,0.190,0.03,214.770,220.69,0.077,212.37,0.103,213.222,216.689,213.032,215.287,75.575,79.021
OlgabesoaSimon,l,l,0,0.080,0,0.080,0.22,219.209,226.14,0.054,210.11,0.080,217.730,215.153,224.432,219.521,71.749,75.124
OlgabesoaSimon,G,G,0,0.070,0,0.070,0.3,198.258,210.11,0,191.83,0.033,205.051,194.054,193.246,198.958,57.596,63.116
OlgabesoaSimon,a,a,1,0.120,0,0.120,0.37,185.232,206.34,0.014,171.18,0.083,203.858,190.357,173.919,172.792,73.629,76.474
OlgabesoaSimon,b,b,0,0.090,0,0.090,0.49,181.239,210.19,0.090,168.46,0.034,172.491,169.632,180.892,201.941,64.926,72.706
OlgabesoaSimon,e,e,0,0.160,0,0.160,0.58,233.932,247.66,0.123,210.19,0,217.101,230.878,243.765,243.984,75.604,78.173
OlgabesoaSimon,s,s,0,0.100,0,0.100,0.74,227.466,234.77,0,222.24,0.021,227.675,222.239,--undefined--,--undefined--,64.351,70.271
OlgabesoaSimon,o,o,1,0.110,0,0.110,0.84,235.230,252.52,0.011,218.77,0.110,251.083,240.752,229.313,223.232,73.877,77.668
OlgabesoaSimon,a,a,1,0.430,0,0.430,0.95,197.240,219.77,0.211,181.21,0.111,197.660,201.075,200.755,192.679,72.002,78.821
OlgabesoaSimon,sp,sp,1,0.100,0,0.100,1.38,172.949,187.62,0,162.05,0.100,184.143,175.475,168.705,163.474,75.556,77.128
OlgabesoaSimon,s,s,0,0.030,0,0.030,1.48,161.472,162.05,0,161.25,0.014,161.764,161.353,161.424,161.349,74.186,75.295
OlgabesoaSimon,i,i,0,0.030,0,0.030,1.51,162.442,165.40,0.030,160.83,0.007,161.183,161.299,162.771,164.513,68.156,69.186
OlgabesoaSimon,m,m,0,0.030,0,0.030,1.54,163.722,165.65,0.002,162.70,0.023,165.097,163.809,162.976,163.005,66.308,67.282
OlgabesoaSimon,o,o,0,0.030,0,0.030,1.57,163.075,163.35,0.007,162.53,0.030,163.279,163.279,163.034,162.708,65.179,65.388
OlgabesoaSimon,ng,ng,1,0.080,0,0.080,1.6,159.872,163.55,0.019,155.74,0.057,162.921,161.976,156.814,157.777,61.605,64.635
OlgabesoaSimon,sp,sp,0,0.170,0,0.170,1.68,158.307,160.61,0.0004,156.95,0.011,158.307,--undefined--,--undefined--,--undefined--,-22.840,55.191
OlgapateoaHugo,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.204,30.204
OlgapateoaHugo,o,o,0,0.190,0,0.190,0.03,214.769,220.56,0.077,212.22,0.103,213.227,216.708,213.038,215.293,74.937,79.051
OlgapateoaHugo,l,l,0,0.080,0,0.080,0.22,218.880,226.52,0.054,209.51,0.080,217.702,214.719,223.853,219.247,71.740,76.085
OlgapateoaHugo,G,G,0,0.060,0,0.060,0.3,201.495,209.51,0,192.61,0.029,205.941,195.625,196.565,207.848,61.519,65.803
OlgapateoaHugo,a,a,1,0.120,0,0.120,0.36,214.369,219.68,0.024,186.02,0.120,216.829,217.886,217.465,205.295,76.866,79.774
OlgapateoaHugo,p,p,0,0.070,0,0.070,0.48,180.386,188.73,0.009,165.89,0.030,187.118,173.654,165.894,--undefined--,57.767,66.576
OlgapateoaHugo,a,a,0,0.110,0,0.110,0.55,218.617,231.27,0.010,206.62,0.110,228.170,220.668,216.180,211.188,77.613,80.740
OlgapateoaHugo,t,t,0,0.070,0,0.070,0.66,198.016,218.30,0.070,187.85,0.013,194.620,192.418,--undefined--,218.297,54.850,69.483
OlgapateoaHugo,e,e,0,0.180,0,0.180,0.73,256.811,291.87,0.180,217.49,0.011,221.570,247.842,272.374,285.457,74.266,75.274
OlgapateoaHugo,o,o,1,0.070,0,0.070,0.91,295.521,298.25,0.037,290.70,0.070,293.984,297.195,297.428,293.478,73.637,73.967
OlgapateoaHugo,a,a,1,0.170,0,0.170,0.98,227.814,290.70,0,191.31,0.145,277.796,237.796,203.282,192.382,74.878,75.985
OlgapateoaHugo,u,u,0,0.160,0,0.160,1.15,249.710,282.87,0.117,194.46,0,206.011,238.643,276.982,277.204,72.621,76.135
OlgapateoaHugo,G,G,0,0.070,0,0.070,1.31,257.306,274.09,0.070,247.97,0.022,259.686,250.130,251.289,274.095,51.928,62.513
OlgapateoaHugo,o,o,1,0.280,0,0.280,1.38,311.850,345.43,0.190,274.09,0.0000000000000002,293.112,309.856,338.234,--undefined--,58.055,69.771
OlgapateoaHugo,sp,sp,0,0.120,0,0.120,1.66,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-6.392,45.595
OlgapateoaSergio,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.204,30.204
OlgapateoaSergio,o,o,0,0.190,0,0.190,0.03,214.736,220.75,0.079,212.52,0.101,213.276,216.814,213.022,215.280,74.937,79.051
OlgapateoaSergio,l,l,0,0.080,0,0.080,0.22,219.309,225.91,0.053,211.42,0.080,217.806,214.903,224.721,219.807,71.740,76.085
OlgapateoaSergio,G,G,0,0.060,0,0.060,0.3,201.842,211.42,0,191.81,0.029,205.788,195.680,198.063,207.836,61.519,65.803
OlgapateoaSergio,a,a,1,0.120,0,0.120,0.36,214.539,219.82,0.024,191.31,0.120,216.584,217.857,217.475,206.239,76.866,79.774
OlgapateoaSergio,p,p,0,0.070,0,0.070,0.48,179.639,191.31,0,165.06,0.033,187.183,174.594,165.055,--undefined--,57.767,66.576
OlgapateoaSergio,a,a,0,0.110,0,0.110,0.55,217.941,230.13,0.013,198.27,0.110,227.512,220.685,216.174,210.177,77.613,80.740
OlgapateoaSergio,t,t,0,0.070,0,0.070,0.66,194.568,217.87,0.070,189.99,0.013,192.036,189.986,--undefined--,217.869,54.850,69.483
OlgapateoaSergio,e,e,0,0.160,0,0.160,0.73,252.674,286.28,0.160,217.50,0.010,220.128,242.501,267.792,280.276,74.491,75.291
OlgapateoaSergio,o,o,1,0.100,0,0.100,0.89,288.827,296.43,0.045,266.00,0.100,289.848,295.197,293.050,277.213,75.414,77.797
OlgapateoaSergio,a,a,1,0.160,0,0.160,0.99,224.693,266.00,0,192.69,0.160,253.123,231.772,213.740,200.139,76.041,78.178
OlgapateoaSergio,s,s,0,0.100,0,0.100,1.15,193.732,278.17,0.100,184.26,0.023,188.113,184.261,--undefined--,278.170,63.110,67.443
OlgapateoaSergio,e,e,0,0.070,0,0.070,1.25,265.187,278.17,0.003,258.67,0.047,271.710,265.260,260.325,263.454,74.640,75.882
OlgapateoaSergio,rf,rf,0,0.060,0,0.060,1.32,274.871,290.25,0.060,266.25,0,267.500,271.664,274.658,285.663,69.539,74.546
OlgapateoaSergio,x,x,0,0.220,0,0.220,1.38,283.833,302.26,0.214,246.86,0.053,276.666,246.862,278.857,293.650,60.308,77.848
OlgapateoaSergio,j,j,0,0.070,0,0.070,1.6,317.729,333.58,0.070,301.00,0,304.178,313.690,323.186,329.860,79.434,80.241
OlgapateoaSergio,o,o,1,0.190,0,0.190,1.67,285.552,365.88,0.068,155.23,0.088,337.721,283.580,181.881,--undefined--,61.784,78.522
OlgapateoaSergio,sp,sp,0,0.140,0,0.140,1.86,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-15.870,43.343
OmaralzoaEva,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,39.094,39.094
OmaralzoaEva,o,o,0,0.170,0,0.170,0.03,232.963,261.91,0.038,196.36,0.170,260.138,250.864,225.876,205.204,78.440,82.478
OmaralzoaEva,m,m,0,0.100,0,0.100,0.2,188.832,198.88,0.100,181.14,0.047,191.671,183.798,185.384,194.472,73.398,77.438
OmaralzoaEva,a,a,0,0.120,0,0.120,0.3,211.343,229.30,0.120,198.88,0,201.113,207.455,213.227,223.579,80.030,81.758
OmaralzoaEva,rf,rf,1,0.060,0,0.060,0.42,231.860,234.10,0.028,229.30,0,231.160,233.080,231.736,231.464,74.309,77.559
OmaralzoaEva,a,a,0,0.120,0,0.120,0.48,226.099,230.61,0,219.75,0.058,228.055,221.968,225.358,229.014,79.147,80.497
OmaralzoaEva,l,l,0,0.100,0,0.100,0.6,229.120,234.36,0.024,216.80,0.100,232.426,233.339,229.027,221.687,73.634,79.604
OmaralzoaEva,s,s,0,0.080,0,0.080,0.7,214.015,216.80,0,212.54,0.021,214.454,212.552,--undefined--,--undefined--,63.795,65.340
OmaralzoaEva,o,o,1,0.100,0,0.100,0.78,245.330,269.79,0.011,219.71,0.100,268.473,256.580,237.449,224.374,74.247,76.931
OmaralzoaEva,a,a,1,0.080,0,0.080,0.88,212.699,219.71,0,208.88,0.026,215.415,209.697,211.562,214.121,77.004,77.213
OmaralzoaEva,e,e,0,0.100,0,0.100,0.96,228.227,246.02,0.100,215.42,0,218.552,223.215,231.399,239.742,76.631,78.669
OmaralzoaEva,b,b,0,0.060,0,0.060,1.06,256.770,285.96,0.060,239.61,0.028,247.988,245.815,255.274,278.001,66.055,73.009
OmaralzoaEva,a,a,1,0.230,0,0.230,1.12,248.576,312.19,0.096,160.82,0.116,292.323,277.741,179.531,185.077,63.737,77.620
OmaralzoaEva,sp,sp,0,0.140,0,0.140,1.35,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-60.995,34.231
PaulapateoaMario,sil,sil,1,0.040,0,0.040,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,14.273,13.945
PaulapateoaMario,p,p,0,0.030,0,0.030,0.04,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.509,49.634
PaulapateoaMario,aU,aU,0,0.180,0,0.180,0.07,256.967,285.28,0.180,241.01,0.070,246.535,242.057,257.318,279.871,73.110,78.654
PaulapateoaMario,l,l,0,0.120,0,0.120,0.25,282.579,288.52,0.019,272.06,0.120,286.532,280.263,281.714,281.808,69.214,73.188
PaulapateoaMario,a,a,1,0.100,0,0.100,0.37,247.145,272.06,0,231.38,0.100,262.459,247.061,243.189,235.871,76.727,78.204
PaulapateoaMario,p,p,0,0.050,0,0.050,0.47,222.592,231.38,0,219.05,0.024,227.088,219.231,219.048,--undefined--,59.962,66.133
PaulapateoaMario,a,a,0,0.110,0,0.110,0.52,218.484,230.54,0.014,202.60,0.110,228.168,221.151,216.408,211.378,77.492,80.662
PaulapateoaMario,t,t,0,0.070,0,0.070,0.63,194.562,218.05,0.070,187.88,0.015,193.828,193.636,--undefined--,218.049,54.849,69.215
PaulapateoaMario,e,e,0,0.180,0,0.180,0.7,255.910,291.47,0.180,217.56,0.013,220.775,246.313,271.685,284.865,74.698,75.468
PaulapateoaMario,o,o,1,0.070,0,0.070,0.88,288.765,296.73,0.024,275.11,0.070,293.482,295.868,287.588,278.120,76.894,79.238
PaulapateoaMario,a,a,1,0.080,0,0.080,0.95,258.831,275.11,0,235.38,0.080,272.189,266.854,253.791,242.491,76.979,80.897
PaulapateoaMario,m,m,0,0.120,0,0.120,1.03,214.840,235.38,0,206.21,0.074,225.136,212.035,206.890,215.300,69.870,73.632
PaulapateoaMario,a,a,0,0.080,0,0.080,1.15,222.538,232.11,0.068,216.22,0.008,217.747,218.978,222.790,230.636,77.831,78.662
PaulapateoaMario,rf,rf,0,0.070,0,0.070,1.23,232.426,259.51,0.070,223.36,0.044,230.669,230.206,226.028,242.802,74.434,79.548
PaulapateoaMario,j,j,0,0.150,0,0.150,1.3,288.538,331.51,0.150,259.51,0,271.375,270.038,291.272,321.468,73.731,78.394
PaulapateoaMario,o,o,1,0.260,0,0.260,1.45,318.599,370.12,0.099,155.40,0.119,342.443,294.382,--undefined--,--undefined--,55.831,77.958
PaulapateoaMario,sp,sp,0,0.120,0,0.120,1.71,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,19.454,40.070
PaulatocoaJudit,sil,sil,1,0.040,0,0.040,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,12.697,11.421
PaulatocoaJudit,p,p,0,0.030,0,0.030,0.04,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.703,38.841
PaulatocoaJudit,aU,aU,0,0.180,0,0.180,0.07,260.674,290.70,0.176,240.90,0.069,246.593,242.422,264.691,286.486,74.806,78.727
PaulatocoaJudit,l,l,0,0.130,0,0.130,0.25,280.276,290.31,0,274.76,0.130,286.825,281.126,276.227,276.925,70.336,74.644
PaulatocoaJudit,a,a,1,0.060,0,0.060,0.38,281.752,294.60,0.056,269.26,0.019,273.000,273.131,287.271,293.607,74.161,76.777
PaulatocoaJudit,t,t,0,0.110,0,0.110,0.44,282.408,293.85,0,219.47,0.110,286.977,282.851,--undefined--,219.468,47.765,63.654
PaulatocoaJudit,o,o,0,0.150,0,0.150,0.55,214.001,220.04,0.114,200.43,0.150,215.679,209.161,216.727,214.438,75.832,80.262
PaulatocoaJudit,k,k,0,0.100,0,0.100,0.7,195.034,200.43,0,192.99,0.013,195.034,--undefined--,--undefined--,--undefined--,49.477,65.848
PaulatocoaJudit,o,o,1,0.080,0,0.080,0.8,195.802,203.39,0.013,186.89,0.080,202.799,198.811,194.425,189.972,73.435,76.836
PaulatocoaJudit,a,a,1,0.150,0,0.150,0.88,181.669,187.30,0.069,170.36,0.123,183.798,185.591,180.069,170.903,67.819,77.294
PaulatocoaJudit,sp,sp,1,0.070,0,0.070,1.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,42.990,48.788
PaulatocoaJudit,L,L,0,0.070,0,0.070,1.1,252.366,256.26,0.055,248.59,0.022,249.654,249.422,253.909,255.240,69.907,74.441
PaulatocoaJudit,u,u,0,0.030,0,0.030,1.17,250.541,254.01,0,245.21,0.030,253.307,251.555,249.987,247.315,73.878,74.460
PaulatocoaJudit,D,D,0,0.140,0,0.140,1.2,203.155,245.21,0,167.97,0.135,236.021,214.780,189.546,172.274,69.121,77.314
PaulatocoaJudit,i,i,0,0.120,0,0.120,1.34,165.481,170.80,0.028,154.41,0.093,170.109,168.879,160.381,154.510,70.065,73.207
PaulatocoaJudit,t,t,1,0.170,0,0.170,1.46,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,46.338,59.375
PaulatocoaJudit,sp,sp,0,0.130,0,0.130,1.63,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-7.389,33.895
PedroalzoaRaquel,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
PedroalzoaRaquel,p,p,0,0.040,0,0.040,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.118,60.916
PedroalzoaRaquel,e,e,0,0.040,0,0.040,0.07,256.249,270.97,0.012,247.87,0.040,270.965,264.644,250.970,248.719,72.541,75.662
PedroalzoaRaquel,D,D,0,0.150,0,0.150,0.11,244.045,247.87,0,240.78,0.131,245.613,245.400,243.603,241.564,76.951,79.233
PedroalzoaRaquel,rf,rf,0,0.130,0,0.130,0.26,234.334,244.38,0.022,217.53,0.130,243.708,235.560,233.469,224.599,77.696,79.740
PedroalzoaRaquel,o,o,1,0.110,0,0.110,0.39,213.374,219.61,0.110,206.54,0.027,211.093,210.677,214.509,217.219,77.601,79.547
PedroalzoaRaquel,a,a,0,0.080,0,0.080,0.5,225.249,229.02,0.080,219.61,0,220.952,224.027,227.165,228.850,79.984,80.737
