text,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
PedroalzoaRaquel,l,l,0,0.110,0,0.110,0.58,229.406,234.55,0.036,217.52,0.110,230.316,233.845,231.008,222.453,75.018,80.386
PedroalzoaRaquel,s,s,0,0.080,0,0.080,0.69,213.823,217.52,0,212.41,0.032,214.917,212.536,--undefined--,--undefined--,63.268,65.971
PedroalzoaRaquel,o,o,1,0.100,0,0.100,0.77,235.536,257.00,0.012,213.29,0.100,255.434,241.912,230.717,219.654,74.924,77.973
PedroalzoaRaquel,a,a,1,0.100,0,0.100,0.87,201.881,213.29,0,197.33,0.059,207.493,200.448,198.039,201.544,77.312,77.837
PedroalzoaRaquel,r,r,0,0.080,0,0.080,0.97,210.764,218.43,0.080,196.91,0.008,201.993,214.202,211.338,215.522,69.784,74.669
PedroalzoaRaquel,a,a,0,0.090,0,0.090,1.05,227.371,230.74,0.090,218.43,0,221.645,227.559,229.789,230.490,71.193,73.680
PedroalzoaRaquel,k,k,0,0.080,0,0.080,1.14,230.812,230.82,0.002,230.74,0,230.812,--undefined--,--undefined--,--undefined--,48.943,62.756
PedroalzoaRaquel,e,e,0,0.070,0,0.070,1.22,223.775,238.96,0.012,204.34,0.070,238.047,231.722,221.673,209.368,71.686,76.248
PedroalzoaRaquel,l,l,1,0.260,0,0.260,1.29,179.146,204.34,0,172.13,0.110,185.578,173.954,179.359,176.196,67.054,76.395
PedroalzoaRaquel,sp,sp,0,0.130,0,0.130,1.55,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,3.669,40.329
PilarpateoaMiguel,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
PilarpateoaMiguel,p,p,0,0.040,0,0.040,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,32.392,41.871
PilarpateoaMiguel,i,i,0,0.130,0,0.130,0.07,263.405,275.10,0.012,253.74,0.130,271.869,266.969,260.246,256.360,72.537,75.852
PilarpateoaMiguel,l,l,0,0.120,0,0.120,0.2,244.794,253.74,0,239.08,0.091,250.144,244.662,242.807,241.562,74.852,81.584
PilarpateoaMiguel,a,a,0,0.130,0,0.130,0.32,214.821,239.42,0,207.45,0.085,228.226,214.434,207.888,208.736,81.584,82.664
PilarpateoaMiguel,rf,rf,1,0.100,0,0.100,0.45,208.718,224.52,0.056,191.15,0.100,207.714,201.758,219.824,205.577,71.855,79.046
PilarpateoaMiguel,p,p,0,0.090,0,0.090,0.55,189.770,191.15,0,189.54,0.002,189.770,--undefined--,--undefined--,--undefined--,51.397,63.898
PilarpateoaMiguel,a,a,0,0.090,0,0.090,0.64,223.394,238.52,0.012,210.20,0.090,236.276,226.374,220.166,214.767,79.115,81.882
PilarpateoaMiguel,t,t,0,0.110,0,0.110,0.73,195.050,218.34,0.110,185.51,0.022,192.462,--undefined--,--undefined--,218.343,52.011,73.924
PilarpateoaMiguel,e,e,0,0.180,0,0.180,0.84,256.018,291.37,0.180,217.40,0.013,220.927,246.453,271.804,284.887,74.693,75.717
PilarpateoaMiguel,o,o,1,0.060,0,0.060,1.02,290.708,296.44,0.027,278.54,0.060,293.169,295.899,291.975,281.788,76.732,77.802
PilarpateoaMiguel,a,a,1,0.120,0,0.120,1.08,262.341,278.54,0,247.54,0.120,273.705,265.995,258.619,251.046,78.859,80.826
PilarpateoaMiguel,m,m,0,0.100,0,0.100,1.2,243.353,247.54,0,238.98,0.025,242.192,241.696,244.682,244.842,77.758,81.525
PilarpateoaMiguel,i,i,0,0.120,0,0.120,1.3,241.896,250.35,0.025,211.90,0.120,248.101,246.850,241.717,230.917,77.103,81.467
PilarpateoaMiguel,g,g,0,0.070,0,0.070,1.42,210.387,220.15,0.070,204.55,0.032,208.310,204.582,207.567,217.878,59.953,69.512
PilarpateoaMiguel,e,e,0,0.150,0,0.150,1.49,196.557,224.48,0.022,172.53,0.150,222.511,207.553,182.483,173.683,76.034,80.571
PilarpateoaMiguel,l,l,1,0.150,0,0.150,1.64,177.683,181.68,0.068,172.14,0,175.780,180.363,177.453,173.139,62.208,69.311
PilarpateoaMiguel,sp,sp,0,0.130,0,0.130,1.79,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,3.877,40.200
SalmaalzoaSandra,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
SalmaalzoaSandra,s,s,0,0.140,0,0.140,0.03,281.379,281.38,0.140,281.38,0.140,--undefined--,--undefined--,--undefined--,281.379,56.215,69.504
SalmaalzoaSandra,a,a,0,0.140,0,0.140,0.17,246.649,281.38,0.002,233.82,0.108,269.159,246.996,235.951,234.490,78.574,81.480
SalmaalzoaSandra,l,l,0,0.090,0,0.090,0.31,236.493,238.24,0.065,233.17,0.020,235.069,235.648,237.981,237.274,75.657,77.166
SalmaalzoaSandra,m,m,0,0.090,0,0.090,0.4,237.886,239.79,0.039,232.64,0.090,238.105,239.621,238.671,235.144,74.118,74.339
SalmaalzoaSandra,a,a,1,0.080,0,0.080,0.49,221.251,232.64,0,210.31,0.080,228.966,224.449,218.653,212.935,79.345,80.030
SalmaalzoaSandra,a,a,0,0.100,0,0.100,0.57,224.155,234.14,0.100,208.27,0.016,209.234,226.351,228.993,232.042,79.333,79.891
SalmaalzoaSandra,l,l,0,0.080,0,0.080,0.67,227.287,234.26,0.002,216.04,0.080,233.705,231.613,225.454,218.376,71.928,77.522
SalmaalzoaSandra,s,s,0,0.070,0,0.070,0.75,216.075,219.83,0.010,212.55,0.022,217.576,213.310,--undefined--,--undefined--,63.107,64.762
SalmaalzoaSandra,o,o,1,0.110,0,0.110,0.82,234.852,258.34,0.012,210.29,0.110,256.270,241.911,229.597,217.080,74.650,78.172
SalmaalzoaSandra,a,a,1,0.100,0,0.100,0.93,197.954,210.29,0,190.65,0.100,205.251,198.999,194.342,193.225,74.806,77.980
SalmaalzoaSandra,s,s,0,0.100,0,0.100,1.03,182.960,190.65,0,177.65,0.032,185.365,177.950,--undefined--,--undefined--,62.309,65.767
SalmaalzoaSandra,a,a,0,0.150,0,0.150,1.13,251.382,256.41,0.012,240.88,0.150,254.818,252.126,251.841,247.384,76.757,78.770
SalmaalzoaSandra,n,n,0,0.100,0,0.100,1.28,222.565,240.88,0,212.36,0.063,234.788,224.316,213.993,217.162,72.806,75.073
SalmaalzoaSandra,d,d,0,0.050,0,0.050,1.38,218.263,237.14,0.050,204.57,0.020,214.770,207.929,218.392,231.959,69.622,73.724
SalmaalzoaSandra,rf,rf,0,0.060,0,0.060,1.43,248.944,267.07,0.060,237.14,0,241.621,245.649,248.005,260.503,72.959,75.158
SalmaalzoaSandra,a,a,1,0.180,0,0.180,1.49,282.970,366.85,0.088,161.62,0.107,277.609,322.303,226.350,--undefined--,61.708,76.073
SalmaalzoaSandra,sp,sp,0,0.130,0,0.130,1.67,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,10.500,48.871
SalmabesoaSandra,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
SalmabesoaSandra,s,s,0,0.140,0,0.140,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,54.280,69.313
SalmabesoaSandra,a,a,0,0.140,0,0.140,0.17,254.054,276.68,0.011,240.92,0.140,274.939,258.445,244.069,242.343,81.204,82.815
SalmabesoaSandra,l,l,0,0.080,0,0.080,0.31,236.430,240.92,0,229.17,0.080,239.894,238.106,236.310,231.408,77.071,79.779
SalmabesoaSandra,m,m,0,0.060,0,0.060,0.39,222.324,229.17,0,209.67,0.060,227.512,224.379,221.351,216.055,74.482,75.266
SalmabesoaSandra,a,a,1,0.090,0,0.090,0.45,184.812,209.67,0,172.13,0.090,201.120,186.898,177.636,173.593,78.407,80.088
SalmabesoaSandra,b,b,0,0.090,0,0.090,0.54,172.875,193.24,0.090,162.64,0.033,169.895,164.319,170.343,186.943,64.706,72.974
SalmabesoaSandra,e,e,0,0.140,0,0.140,0.63,206.957,214.98,0.110,193.24,0,197.283,205.082,212.373,213.090,76.344,77.974
SalmabesoaSandra,s,s,0,0.090,0,0.090,0.77,205.108,209.87,0,201.02,0.021,205.744,201.023,--undefined--,--undefined--,64.065,72.468
SalmabesoaSandra,o,o,1,0.120,0,0.120,0.86,239.814,262.43,0.011,216.95,0.120,259.584,248.652,231.872,223.101,72.713,77.604
SalmabesoaSandra,a,a,1,0.090,0,0.090,0.98,197.967,216.95,0,192.19,0.090,207.379,196.857,194.143,193.490,74.983,77.653
SalmabesoaSandra,s,s,0,0.110,0,0.110,1.07,192.317,256.50,0.110,177.35,0.031,187.424,177.943,--undefined--,256.496,62.581,67.120
SalmabesoaSandra,a,a,0,0.140,0,0.140,1.18,251.706,256.50,0.0010,242.66,0.140,254.649,252.023,251.837,248.314,77.297,78.754
SalmabesoaSandra,n,n,0,0.110,0,0.110,1.32,222.998,242.66,0,211.87,0.065,236.260,224.498,214.037,217.196,72.792,75.859
SalmabesoaSandra,d,d,0,0.040,0,0.040,1.43,216.573,233.01,0.040,208.35,0.016,212.544,209.118,215.798,228.830,69.093,72.957
SalmabesoaSandra,rf,rf,0,0.060,0,0.060,1.47,246.934,264.52,0.060,233.01,0,238.936,244.995,246.777,257.026,72.915,75.284
SalmabesoaSandra,a,a,1,0.180,0,0.180,1.53,278.910,360.33,0.086,160.09,0.106,275.199,317.695,218.203,--undefined--,62.298,76.041
SalmabesoaSandra,sp,sp,0,0.140,0,0.140,1.71,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,8.517,48.608
SalmatocoaIngrid,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.828,29.828
SalmatocoaIngrid,s,s,0,0.140,0,0.140,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,53.900,69.283
SalmatocoaIngrid,a,a,0,0.140,0,0.140,0.17,253.722,276.40,0.013,240.95,0.140,274.725,258.563,244.061,242.340,81.206,82.780
SalmatocoaIngrid,l,l,0,0.070,0,0.070,0.31,237.380,240.95,0,231.27,0.070,239.985,238.526,236.736,234.273,77.072,80.280
SalmatocoaIngrid,m,m,0,0.070,0,0.070,0.38,221.843,231.27,0,212.50,0.070,229.032,224.403,218.579,215.359,72.051,74.575
SalmatocoaIngrid,a,a,1,0.080,0,0.080,0.45,204.555,212.50,0,186.04,0.080,209.795,205.784,203.612,199.029,75.902,78.952
SalmatocoaIngrid,t,t,0,0.090,0,0.090,0.53,178.040,186.04,0,175.72,0.013,178.040,--undefined--,--undefined--,--undefined--,46.902,62.970
SalmatocoaIngrid,o,o,0,0.150,0,0.150,0.62,214.080,220.03,0.118,203.72,0.150,215.884,208.968,215.886,215.966,75.733,80.205
SalmatocoaIngrid,k,k,0,0.100,0,0.100,0.77,198.068,203.72,0,195.82,0.013,198.068,--undefined--,--undefined--,--undefined--,49.605,64.350
SalmatocoaIngrid,o,o,1,0.080,0,0.080,0.87,195.498,201.41,0.023,187.92,0.080,201.413,199.606,195.089,191.209,72.809,76.341
SalmatocoaIngrid,a,a,1,0.120,0,0.120,0.95,180.869,187.92,0,176.67,0.077,184.705,181.744,177.175,179.852,75.782,77.355
SalmatocoaIngrid,i,i,0,0.090,0,0.090,1.07,203.951,214.00,0.056,183.20,0,188.610,204.560,213.404,209.232,73.948,75.403
SalmatocoaIngrid,ng,ng,0,0.110,0,0.110,1.16,190.654,205.54,0,179.88,0.110,201.060,192.611,186.657,182.287,68.600,72.997
SalmatocoaIngrid,g,g,0,0.040,0,0.040,1.27,177.352,182.96,0.040,170.78,0.021,178.628,175.119,173.913,181.749,66.375,67.863
SalmatocoaIngrid,rf,rf,0,0.060,0,0.060,1.31,186.107,190.09,0.026,180.80,0.052,184.771,188.974,187.674,183.009,72.404,74.476
SalmatocoaIngrid,i,i,1,0.150,0,0.150,1.37,179.506,187.96,0.007,173.04,0.150,186.581,179.386,177.003,175.056,70.470,75.599
SalmatocoaIngrid,sp,sp,0,0.240,0,0.240,1.52,174.242,190.80,0.047,161.21,0.028,174.242,--undefined--,--undefined--,--undefined--,-13.436,60.531
SalmatocoaPilar,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.828,29.828
SalmatocoaPilar,s,s,0,0.140,0,0.140,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,53.900,69.283
SalmatocoaPilar,a,a,0,0.140,0,0.140,0.17,254.254,276.97,0.010,240.87,0.140,275.137,258.454,244.066,242.343,81.206,82.780
SalmatocoaPilar,l,l,0,0.070,0,0.070,0.31,237.270,240.87,0,229.98,0.070,240.012,238.546,236.731,233.790,77.072,80.280
SalmatocoaPilar,m,m,0,0.070,0,0.070,0.38,221.890,229.98,0,211.86,0.070,229.228,224.361,218.573,215.397,72.051,74.575
SalmatocoaPilar,a,a,1,0.080,0,0.080,0.45,204.009,211.86,0,180.97,0.080,209.746,205.808,203.609,196.873,75.902,78.952
SalmatocoaPilar,t,t,0,0.090,0,0.090,0.53,178.677,180.97,0,176.23,0.011,178.534,179.963,--undefined--,--undefined--,47.085,62.970
SalmatocoaPilar,o,o,0,0.170,0,0.170,0.62,223.817,245.30,0.151,208.02,0.064,215.485,209.189,227.996,241.617,73.983,77.995
SalmatocoaPilar,k,k,0,0.080,0,0.080,0.79,252.346,269.59,0.080,235.11,0,235.106,--undefined--,--undefined--,269.586,48.028,60.847
SalmatocoaPilar,o,o,1,0.090,0,0.090,0.87,257.658,269.59,0,235.83,0.090,264.820,263.786,257.409,244.615,75.266,79.959
SalmatocoaPilar,a,a,1,0.080,0,0.080,0.96,218.621,235.83,0,212.47,0.080,226.303,216.821,216.542,214.817,79.023,81.024
SalmatocoaPilar,p,p,0,0.100,0,0.100,1.04,192.968,212.47,0,183.30,0.020,192.968,183.305,--undefined--,--undefined--,51.737,74.697
SalmatocoaPilar,i,i,0,0.090,0,0.090,1.14,204.972,213.51,0.010,200.33,0.090,211.349,205.946,203.451,200.559,74.573,77.405
SalmatocoaPilar,l,l,0,0.130,0,0.130,1.23,214.681,232.08,0.130,194.87,0.026,198.516,211.483,220.485,228.239,72.969,79.474
SalmatocoaPilar,a,a,0,0.140,0,0.140,1.36,242.054,263.96,0.140,232.08,0,235.817,237.845,239.619,254.935,79.460,80.689
SalmatocoaPilar,rf,rf,1,0.120,0,0.120,1.5,297.302,324.07,0.074,263.96,0,270.363,295.958,321.958,319.069,64.680,77.402
SalmatocoaPilar,sp,sp,0,0.160,0,0.160,1.62,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,6.206,42.374
SalmatocoaSandra,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
SalmatocoaSandra,s,s,0,0.140,0,0.140,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,54.280,69.313
SalmatocoaSandra,a,a,0,0.140,0,0.140,0.17,253.576,276.36,0.014,240.95,0.140,274.698,258.646,244.052,242.341,81.206,82.815
SalmatocoaSandra,l,l,0,0.090,0,0.090,0.31,235.553,240.95,0,227.40,0.090,239.797,237.646,235.022,229.746,78.293,79.787
SalmatocoaSandra,m,m,0,0.040,0,0.040,0.4,223.563,227.40,0,220.41,0.040,226.676,224.651,222.322,220.603,75.053,76.683
SalmatocoaSandra,a,a,1,0.100,0,0.100,0.44,219.698,222.58,0.080,205.02,0.100,219.836,220.171,220.425,218.361,76.158,78.807
SalmatocoaSandra,t,t,0,0.070,0,0.070,0.54,197.122,226.81,0.070,191.60,0.016,195.459,196.102,201.434,226.813,56.637,64.392
SalmatocoaSandra,o,o,0,0.130,0,0.130,0.61,216.576,226.81,0.004,192.17,0.130,223.785,217.724,218.626,206.169,72.383,75.244
SalmatocoaSandra,k,k,0,0.090,0,0.090,0.74,189.326,192.17,0,188.51,0.004,189.326,--undefined--,--undefined--,--undefined--,48.642,61.431
SalmatocoaSandra,o,o,1,0.090,0,0.090,0.83,232.344,234.31,0.024,228.03,0.090,234.099,233.754,231.677,230.546,77.773,80.871
SalmatocoaSandra,a,a,1,0.090,0,0.090,0.92,212.318,228.03,0,198.05,0.087,225.326,217.552,207.042,199.352,74.890,78.206
SalmatocoaSandra,s,s,0,0.110,0,0.110,1.01,190.266,199.59,0,185.04,0.034,192.151,185.759,--undefined--,--undefined--,61.825,67.235
SalmatocoaSandra,a,a,0,0.160,0,0.160,1.12,251.876,267.32,0.014,234.33,0.160,264.054,256.237,249.336,240.618,76.268,78.807
SalmatocoaSandra,n,n,0,0.110,0,0.110,1.28,219.472,234.33,0,212.73,0.066,229.106,218.790,213.347,216.645,70.846,73.539
SalmatocoaSandra,d,d,0,0.050,0,0.050,1.39,217.275,235.78,0.050,203.85,0.022,215.296,208.051,215.456,230.296,69.804,73.153
SalmatocoaSandra,rf,rf,0,0.060,0,0.060,1.44,248.035,265.84,0.060,235.78,0,240.719,245.469,247.309,258.644,72.950,75.283
SalmatocoaSandra,a,a,1,0.180,0,0.180,1.5,303.055,349.73,0.094,265.84,0,276.802,320.163,348.777,--undefined--,61.869,76.080
SalmatocoaSandra,sp,sp,0,0.150,0,0.150,1.68,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-24.644,48.719
SilviaalzoaSergio,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,21.349,21.349
SilviaalzoaSergio,s,s,0,0.120,0,0.120,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,57.152,75.033
SilviaalzoaSergio,i,i,0,0.130,0,0.130,0.15,256.546,275.16,0.012,240.31,0.117,271.752,263.764,252.300,241.643,78.165,80.242
SilviaalzoaSergio,l,l,0,0.080,0,0.080,0.28,239.018,242.25,0.044,226.50,0.080,240.590,239.454,241.202,234.826,77.043,78.934
SilviaalzoaSergio,b,b,0,0.030,0,0.030,0.36,216.428,226.50,0,206.52,0.024,223.906,220.627,211.508,209.670,72.282,74.934
SilviaalzoaSergio,j,j,0,0.140,0,0.140,0.39,231.044,235.67,0.099,212.14,0,225.593,232.317,234.513,231.755,76.729,80.241
SilviaalzoaSergio,a,a,1,0.120,0,0.120,0.53,218.801,230.56,0,208.51,0.088,229.157,222.932,211.847,211.269,76.829,79.176
SilviaalzoaSergio,a,a,0,0.080,0,0.080,0.65,218.416,218.83,0.080,216.32,0,217.922,218.602,218.432,218.707,75.011,75.661
SilviaalzoaSergio,l,l,0,0.140,0,0.140,0.73,225.642,236.70,0.125,218.57,0.013,219.125,222.686,226.566,234.191,73.259,75.209
SilviaalzoaSergio,s,s,0,0.090,0,0.090,0.87,225.166,231.00,0,221.79,0.012,225.166,--undefined--,--undefined--,--undefined--,63.120,64.090
SilviaalzoaSergio,o,o,1,0.110,0,0.110,0.96,267.405,285.23,0.012,253.32,0.110,281.381,272.278,263.445,256.074,77.240,79.840
SilviaalzoaSergio,a,a,1,0.110,0,0.110,1.07,233.681,253.32,0,208.88,0.110,249.919,239.794,228.718,216.294,78.607,80.477
SilviaalzoaSergio,s,s,0,0.110,0,0.110,1.18,202.135,208.88,0,196.66,0.022,202.135,--undefined--,--undefined--,--undefined--,66.476,72.686
SilviaalzoaSergio,e,e,0,0.080,0,0.080,1.29,265.520,278.22,0.012,258.47,0.055,275.276,265.809,261.032,263.378,73.678,76.005
SilviaalzoaSergio,rf,rf,0,0.060,0,0.060,1.37,275.259,290.31,0.060,266.52,0,267.631,271.880,274.954,286.570,69.448,74.197
SilviaalzoaSergio,x,x,0,0.210,0,0.210,1.43,280.574,302.04,0.210,245.99,0.053,276.977,256.259,280.749,290.886,59.556,72.352
SilviaalzoaSergio,j,j,0,0.080,0,0.080,1.64,316.165,333.98,0.080,300.98,0.009,302.364,310.504,321.953,329.837,79.079,80.217
SilviaalzoaSergio,o,o,1,0.190,0,0.190,1.72,285.133,365.85,0.067,155.26,0.087,337.857,280.147,182.061,--undefined--,61.502,78.619
SilviaalzoaSergio,sp,sp,0,0.130,0,0.130,1.91,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-0.753,43.235
SilviapateoaEric,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
SilviapateoaEric,s,s,0,0.140,0,0.140,0.03,284.543,284.54,0.140,284.54,0.140,--undefined--,--undefined--,--undefined--,284.543,58.792,70.006
SilviapateoaEric,i,i,0,0.120,0,0.120,0.17,262.989,284.54,0.002,250.71,0.120,278.064,264.234,256.775,252.882,77.930,79.366
SilviapateoaEric,l,l,0,0.080,0,0.080,0.29,249.968,253.92,0.046,233.82,0.080,247.611,251.762,253.322,247.175,76.884,77.474
SilviapateoaEric,b,b,0,0.060,0,0.060,0.37,226.274,236.22,0.060,222.34,0.036,228.029,224.965,222.910,229.193,74.237,74.739
SilviapateoaEric,j,j,0,0.120,0,0.120,0.43,248.723,254.19,0.033,236.22,0,248.867,253.529,250.536,241.961,78.543,81.842
SilviapateoaEric,a,a,1,0.100,0,0.100,0.55,227.150,238.83,0,203.75,0.100,235.965,230.700,226.508,215.426,78.366,80.436
SilviapateoaEric,p,p,0,0.050,0,0.050,0.65,190.908,203.75,0,185.64,0.022,195.947,186.712,185.643,--undefined--,60.320,70.569
SilviapateoaEric,a,a,0,0.080,0,0.080,0.7,172.660,180.37,0.012,166.29,0.080,179.760,174.904,170.431,168.031,75.471,77.304
SilviapateoaEric,t,t,0,0.090,0,0.090,0.78,149.796,166.29,0,141.03,0.016,150.757,144.991,--undefined--,--undefined--,50.469,64.795
SilviapateoaEric,e,e,0,0.210,0,0.210,0.87,223.188,230.15,0.203,216.15,0.033,217.191,221.013,225.031,228.717,76.347,78.877
SilviapateoaEric,o,o,1,0.070,0,0.070,1.08,232.755,236.43,0.045,229.79,0.0005,230.250,231.938,235.527,233.306,76.514,78.945
SilviapateoaEric,a,a,1,0.210,0,0.210,1.15,198.792,230.92,0,185.13,0.123,218.973,194.637,186.705,194.853,77.211,79.621
SilviapateoaEric,e,e,0,0.110,0,0.110,1.36,182.878,206.80,0.018,173.32,0.090,201.517,180.851,175.305,173.839,73.724,74.428
SilviapateoaEric,rf,rf,0,0.060,0,0.060,1.47,175.050,176.08,0.060,174.31,0.031,175.047,174.796,174.688,175.668,67.929,69.950
SilviapateoaEric,i,i,0,0.120,0,0.120,1.53,178.471,182.15,0.049,165.36,0.120,178.720,181.523,178.829,174.810,70.852,73.592
SilviapateoaEric,k,k,1,0.120,0,0.120,1.65,155.132,165.36,0,149.39,0.012,155.132,--undefined--,--undefined--,--undefined--,51.916,63.252
SilviapateoaEric,sp,sp,0,0.150,0,0.150,1.77,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.766,50.704
SilviapateoaGabriel,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,26.803,26.803
SilviapateoaGabriel,s,s,0,0.140,0,0.140,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,58.291,70.090
SilviapateoaGabriel,i,i,0,0.120,0,0.120,0.17,261.844,282.06,0.011,250.74,0.120,276.398,264.230,256.776,252.882,77.936,79.365
SilviapateoaGabriel,l,l,0,0.080,0,0.080,0.29,249.824,253.96,0.047,231.98,0.080,247.788,251.789,253.313,246.406,76.881,77.450
SilviapateoaGabriel,b,b,0,0.060,0,0.060,0.37,226.222,236.01,0.060,222.11,0.036,227.710,224.952,222.947,229.277,74.240,74.403
SilviapateoaGabriel,j,j,0,0.120,0,0.120,0.43,248.752,254.22,0.033,236.01,0,248.990,253.528,250.510,241.981,78.546,81.804
SilviapateoaGabriel,a,a,1,0.100,0,0.100,0.55,227.324,238.82,0,204.39,0.100,235.993,230.694,226.504,216.105,78.356,80.426
SilviapateoaGabriel,p,p,0,0.050,0,0.050,0.65,190.961,204.39,0,185.25,0.021,195.955,186.423,185.250,--undefined--,60.387,66.760
SilviapateoaGabriel,a,a,0,0.080,0,0.080,0.7,172.766,180.49,0.011,166.30,0.080,179.839,174.886,170.436,168.025,75.466,77.290
SilviapateoaGabriel,t,t,0,0.090,0,0.090,0.78,148.847,166.30,0,140.46,0.015,149.517,144.544,--undefined--,--undefined--,49.557,67.765
SilviapateoaGabriel,e,e,0,0.210,0,0.210,0.87,265.978,278.12,0.136,229.61,0.017,241.259,268.837,277.399,273.592,72.242,73.863
SilviapateoaGabriel,o,o,1,0.080,0,0.080,1.08,272.197,276.84,0.043,265.86,0.080,271.683,273.241,274.953,268.912,74.301,75.263
SilviapateoaGabriel,a,a,1,0.100,0,0.100,1.16,247.342,265.86,0,234.36,0.091,260.746,252.114,241.561,234.946,78.167,79.686
SilviapateoaGabriel,G,G,0,0.080,0,0.080,1.26,218.584,235.02,0,194.71,0.047,232.547,214.192,202.215,225.381,68.158,78.162
SilviapateoaGabriel,a,a,0,0.100,0,0.100,1.34,233.685,238.41,0.026,231.03,0.083,235.918,236.033,231.593,231.195,78.297,80.408
SilviapateoaGabriel,b,b,0,0.050,0,0.050,1.44,223.046,231.50,0,207.40,0.046,230.949,228.969,222.272,209.994,72.432,79.300
SilviapateoaGabriel,rf,rf,0,0.070,0,0.070,1.49,215.610,221.44,0.034,204.53,0.063,213.000,219.588,220.310,209.541,69.978,74.827
SilviapateoaGabriel,j,j,0,0.120,0,0.120,1.56,209.411,217.07,0.023,205.08,0.083,214.472,211.150,205.779,206.242,74.373,76.854
SilviapateoaGabriel,e,e,0,0.110,0,0.110,1.68,191.549,207.08,0.003,177.86,0.110,206.218,195.280,185.074,179.623,76.723,78.085
SilviapateoaGabriel,l,l,1,0.140,0,0.140,1.79,177.799,183.35,0.098,175.25,0.042,177.198,176.326,180.184,177.281,62.947,70.547
SilviapateoaGabriel,sp,sp,0,0.160,0,0.160,1.93,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,-44.904,38.584
SilviapateoaSergio,sil,sil,1,0.030,0,0.030,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,26.803,26.803
SilviapateoaSergio,s,s,0,0.140,0,0.140,0.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,58.291,70.090
SilviapateoaSergio,i,i,0,0.120,0,0.120,0.17,262.042,282.51,0.010,250.78,0.120,276.728,264.225,256.777,252.885,77.936,79.365
