participant,studyName,studyNameNah,expId,month,date,year,trialNah,trialId,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,01,sp,sp,1,0.800,0,0.800,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,16.194,38.748
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,01,NO,NO,2,0.450,0,0.450,0.8125,168.412,187.83,0.140,152.38,0.346,169.666,182.338,165.276,155.494,72.272,78.993
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,01,sp,sp,1,0.290,0,0.290,1.2625,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,35.522,42.975
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,01,KIMMEY,KIMMEY,4,0.470,0,0.470,1.5525,184.791,189.03,0.281,164.78,0.422,--undefined--,185.145,185.995,182.422,67.904,79.761
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,01,IS,IS,2,0.160,0,0.160,2.0225,153.284,154.73,0.028,151.20,0.046,153.882,152.909,--undefined--,--undefined--,58.439,73.513
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,01,KICKING,KICKING,5,0.330,0,0.330,2.1825,161.764,179.74,0.082,154.03,0.330,179.729,168.664,157.042,157.481,63.959,76.660
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,01,TOMMY,TOMMY,4,0.530,0,0.530,2.5125,150.035,158.28,0.113,145.23,0.366,156.093,151.491,147.341,148.314,65.029,72.145
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,01,sp,sp,0,0.620,0,0.620,3.0425,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,24.867,37.640
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,02,sp,sp,1,0.810,0,0.810,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,10.922,40.670
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,02,NO,NO,2,0.420,0,0.420,0.8225,167.564,181.79,0.031,154.84,0.274,175.853,168.978,156.798,171.165,71.244,77.453
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,02,KIMMEY,KIMMEY,4,0.470,0,0.470,1.2425,178.518,195.92,0.232,156.85,0.470,--undefined--,192.018,186.068,168.800,60.085,79.280
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,02,IS,IS,2,0.150,0,0.150,1.7125,152.995,156.85,0,151.40,0.050,153.689,152.299,153.021,--undefined--,59.546,76.276
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,02,KICKING,KICKING,5,0.360,0,0.360,1.8625,155.038,185.03,0.091,142.92,0.281,185.027,163.323,152.562,147.937,63.696,75.294
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,02,TOMMY,TOMMY,4,0.480,0,0.480,2.2225,143.869,165.39,0.071,135.89,0.224,154.052,141.776,141.722,141.749,66.665,72.080
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,02,sp,sp,0,0.590,0,0.590,2.7025,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,24.623,43.539
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,03,sp,sp,1,0.720,0,0.720,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,20.408,39.165
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,03,NO,NO,2,0.320,0,0.320,0.7325,180.037,196.94,0.021,167.14,0.224,188.564,187.401,172.935,172.969,75.279,80.687
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,03,KIMMEY,KIMMEY,4,0.400,0,0.400,1.0525,186.569,202.17,0.171,171.89,0.259,176.881,193.426,180.086,191.324,65.809,79.914
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,03,IS,IS,2,0.300,0,0.300,1.4525,182.952,200.45,0.050,158.03,0.174,198.942,177.932,160.177,--undefined--,65.141,77.254
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,03,KICKING,KICKING,5,0.410,0,0.410,1.7525,168.461,200.95,0.099,133.12,0.410,200.357,188.772,172.006,146.308,64.516,78.898
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,03,TOMMY,TOMMY,4,0.490,0,0.490,2.1625,143.999,167.76,0.071,132.66,0.001,154.830,142.329,141.306,142.689,65.514,72.561
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,03,sp,sp,0,0.640,0,0.640,2.6525,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.413,39.598
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,04,sp,sp,1,0.910,0,0.910,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,12.721,36.628
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,04,NO,NO,2,0.410,0,0.410,0.9225,181.095,222.04,0.030,159.55,0.339,202.499,188.498,167.845,162.968,70.569,78.637
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,04,KIMMEY,KIMMEY,4,0.340,0,0.340,1.3325,197.826,208.05,0.135,189.39,0.120,--undefined--,199.573,198.698,195.832,68.646,80.043
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,04,IS,IS,2,0.240,0,0.240,1.6725,181.273,190.87,0,175.04,0.099,186.350,176.567,177.195,--undefined--,62.478,79.075
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,04,KICKING,KICKING,5,0.370,0,0.370,1.9125,188.737,209.15,0.100,173.04,0.370,--undefined--,197.038,194.440,178.696,64.999,79.222
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,04,TOMMY,TOMMY,4,0.570,0,0.570,2.2825,160.137,174.99,0.120,148.28,0.530,171.047,164.639,156.533,153.646,66.563,73.951
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,04,sp,sp,0,0.720,0,0.720,2.8525,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,19.985,34.423
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,05,sp,sp,1,0.850,0,0.850,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,17.842,32.783
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,05,NO,NO,2,0.410,0,0.410,0.8625,171.544,220.76,0.031,142.99,0.401,195.291,181.128,164.265,150.604,73.458,82.095
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,05,sp,sp,1,0.070,0,0.070,1.2725,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.662,43.879
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,05,KIMMEY,KIMMEY,4,0.380,0,0.380,1.3425,189.721,209.98,0.161,182.31,0.249,--undefined--,195.536,185.021,192.326,67.646,80.717
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,05,IS,IS,2,0.260,0,0.260,1.7225,174.050,192.30,0,155.62,0.151,185.531,168.792,158.359,--undefined--,64.189,79.263
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,05,KICKING,KICKING,5,0.350,0,0.350,1.9825,175.215,208.52,0.081,161.83,0.350,205.679,181.158,169.729,168.119,65.926,79.295
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,05,TOMMY,TOMMY,4,0.580,0,0.580,2.3325,154.237,189.62,0.096,136.23,0.497,176.889,160.239,147.663,139.651,68.039,75.424
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,05,sp,sp,0,0.520,0,0.520,2.9125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,27.704,39.618
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,06,sp,sp,1,0.710,0,0.710,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,13.018,42.056
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,06,NO,NO,2,0.480,0,0.480,0.7225,166.079,181.68,0.128,153.09,0.282,173.871,168.872,157.052,166.339,71.921,79.723
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,06,sp,sp,1,0.120,0,0.120,1.2025,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.450,40.910
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,06,KIMMEY,KIMMEY,4,0.540,0,0.540,1.3225,193.650,224.82,0.151,132.20,0.511,--undefined--,197.042,194.010,189.436,69.744,82.003
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,06,IS,IS,2,0.250,0,0.250,1.8625,154.768,165.13,0.031,148.62,0.099,159.607,151.949,155.154,--undefined--,58.433,73.979
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,06,KICKING,KICKING,5,0.420,0,0.420,2.1125,173.744,201.92,0.111,154.35,0.420,--undefined--,184.099,172.830,165.294,65.838,80.560
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,06,TOMMY,TOMMY,4,0.630,0,0.630,2.5325,141.976,175.53,0.121,122.34,0.482,166.583,150.723,136.089,128.883,66.622,73.612
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,06,sp,sp,0,0.780,0,0.780,3.1625,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,20.364,40.091
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,07,sp,sp,1,0.640,0,0.640,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.328,60.519
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,07,YES,YES,3,0.510,0,0.510,0.6525,179.637,199.89,0.079,155.28,0.288,194.339,174.272,157.117,--undefined--,67.668,84.724
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,07,sp,sp,1,0.220,0,0.220,1.1625,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.508,38.062
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,07,KIMMEY,KIMMEY,4,0.330,0,0.330,1.3825,187.351,215.50,0.108,170.51,0.322,--undefined--,204.568,187.582,174.161,70.233,81.027
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,07,IS,IS,2,0.200,0,0.200,1.7125,167.484,170.73,0.003,164.08,0.083,169.753,165.345,166.979,--undefined--,64.455,79.936
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,07,KICKING,KICKING,5,0.380,0,0.380,1.9125,175.756,206.01,0.088,157.66,0.378,204.821,185.031,173.511,164.317,66.624,79.813
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,07,TOMMY,TOMMY,4,0.530,0,0.530,2.2925,150.587,176.75,0.078,138.12,0.396,164.818,154.966,143.558,145.481,66.869,73.160
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,07,sp,sp,0,0.420,0,0.420,2.8225,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,23.600,36.726
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,08,sp,sp,1,0.880,0,0.880,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,16.718,35.008
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,08,YES,YES,3,0.450,0,0.450,0.8925,174.857,214.98,0.040,147.42,0.263,194.713,171.627,151.431,--undefined--,63.621,82.486
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,08,KIMMEY,KIMMEY,4,0.350,0,0.350,1.3425,180.662,199.29,0.130,174.12,0.208,--undefined--,189.793,178.686,177.430,66.556,78.722
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,08,IS,IS,2,0.210,0,0.210,1.6925,168.981,175.91,0,160.37,0.110,174.241,165.372,160.392,--undefined--,63.315,77.089
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,08,KICKING,KICKING,5,0.360,0,0.360,1.9025,172.756,200.12,0.080,148.62,0.350,197.529,179.381,172.617,163.440,64.367,78.342
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,08,TOMMY,TOMMY,4,0.560,0,0.560,2.2625,151.783,164.67,0.090,142.24,0.498,163.637,156.514,148.013,143.522,66.917,74.407
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,08,sp,sp,0,0.890,0,0.890,2.8225,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,21.176,37.477
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,09,sp,sp,1,0.670,0,0.670,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,13.035,37.537
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,09,NO,NO,2,0.420,0,0.420,0.6825,158.652,183.44,0.143,75.60,0.057,148.943,176.644,157.551,147.140,70.677,78.185
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,09,sp,sp,1,0.070,0,0.070,1.1025,149.682,149.81,0,149.66,0.002,149.682,--undefined--,--undefined--,--undefined--,37.355,54.959
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,09,BONNIE,BONNIE,4,0.380,0,0.380,1.1725,159.492,166.51,0.245,150.07,0.380,158.859,159.256,163.983,155.492,70.898,76.361
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,09,IS,IS,2,0.170,0,0.170,1.5525,146.930,150.07,0,141.99,0.071,148.304,145.550,147.047,--undefined--,60.759,72.727
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,09,KISSING,KISSING,5,0.400,0,0.400,1.7225,148.610,178.39,0.092,138.15,0.400,176.463,154.923,142.350,142.792,60.983,75.310
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,09,BENNY,BENNY,4,0.480,0,0.480,2.1225,140.537,147.63,0.405,135.55,0.014,137.691,140.428,140.393,143.896,63.737,72.761
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,09,sp,sp,0,0.410,0,0.410,2.6025,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,25.803,33.103
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,11,sp,sp,1,0.810,0,0.810,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,11.314,36.079
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,11,NO,NO,2,0.450,0,0.450,0.8225,166.420,186.66,0.116,152.52,0.395,177.056,172.972,157.874,158.270,71.508,79.910
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,11,sp,sp,1,0.110,0,0.110,1.2725,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,32.279,39.330
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,11,BONNIE,BONNIE,4,0.510,0,0.510,1.3825,167.960,184.93,0.103,153.75,0.135,166.233,161.220,169.557,176.420,72.355,77.682
A10XW6SNPNQX16,prosody,study,exp2,12,10,2019,trial,11,IS,IS,2,0.300,0,0.300,1.8925,148.335,152.13,0.073,143.72,0.048,148.862,147.712,150.590,--undefined--,59.011,76.694
