,trial_id,supposed_answer_transcript,answer_files,answer_textgrid,answer_downsampled
81,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A36GTTPW17HUL1_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A36GTTPW17HUL1_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A36GTTPW17HUL1_prosody_study_exp12_03_28_2020_trial_01.wav
623,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AKR9067Q09RZS_prosody_study_exp12_03_29_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/AKR9067Q09RZS_prosody_study_exp12_03_29_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/AKR9067Q09RZS_prosody_study_exp12_03_29_2020_trial_01.wav
684,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/ANCDBBNNGEQBO_prosody_study_exp12_03_29_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/ANCDBBNNGEQBO_prosody_study_exp12_03_29_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/ANCDBBNNGEQBO_prosody_study_exp12_03_29_2020_trial_01.wav
358,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A3CUCMYK88L67N_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A3CUCMYK88L67N_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A3CUCMYK88L67N_prosody_study_exp12_03_28_2020_trial_01.wav
882,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2N9U74YIPDQ9F_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A2N9U74YIPDQ9F_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A2N9U74YIPDQ9F_prosody_study_exp12_03_28_2020_trial_01.wav
194,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A37GOGQDYDT44K_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A37GOGQDYDT44K_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A37GOGQDYDT44K_prosody_study_exp12_03_28_2020_trial_01.wav
515,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2WY6HLF2YLSOF_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A2WY6HLF2YLSOF_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A2WY6HLF2YLSOF_prosody_study_exp12_03_28_2020_trial_01.wav
632,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A35K3YVCX1LVPE_prosody_study_exp12_03_29_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A35K3YVCX1LVPE_prosody_study_exp12_03_29_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A35K3YVCX1LVPE_prosody_study_exp12_03_29_2020_trial_01.wav
132,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2CVOAPAPF9GFP_prosody_study_exp12_03_29_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A2CVOAPAPF9GFP_prosody_study_exp12_03_29_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A2CVOAPAPF9GFP_prosody_study_exp12_03_29_2020_trial_01.wav
316,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AC0B0RHJICXU1_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/AC0B0RHJICXU1_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/AC0B0RHJICXU1_prosody_study_exp12_03_28_2020_trial_01.wav
398,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A1B1Y6OBCA7XTZ_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A1B1Y6OBCA7XTZ_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A1B1Y6OBCA7XTZ_prosody_study_exp12_03_28_2020_trial_01.wav
1005,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A7P3R1AIA4TVV_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A7P3R1AIA4TVV_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A7P3R1AIA4TVV_prosody_study_exp12_03_28_2020_trial_01.wav
299,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2A4Q3XU50SBE2_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A2A4Q3XU50SBE2_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A2A4Q3XU50SBE2_prosody_study_exp12_03_28_2020_trial_01.wav
570,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A1UZXOMO6BS6I2_prosody_study_exp12_03_29_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A1UZXOMO6BS6I2_prosody_study_exp12_03_29_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A1UZXOMO6BS6I2_prosody_study_exp12_03_29_2020_trial_01.wav
473,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A16Z9FSSF1X74O_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A16Z9FSSF1X74O_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A16Z9FSSF1X74O_prosody_study_exp12_03_28_2020_trial_01.wav
590,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A1TCURESP0T0NM_prosody_study_exp12_03_29_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A1TCURESP0T0NM_prosody_study_exp12_03_29_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A1TCURESP0T0NM_prosody_study_exp12_03_29_2020_trial_01.wav
547,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A1MZ1EU82NE0PQ_prosody_study_exp12_03_26_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A1MZ1EU82NE0PQ_prosody_study_exp12_03_26_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A1MZ1EU82NE0PQ_prosody_study_exp12_03_26_2020_trial_01.wav
266,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A14EYTLSMJRPUK_prosody_study_exp12_03_29_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A14EYTLSMJRPUK_prosody_study_exp12_03_29_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A14EYTLSMJRPUK_prosody_study_exp12_03_29_2020_trial_01.wav
9,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A5EU1AQJNC7F2_prosody_study_exp12_03_29_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A5EU1AQJNC7F2_prosody_study_exp12_03_29_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A5EU1AQJNC7F2_prosody_study_exp12_03_29_2020_trial_01.wav
1002,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AR5M3HHTQV9QY_prosody_study_exp12_03_26_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/AR5M3HHTQV9QY_prosody_study_exp12_03_26_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/AR5M3HHTQV9QY_prosody_study_exp12_03_26_2020_trial_01.wav
152,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A10ZW7G8U02Y78_prosody_study_exp12_03_28_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A10ZW7G8U02Y78_prosody_study_exp12_03_28_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A10ZW7G8U02Y78_prosody_study_exp12_03_28_2020_trial_01.wav
482,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A1B1Y6OBCA7XTZ_prosody_study_exp12_03_28_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A1B1Y6OBCA7XTZ_prosody_study_exp12_03_28_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A1B1Y6OBCA7XTZ_prosody_study_exp12_03_28_2020_trial_02.wav
669,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A1TCURESP0T0NM_prosody_study_exp12_03_29_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A1TCURESP0T0NM_prosody_study_exp12_03_29_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A1TCURESP0T0NM_prosody_study_exp12_03_29_2020_trial_02.wav
52,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AKHH4W14A6AN9_prosody_study_exp12_03_28_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/AKHH4W14A6AN9_prosody_study_exp12_03_28_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/AKHH4W14A6AN9_prosody_study_exp12_03_28_2020_trial_02.wav
187,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2CVOAPAPF9GFP_prosody_study_exp12_03_29_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A2CVOAPAPF9GFP_prosody_study_exp12_03_29_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A2CVOAPAPF9GFP_prosody_study_exp12_03_29_2020_trial_02.wav
648,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A1UZXOMO6BS6I2_prosody_study_exp12_03_29_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A1UZXOMO6BS6I2_prosody_study_exp12_03_29_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A1UZXOMO6BS6I2_prosody_study_exp12_03_29_2020_trial_02.wav
64,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A5EU1AQJNC7F2_prosody_study_exp12_03_29_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A5EU1AQJNC7F2_prosody_study_exp12_03_29_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A5EU1AQJNC7F2_prosody_study_exp12_03_29_2020_trial_02.wav
435,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2WY6HLF2YLSOF_prosody_study_exp12_03_28_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A2WY6HLF2YLSOF_prosody_study_exp12_03_28_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A2WY6HLF2YLSOF_prosody_study_exp12_03_28_2020_trial_02.wav
391,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A16Z9FSSF1X74O_prosody_study_exp12_03_28_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A16Z9FSSF1X74O_prosody_study_exp12_03_28_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A16Z9FSSF1X74O_prosody_study_exp12_03_28_2020_trial_02.wav
835,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2N9U74YIPDQ9F_prosody_study_exp12_03_28_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A2N9U74YIPDQ9F_prosody_study_exp12_03_28_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A2N9U74YIPDQ9F_prosody_study_exp12_03_28_2020_trial_02.wav
955,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AR5M3HHTQV9QY_prosody_study_exp12_03_26_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/AR5M3HHTQV9QY_prosody_study_exp12_03_26_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/AR5M3HHTQV9QY_prosody_study_exp12_03_26_2020_trial_02.wav
104,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A10ZW7G8U02Y78_prosody_study_exp12_03_28_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A10ZW7G8U02Y78_prosody_study_exp12_03_28_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A10ZW7G8U02Y78_prosody_study_exp12_03_28_2020_trial_02.wav
767,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/ANCDBBNNGEQBO_prosody_study_exp12_03_29_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/ANCDBBNNGEQBO_prosody_study_exp12_03_29_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/ANCDBBNNGEQBO_prosody_study_exp12_03_29_2020_trial_02.wav
554,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A35K3YVCX1LVPE_prosody_study_exp12_03_29_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A35K3YVCX1LVPE_prosody_study_exp12_03_29_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A35K3YVCX1LVPE_prosody_study_exp12_03_29_2020_trial_02.wav
544,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AKR9067Q09RZS_prosody_study_exp12_03_29_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/AKR9067Q09RZS_prosody_study_exp12_03_29_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/AKR9067Q09RZS_prosody_study_exp12_03_29_2020_trial_02.wav
957,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A7P3R1AIA4TVV_prosody_study_exp12_03_28_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A7P3R1AIA4TVV_prosody_study_exp12_03_28_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A7P3R1AIA4TVV_prosody_study_exp12_03_28_2020_trial_02.wav
95,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2FL477TMKC91L_prosody_study_exp12_03_29_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/A2FL477TMKC91L_prosody_study_exp12_03_29_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/A2FL477TMKC91L_prosody_study_exp12_03_29_2020_trial_02.wav
922,2,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AL8KOIH1DJ7D9_prosody_study_exp12_03_28_2020_trial_02.wav,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_textgrid/AL8KOIH1DJ7D9_prosody_study_exp12_03_28_2020_trial_02.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze_downsampled/AL8KOIH1DJ7D9_prosody_study_exp12_03_28_2020_trial_02.wav
