participant,studyName,studyNameNah,expId,month,date,year,trialNah,trialId,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,12,sp,sp,1,0.530,0,0.530,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,40.204,65.776
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,12,NO,NO,2,0.510,0,0.510,0.5425,101.097,131.05,0.031,84.00,0.412,115.625,108.807,94.176,85.913,71.213,80.725
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,12,sp,sp,1,0.170,0,0.170,1.0525,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,38.669,40.618
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,12,BONNIE,BONNIE,4,0.310,0,0.310,1.2225,102.588,118.86,0.041,99.52,0.055,106.115,100.453,101.162,104.265,72.799,81.069
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,12,IS,IS,2,0.270,0,0.270,1.5325,97.674,102.63,0,89.70,0.111,100.761,94.120,--undefined--,--undefined--,66.334,76.399
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,12,KISSING,KISSING,5,0.410,0,0.410,1.8025,186.411,236.35,0.047,128.62,0.161,228.696,135.656,205.352,191.392,66.701,76.725
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,12,BENNY,BENNY,4,0.330,0,0.330,2.2125,91.789,94.83,0.131,88.61,0.241,--undefined--,93.794,90.828,--undefined--,49.922,66.580
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,12,sp,sp,0,0.750,0,0.750,2.5425,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,35.985,45.737
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,16,sp,sp,1,0.620,0,0.620,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,41.498,71.143
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,16,YES,YES,3,0.410,0,0.410,0.6325,111.060,136.08,0.031,86.35,0.181,120.936,102.020,--undefined--,--undefined--,72.543,85.208
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,16,BONNIE,BONNIE,4,0.350,0,0.350,1.0425,101.184,113.38,0.061,98.51,0.350,106.434,100.815,100.644,100.205,70.237,78.364
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,16,IS,IS,2,0.130,0,0.130,1.3925,98.102,98.60,0.021,97.41,0.011,98.102,--undefined--,--undefined--,--undefined--,68.200,73.844
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,16,KISSING,KISSING,5,0.410,0,0.410,1.5225,106.501,125.48,0.121,96.00,0.383,--undefined--,125.300,106.891,99.903,65.246,77.948
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,16,BENNY,BENNY,4,0.300,0,0.300,1.9325,95.268,104.93,0.041,89.56,0.126,100.985,93.328,93.889,--undefined--,58.933,75.942
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,16,sp,sp,0,0.410,0,0.410,2.2325,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,39.577,43.515
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,20,sp,sp,1,0.590,0,0.590,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,42.123,65.428
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,20,NO,NO,2,0.390,0,0.390,0.6025,111.513,130.83,0.008,98.31,0.335,121.340,112.174,106.731,104.949,71.906,80.612
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,20,JOEY,JOEY,3,0.410,0,0.410,0.9925,108.761,116.78,0.122,96.67,0.410,--undefined--,111.829,110.452,104.016,72.245,81.315
A10O5YR01H865K,prosody,study,exp3,12,18,2019,trial,20,IS,IS,2,0.160,0,0.160,1.4025,189.400,332.17,0.138,75.85,0.038,91.398,75.848,330.051,331.386,63.876,74.247
