participant,studyName,studyNameNah,expId,month,date,year,trialNah,trialId,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,01,sp,sp,1,0.620,0,0.620,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,14.813,48.425
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,01,NO,NO,2,0.320,0,0.320,0.6325,210.168,229.77,0.031,198.62,0.250,221.395,218.785,203.673,200.520,76.937,84.551
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,01,MOLLY,MOLLY,4,0.410,0,0.410,0.9525,203.575,208.69,0.229,195.85,0.106,203.640,202.339,206.628,201.693,80.684,83.729
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,01,IS,IS,2,0.110,0,0.110,1.3625,192.743,197.70,0,186.37,0.079,197.028,194.822,188.774,187.999,70.721,75.102
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,01,KICKING,KICKING,5,0.370,0,0.370,1.4725,192.691,202.51,0.131,184.34,0.201,--undefined--,193.905,186.524,193.421,60.392,74.959
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,01,JOEY,JOEY,3,0.450,0,0.450,1.8425,178.312,190.61,0.052,172.47,0.377,185.304,175.401,176.832,174.062,66.567,75.258
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,01,sp,sp,0,0.210,0,0.210,2.2925,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.679,39.932
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,02,sp,sp,1,0.620,0,0.620,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,16.240,46.646
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,02,NO,NO,2,0.280,0,0.280,0.6325,231.998,264.23,0.031,217.71,0.232,245.186,239.606,228.107,220.061,77.141,84.844
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,02,MOLLY,MOLLY,4,0.410,0,0.410,0.9125,211.519,221.48,0.031,204.60,0.181,218.789,206.345,210.623,210.318,78.052,80.741
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,02,IS,IS,2,0.130,0,0.130,1.3225,203.821,212.43,0,194.30,0.096,210.476,206.293,197.209,194.610,68.926,74.795
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,02,KICKING,KICKING,5,0.410,0,0.410,1.4525,213.042,231.80,0.281,195.93,0.211,--undefined--,206.483,216.671,217.208,62.057,76.404
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,02,JOEY,JOEY,3,0.370,0,0.370,1.8625,205.931,217.71,0.278,199.03,0.010,206.800,202.579,207.344,207.002,70.396,74.262
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,02,sp,sp,0,0.270,0,0.270,2.2325,201.761,201.93,0,201.74,0.001,201.761,--undefined--,--undefined--,--undefined--,31.868,58.249
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,03,sp,sp,1,0.030,0,0.030,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,5.682,6.705
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,03,NO,NO,2,0.080,0,0.080,0.0425,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,26.434,42.672
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,03,MOLLY,MOLLY,4,1.090,0,1.090,0.1225,210.759,240.22,0.452,201.60,0.821,--undefined--,226.442,211.147,204.715,52.224,83.663
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,03,IS,IS,2,0.120,0,0.120,1.2125,200.272,204.47,0.018,195.66,0.102,204.275,201.161,197.884,195.782,70.905,76.740
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,03,KICKING,KICKING,5,0.360,0,0.360,1.3325,200.192,218.16,0.132,186.40,0.360,--undefined--,205.540,195.626,198.785,60.859,76.908
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,03,JOEY,JOEY,3,0.390,0,0.390,1.6925,188.650,196.07,0.375,183.90,0.152,191.173,186.413,187.154,189.861,68.020,74.640
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,03,sp,sp,0,0.280,0,0.280,2.0825,194.978,195.81,0.012,193.68,0.0003,194.978,--undefined--,--undefined--,--undefined--,29.661,59.767
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,04,sp,sp,1,0.780,0,0.780,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,9.602,43.855
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,04,NO,NO,2,0.370,0,0.370,0.7925,212.949,234.16,0.121,198.36,0.370,220.075,223.012,209.200,202.925,77.104,84.881
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,04,MOLLY,MOLLY,4,0.320,0,0.320,1.1625,205.050,212.74,0.214,198.44,0.015,200.202,203.819,211.655,204.525,79.127,82.225
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,04,IS,IS,2,0.170,0,0.170,1.4825,199.806,204.86,0.029,188.01,0.112,204.187,202.259,192.424,--undefined--,70.414,77.576
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,04,KICKING,KICKING,5,0.410,0,0.410,1.6525,196.408,213.75,0.099,181.45,0.410,213.419,192.496,210.721,195.327,60.064,74.977
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,04,JOEY,JOEY,3,0.490,0,0.490,2.0625,177.753,187.39,0.098,168.56,0.380,180.066,179.683,175.152,170.257,63.266,74.442
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,04,sp,sp,0,0.780,0,0.780,2.5525,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,12.516,30.013
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,05,NO,NO,2,0.110,0,0.110,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,36.366,49.055
A10Q4U3BRHXXPP,prosody,study,exp9,03,3,2020,trial,05,MOLLY,MOLLY,4,1.100,0,1.100,0.1225,211.823,241.60,0.399,200.86,0.682,--undefined--,225.368,207.294,208.645,55.889,84.002
