participant,studyName,studyNameNah,expId,month,date,year,trialNah,trialId,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,01,sp,sp,1,0.610,0,0.610,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,46.384,50.203
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,01,NO,NO,2,0.550,0,0.550,0.6225,104.751,114.41,0.030,97.69,0.449,111.462,107.606,99.872,99.563,72.231,85.051
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,01,KIMMEY,KIMMEY,4,0.360,0,0.360,1.1725,110.711,133.91,0.100,107.42,0.157,--undefined--,112.853,109.341,110.052,71.062,81.073
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,01,IS,IS,2,0.300,0,0.300,1.5325,107.595,111.22,0.017,101.34,0.200,108.835,107.920,105.451,--undefined--,66.113,76.640
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,01,KICKING,KICKING,5,0.470,0,0.470,1.8325,106.757,110.16,0.290,101.76,0.470,--undefined--,--undefined--,108.497,105.754,64.206,79.773
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,01,TOMMY,TOMMY,4,0.570,0,0.570,2.3025,103.774,111.04,0.130,99.69,0.425,108.696,107.324,101.869,100.224,67.663,82.029
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,01,sp,sp,0,0.970,0,0.970,2.8725,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,46.028,51.419
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,sp,sp,1,0.590,0,0.590,0.0125,131.849,142.23,0.568,124.89,0.587,--undefined--,--undefined--,--undefined--,131.849,49.330,74.299
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,NO,NO,2,0.490,0,0.490,0.6025,100.957,127.42,0.006,84.74,0.478,111.975,102.654,95.714,93.057,76.011,84.364
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,sp,sp,1,0.170,0,0.170,1.0925,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,50.959,53.571
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,KIMMEY,KIMMEY,4,0.870,0,0.870,1.2625,108.555,121.28,0.138,99.98,0.801,116.873,113.492,106.212,101.157,69.066,79.990
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,sp,sp,1,0.060,0,0.060,2.1325,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,61.254,64.152
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,IS,IS,2,0.840,0,0.840,2.1925,111.276,129.99,0.018,101.37,0.398,117.793,111.366,104.884,--undefined--,67.937,81.183
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,sp,sp,1,0.090,0,0.090,3.0325,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,46.205,47.593
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,KICKING,KICKING,5,0.500,0,0.500,3.1225,110.605,152.00,0.203,97.00,0.184,125.483,121.281,107.633,103.830,66.955,78.965
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,TOMMY,TOMMY,4,0.600,0,0.600,3.6225,103.583,127.78,0.128,99.34,0.450,118.236,105.741,101.257,100.057,67.502,84.488
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,02,sp,sp,0,0.180,0,0.180,4.2225,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,49.122,52.260
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,03,sp,sp,1,0.790,0,0.790,0.0125,85.526,88.29,0.101,84.01,0.111,85.526,--undefined--,--undefined--,--undefined--,50.088,55.144
A12DY4HHG6MYF0,prosody,study,exp11,03,19,2020,trial,03,NO,NO,2,0.530,0,0.530,0.8025,101.619,109.84,0.061,96.80,0.402,107.715,103.792,98.276,97.671,75.371,84.977
