participant,presentationnum,verb,condition,item,targword,question,yesno,list,version,index,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
A1SHLWKA0UH1IS,63,ItemDory,Patient,Poke,ISDORYPOKINGMANDY,no,ListC,VersionC,nonrhyming,2,DORY,DORY,4,0.419,0,0.419,0.760770975057,216.392,333.50,0.292,172.87,0.410,192.909,208.340,278.395,189.537,77.268,86.058
A1SHLWKA0UH1IS,63,ItemDory,Patient,Poke,ISDORYPOKINGMANDY,no,ListC,VersionC,nonrhyming,2,IS,IS,2,0.220,0,0.220,1.1798185941,193.805,230.62,0.026,165.25,0.009,195.082,191.715,--undefined--,--undefined--,66.333,75.784
A1SHLWKA0UH1IS,63,ItemDory,Patient,Poke,ISDORYPOKINGMANDY,no,ListC,VersionC,nonrhyming,2,POKING,POKING,5,0.349,0,0.349,1.39931972789,192.609,211.53,0.034,171.56,0.349,207.869,198.829,190.367,177.906,68.087,79.222
A1SHLWKA0UH1IS,63,ItemDory,Patient,Poke,ISDORYPOKINGMANDY,no,ListC,VersionC,nonrhyming,2,DONNY,DONNY,4,0.559,0,0.559,1.7485260771,161.905,217.23,0.204,83.03,0.365,182.282,207.184,117.919,135.875,68.354,81.454
A1SHLWKA0UH1IS,63,ItemDory,Patient,Poke,ISDORYPOKINGMANDY,no,ListC,VersionC,nonrhyming,2,sp,sp,0,0.469,0,0.469,2.30725623583,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.417,40.272
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,sp,sp,1,0.239,0,0.239,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.647,44.663
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,NO,NO,2,0.090,0,0.090,0.251927437642,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,27.951,33.019
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,sp,sp,1,0.329,0,0.329,0.341723356009,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,22.619,40.376
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,SANDY,SANDY,5,0.369,0,0.369,0.670975056689,200.437,206.45,0.082,192.63,0.342,198.968,204.075,201.626,195.656,78.747,81.881
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,sp,sp,1,0.100,0,0.100,1.04013605442,271.098,271.10,0.100,271.10,0.100,--undefined--,--undefined--,--undefined--,271.098,71.666,73.647
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,IS,IS,2,0.489,0,0.489,1.13990929705,277.084,337.25,0.145,183.20,0.363,281.391,325.710,184.055,183.201,69.227,83.471
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,PULLING,PULLING,5,0.389,0,0.389,1.62879818594,219.142,367.95,0.239,155.67,0.219,173.280,183.868,269.846,207.588,70.226,80.413
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,TORI,TORI,4,0.519,0,0.519,2.0179138322,171.202,211.61,0.095,160.70,0.280,184.899,167.507,162.618,176.404,64.510,75.712
A1SHLWKA0UH1IS,66,ItemSandy,Verb,Pull,ISSANDYPUSHINGTORI,no,ListC,VersionC,nonrhyming,2,sp,sp,0,0.379,0,0.379,2.53673469388,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.381,40.482
A1SHLWKA0UH1IS,69,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,2,sp,sp,1,0.409,0,0.409,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.344,42.778
A1SHLWKA0UH1IS,69,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,2,YES,YES,3,0.409,0,0.409,0.421541950113,168.798,194.77,0.067,146.72,0.196,190.872,161.929,149.099,--undefined--,69.887,80.637
A1SHLWKA0UH1IS,69,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,2,BONNIE,BONNIE,4,0.329,0,0.329,0.830612244898,234.625,270.85,0.234,191.21,0.051,193.498,222.307,256.261,243.377,74.145,82.408
A1SHLWKA0UH1IS,69,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,2,IS,IS,2,0.150,0,0.150,1.15986394558,184.518,208.67,0,169.91,0.072,195.332,174.510,169.913,--undefined--,66.096,74.842
A1SHLWKA0UH1IS,69,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,2,KICKING,KICKING,5,0.329,0,0.329,1.30952380952,221.296,242.50,0.212,205.88,0.324,232.554,225.157,233.358,210.540,62.607,75.155
A1SHLWKA0UH1IS,69,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,2,LAURIE,LAURIE,4,0.519,0,0.519,1.6387755102,179.701,207.23,0.002,159.80,0.443,198.470,178.491,168.622,165.427,66.772,74.733
A1SHLWKA0UH1IS,69,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,2,sp,sp,0,0.529,0,0.529,2.15759637188,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.090,34.238
A1SHLWKA0UH1IS,6,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListC,VersionC,nonrhyming,1,sp,sp,1,0.748,0,0.748,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.683,50.747
A1SHLWKA0UH1IS,6,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListC,VersionC,nonrhyming,1,NO,NO,2,0.399,0,0.399,0.760770975057,196.918,217.13,0.165,170.14,0.343,199.948,214.992,200.965,172.245,77.903,85.657
A1SHLWKA0UH1IS,6,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListC,VersionC,nonrhyming,1,BILLY,BILLY,4,0.359,0,0.359,1.15986394558,244.397,293.44,0.223,168.07,0.012,200.226,248.603,284.536,234.385,76.279,86.295
A1SHLWKA0UH1IS,6,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListC,VersionC,nonrhyming,1,IS,IS,2,0.110,0,0.110,1.51904761905,170.043,184.56,0,166.61,0.064,175.055,168.432,167.290,169.336,77.087,79.085
A1SHLWKA0UH1IS,6,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListC,VersionC,nonrhyming,1,sp,sp,1,0.060,0,0.060,1.62879818594,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,61.462,70.632
A1SHLWKA0UH1IS,6,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListC,VersionC,nonrhyming,1,KISSING,KISSING,5,0.399,0,0.399,1.68866213152,174.866,197.02,0.093,164.72,0.399,195.909,182.833,173.000,169.286,68.308,75.442
A1SHLWKA0UH1IS,6,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListC,VersionC,nonrhyming,1,ANDY,ANDY,4,0.509,0,0.509,2.08775510204,164.601,172.46,0.193,157.21,0.300,162.286,169.566,160.577,166.400,66.887,73.914
A1SHLWKA0UH1IS,6,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListC,VersionC,nonrhyming,1,sp,sp,0,0.878,0,0.878,2.59659863946,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,24.649,42.064
A1SHLWKA0UH1IS,70,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListC,VersionC,nonrhyming,2,sp,sp,1,0.509,0,0.509,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.131,49.253
A1SHLWKA0UH1IS,70,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListC,VersionC,nonrhyming,2,NO,NO,2,0.299,0,0.299,0.521315192744,205.677,229.03,0.090,196.65,0.020,207.304,215.089,201.615,199.028,78.062,81.674
A1SHLWKA0UH1IS,70,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListC,VersionC,nonrhyming,2,SANDY,SANDY,5,0.399,0,0.399,0.820634920635,264.634,370.25,0.286,161.65,0.346,191.025,272.877,311.150,240.075,77.758,83.638
A1SHLWKA0UH1IS,70,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListC,VersionC,nonrhyming,2,IS,IS,2,0.190,0,0.190,1.21972789116,204.448,279.47,0,170.09,0.102,231.408,185.854,171.138,--undefined--,69.521,80.201
A1SHLWKA0UH1IS,70,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListC,VersionC,nonrhyming,2,PULLING,PULLING,5,0.329,0,0.329,1.40929705215,180.416,215.33,0.062,163.94,0.312,210.111,191.665,173.736,166.396,70.090,78.452
A1SHLWKA0UH1IS,70,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListC,VersionC,nonrhyming,2,TORI,TORI,4,0.569,0,0.569,1.73854875283,209.483,296.62,0.210,154.71,0.409,275.714,274.118,173.687,160.964,69.884,81.614
A1SHLWKA0UH1IS,70,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListC,VersionC,nonrhyming,2,sp,sp,0,0.519,0,0.519,2.30725623583,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.924,44.479
A1SHLWKA0UH1IS,71,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListC,VersionC,nonrhyming,3,sp,sp,1,0.489,0,0.489,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.937,43.982
A1SHLWKA0UH1IS,71,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListC,VersionC,nonrhyming,3,YES,YES,3,0.409,0,0.409,0.501360544218,185.187,186.40,0.073,182.79,0.091,185.187,--undefined--,--undefined--,--undefined--,70.308,82.274
A1SHLWKA0UH1IS,71,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListC,VersionC,nonrhyming,3,BILLY,BILLY,4,0.259,0,0.259,0.910430839002,220.218,231.96,0.179,203.45,0.068,212.261,210.112,228.015,227.119,76.591,83.480
A1SHLWKA0UH1IS,71,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListC,VersionC,nonrhyming,3,IS,IS,2,0.180,0,0.180,1.16984126984,210.517,220.71,0,196.66,0.083,216.481,204.306,--undefined--,--undefined--,70.100,77.594
A1SHLWKA0UH1IS,71,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListC,VersionC,nonrhyming,3,KISSING,KISSING,5,0.349,0,0.349,1.34943310658,202.816,233.77,0.063,181.28,0.193,228.330,205.156,201.803,194.128,71.138,80.156
A1SHLWKA0UH1IS,71,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListC,VersionC,nonrhyming,3,ANDY,ANDY,4,0.459,0,0.459,1.69863945578,173.103,183.66,0,159.84,0.222,177.387,172.408,168.893,174.198,65.308,75.982
A1SHLWKA0UH1IS,71,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListC,VersionC,nonrhyming,3,sp,sp,0,0.758,0,0.758,2.15759637188,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,25.623,38.738
A1SHLWKA0UH1IS,72,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListC,VersionC,nonrhyming,2,NO,NO,2,0.060,0,0.060,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,38.120,47.438
A1SHLWKA0UH1IS,72,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListC,VersionC,nonrhyming,2,sp,sp,1,0.369,0,0.369,0.072335600907,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,33.319,53.595
A1SHLWKA0UH1IS,72,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListC,VersionC,nonrhyming,2,SANDY,SANDY,5,0.319,0,0.319,0.441496598639,179.973,193.61,0.010,170.26,0.300,183.542,182.082,178.013,175.707,79.457,83.813
A1SHLWKA0UH1IS,72,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListC,VersionC,nonrhyming,2,sp,sp,1,0.110,0,0.110,0.760770975057,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,73.804,75.130
A1SHLWKA0UH1IS,72,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListC,VersionC,nonrhyming,2,IS,IS,2,0.519,0,0.519,0.87052154195,211.010,347.21,0.106,159.27,0.126,277.052,180.504,189.388,170.848,74.677,83.462
A1SHLWKA0UH1IS,72,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListC,VersionC,nonrhyming,2,PULLING,PULLING,5,0.319,0,0.319,1.38934240363,180.864,218.57,0.072,161.74,0.319,217.335,193.091,172.547,171.131,68.732,76.362
A1SHLWKA0UH1IS,72,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListC,VersionC,nonrhyming,2,TORI,TORI,4,0.519,0,0.519,1.70861678005,171.801,189.29,0.103,159.52,0.003,179.425,172.649,167.439,174.031,63.121,72.238
A1SHLWKA0UH1IS,72,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListC,VersionC,nonrhyming,2,sp,sp,0,0.599,0,0.599,2.22743764172,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.870,36.987
A1SHLWKA0UH1IS,74,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListC,VersionC,nonrhyming,2,sp,sp,1,0.509,0,0.509,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.472,46.045
A1SHLWKA0UH1IS,74,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListC,VersionC,nonrhyming,2,NO,NO,2,0.200,0,0.200,0.521315192744,192.266,196.45,0.050,187.29,0.166,193.794,193.654,193.148,188.690,78.845,83.540
A1SHLWKA0UH1IS,74,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListC,VersionC,nonrhyming,2,DORY,DORY,4,0.619,0,0.619,0.720861678005,242.914,350.15,0.347,170.04,0.117,181.042,241.118,320.471,211.337,75.263,84.257
A1SHLWKA0UH1IS,74,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListC,VersionC,nonrhyming,2,IS,IS,2,0.160,0,0.160,1.33945578231,177.742,186.18,0.034,169.98,0.064,184.961,175.063,--undefined--,--undefined--,62.340,72.390
A1SHLWKA0UH1IS,74,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListC,VersionC,nonrhyming,2,POKING,POKING,5,0.339,0,0.339,1.49909297052,182.238,204.64,0.034,171.79,0.339,196.422,180.176,176.448,175.133,65.060,77.364
A1SHLWKA0UH1IS,74,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListC,VersionC,nonrhyming,2,DONNY,DONNY,4,0.479,0,0.479,1.83832199546,131.159,190.11,0.036,71.53,0.180,167.275,116.916,91.431,173.046,62.548,74.514
A1SHLWKA0UH1IS,74,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListC,VersionC,nonrhyming,2,sp,sp,0,0.319,0,0.319,2.31723356009,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.750,40.951
A1SHLWKA0UH1IS,77,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,1,sp,sp,1,0.489,0,0.489,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.554,49.127
A1SHLWKA0UH1IS,77,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,1,NO,NO,2,0.309,0,0.309,0.501360544218,199.706,212.81,0.060,181.78,0.309,200.474,203.164,198.532,196.706,80.246,84.006
A1SHLWKA0UH1IS,77,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,1,BONNIE,BONNIE,4,0.409,0,0.409,0.810657596372,261.408,349.74,0.270,175.18,0.027,195.553,242.688,325.997,268.516,76.630,85.312
A1SHLWKA0UH1IS,77,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,1,IS,IS,2,0.140,0,0.140,1.21972789116,171.051,184.08,0,166.55,0.045,174.180,167.613,--undefined--,--undefined--,66.460,79.240
A1SHLWKA0UH1IS,77,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,1,KICKING,KICKING,5,0.269,0,0.269,1.35941043084,212.893,245.36,0.082,170.52,0.232,--undefined--,230.935,225.993,175.258,61.470,79.363
A1SHLWKA0UH1IS,77,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,1,LAURIE,LAURIE,4,0.678,0,0.678,1.62879818594,207.592,342.17,0.324,159.33,0.540,172.444,263.835,228.671,165.192,71.424,80.697
A1SHLWKA0UH1IS,77,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,1,sp,sp,0,0.519,0,0.519,2.30725623583,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.177,45.604
A1SHLWKA0UH1IS,78,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListC,VersionC,nonrhyming,3,sp,sp,1,0.768,0,0.768,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,25.988,44.391
A1SHLWKA0UH1IS,78,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListC,VersionC,nonrhyming,3,YES,YES,3,0.269,0,0.269,0.780725623583,169.240,196.41,0.065,145.89,0.232,192.499,185.175,152.569,147.833,74.715,81.572
A1SHLWKA0UH1IS,78,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListC,VersionC,nonrhyming,3,SANDY,SANDY,5,0.459,0,0.459,1.05011337868,209.481,221.55,0.425,194.08,0.259,--undefined--,214.287,204.262,213.716,75.380,80.865
A1SHLWKA0UH1IS,78,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListC,VersionC,nonrhyming,3,IS,IS,2,0.120,0,0.120,1.50907029478,188.919,207.10,0,170.91,0.102,205.641,195.242,176.209,170.941,76.162,78.996
A1SHLWKA0UH1IS,78,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListC,VersionC,nonrhyming,3,sp,sp,1,0.100,0,0.100,1.62879818594,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,57.031,72.188
A1SHLWKA0UH1IS,78,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListC,VersionC,nonrhyming,3,PULLING,PULLING,5,0.299,0,0.299,1.72857142857,203.855,216.91,0.053,188.80,0.289,212.146,204.410,204.484,199.644,70.324,77.302
A1SHLWKA0UH1IS,78,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListC,VersionC,nonrhyming,3,TORI,TORI,4,0.509,0,0.509,2.02789115646,143.677,211.79,0.093,82.37,0.334,206.382,178.600,84.649,138.282,66.607,77.284
A1SHLWKA0UH1IS,78,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListC,VersionC,nonrhyming,3,sp,sp,0,0.429,0,0.429,2.53673469388,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.518,41.180
A1SHLWKA0UH1IS,82,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,3,sp,sp,1,0.419,0,0.419,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.045,43.904
A1SHLWKA0UH1IS,82,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,3,YES,YES,3,0.409,0,0.409,0.431519274376,214.744,275.62,0.170,180.97,0.095,186.468,265.398,267.432,--undefined--,68.240,79.039
A1SHLWKA0UH1IS,82,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,3,BONNIE,BONNIE,4,0.279,0,0.279,0.840589569161,214.991,241.77,0.257,189.98,0.066,197.224,200.032,218.216,237.835,77.075,82.624
A1SHLWKA0UH1IS,82,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,3,IS,IS,2,0.130,0,0.130,1.11995464853,207.918,230.81,0,189.50,0.096,223.856,209.889,195.213,190.206,74.867,77.718
A1SHLWKA0UH1IS,82,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,3,sp,sp,1,0.050,0,0.050,1.24965986395,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,61.251,69.892
A1SHLWKA0UH1IS,82,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,3,KICKING,KICKING,5,0.339,0,0.339,1.29954648526,207.071,246.11,0.192,189.10,0.339,--undefined--,205.508,221.850,196.648,64.766,74.469
A1SHLWKA0UH1IS,82,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,3,LAURIE,LAURIE,4,0.469,0,0.469,1.6387755102,170.291,189.10,0,160.07,0.263,182.377,168.050,160.886,169.758,70.395,79.116
A1SHLWKA0UH1IS,82,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListC,VersionC,nonrhyming,3,sp,sp,0,0.579,0,0.579,2.10770975057,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.008,38.602
A1SHLWKA0UH1IS,84,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,2,sp,sp,1,0.529,0,0.529,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.871,44.065
A1SHLWKA0UH1IS,84,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,2,NO,NO,2,0.279,0,0.279,0.54126984127,191.368,196.75,0.070,176.57,0.279,194.845,190.412,188.341,192.220,79.764,83.209
A1SHLWKA0UH1IS,84,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,2,BONNIE,BONNIE,4,0.369,0,0.369,0.820634920635,223.754,355.92,0.337,157.78,0.318,191.986,220.081,243.808,245.660,78.214,86.091
A1SHLWKA0UH1IS,84,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,2,IS,IS,2,0.170,0,0.170,1.18979591837,214.494,285.22,0,181.32,0.073,233.736,191.829,--undefined--,--undefined--,70.031,79.133
A1SHLWKA0UH1IS,84,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,2,KICKING,KICKING,5,0.279,0,0.279,1.35941043084,183.939,226.90,0.074,165.00,0.243,226.900,203.834,187.705,171.617,62.492,74.095
A1SHLWKA0UH1IS,84,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,2,LAURIE,LAURIE,4,0.659,0,0.659,1.6387755102,189.379,341.19,0.271,154.26,0.521,179.622,235.381,169.544,161.277,71.588,80.944
A1SHLWKA0UH1IS,84,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListC,VersionC,nonrhyming,2,sp,sp,0,0.479,0,0.479,2.29727891156,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.061,39.634
A1SHLWKA0UH1IS,8,ItemBilly,Verb,Kiss,ISBILLYPOKINGANDY,no,ListC,VersionC,nonrhyming,1,sp,sp,1,0.688,0,0.688,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,33.260,50.518
A1SHLWKA0UH1IS,8,ItemBilly,Verb,Kiss,ISBILLYPOKINGANDY,no,ListC,VersionC,nonrhyming,1,NO,NO,2,0.329,0,0.329,0.700907029478,193.450,204.79,0.009,162.98,0.329,197.263,201.261,197.027,178.458,79.943,83.220
A1SHLWKA0UH1IS,8,ItemBilly,Verb,Kiss,ISBILLYPOKINGANDY,no,ListC,VersionC,nonrhyming,1,BILLY,BILLY,4,0.319,0,0.319,1.03015873016,257.474,343.35,0.256,162.07,0.004,195.334,228.878,287.446,331.202,79.004,85.714
A1SHLWKA0UH1IS,8,ItemBilly,Verb,Kiss,ISBILLYPOKINGANDY,no,ListC,VersionC,nonrhyming,1,IS,IS,2,0.130,0,0.130,1.34943310658,200.291,244.63,0.011,179.60,0.094,231.236,199.430,181.340,179.970,78.275,83.550
A1SHLWKA0UH1IS,8,ItemBilly,Verb,Kiss,ISBILLYPOKINGANDY,no,ListC,VersionC,nonrhyming,1,sp,sp,1,0.060,0,0.060,1.479138322,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,61.899,72.868
A1SHLWKA0UH1IS,8,ItemBilly,Verb,Kiss,ISBILLYPOKINGANDY,no,ListC,VersionC,nonrhyming,1,KISSING,KISSING,5,0.459,0,0.459,1.53900226757,233.576,290.97,0.160,161.56,0.459,250.537,274.835,254.535,199.958,71.134,79.147
A1SHLWKA0UH1IS,8,ItemBilly,Verb,Kiss,ISBILLYPOKINGANDY,no,ListC,VersionC,nonrhyming,1,ANDY,ANDY,4,0.539,0,0.539,1.99795918367,167.732,180.72,0.082,158.70,0.449,171.761,168.146,167.045,165.949,69.247,75.761
