,trial_id,supposed_answer_transcript,answer_files,answer_textgrid,answer_downsampled
840,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A2LVCS009DMEAT_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A2LVCS009DMEAT_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A2LVCS009DMEAT_prosody_study_exp3_12_20_2019_trial_01.wav
28,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A1XVEKS9O73ERE_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A1XVEKS9O73ERE_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A1XVEKS9O73ERE_prosody_study_exp3_12_20_2019_trial_01.wav
535,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A2IQ0QCTQ3KWLT_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A2IQ0QCTQ3KWLT_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A2IQ0QCTQ3KWLT_prosody_study_exp3_12_20_2019_trial_01.wav
529,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A1A1A9UHNQCI9Y_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A1A1A9UHNQCI9Y_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A1A1A9UHNQCI9Y_prosody_study_exp3_12_20_2019_trial_01.wav
522,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A1DZMZTXWOM9MR_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A1DZMZTXWOM9MR_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A1DZMZTXWOM9MR_prosody_study_exp3_12_20_2019_trial_01.wav
684,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A23OR0D1FCUVMM_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A23OR0D1FCUVMM_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A23OR0D1FCUVMM_prosody_study_exp3_12_20_2019_trial_01.wav
59,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A2EKR2ZFO10VMV_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A2EKR2ZFO10VMV_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A2EKR2ZFO10VMV_prosody_study_exp3_12_20_2019_trial_01.wav
828,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A55CXM7QR7R0N_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A55CXM7QR7R0N_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A55CXM7QR7R0N_prosody_study_exp3_12_20_2019_trial_01.wav
452,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A2DWSKGD9RNKMJ_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A2DWSKGD9RNKMJ_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A2DWSKGD9RNKMJ_prosody_study_exp3_12_20_2019_trial_01.wav
398,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/AZJVAP536DY13_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/AZJVAP536DY13_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/AZJVAP536DY13_prosody_study_exp3_12_20_2019_trial_01.wav
211,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A2QX2B50DM45E2_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A2QX2B50DM45E2_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A2QX2B50DM45E2_prosody_study_exp3_12_20_2019_trial_01.wav
567,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A1RDRK3QTM7U96_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A1RDRK3QTM7U96_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A1RDRK3QTM7U96_prosody_study_exp3_12_20_2019_trial_01.wav
901,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/AXJ1PE87PD0KK_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/AXJ1PE87PD0KK_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/AXJ1PE87PD0KK_prosody_study_exp3_12_20_2019_trial_01.wav
615,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze/A3DM555T5TVWI0_prosody_study_exp3_12_20_2019_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_textgrid/A3DM555T5TVWI0_prosody_study_exp3_12_20_2019_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp3/responses_to_analyze_downsampled/A3DM555T5TVWI0_prosody_study_exp3_12_20_2019_trial_01.wav
