,trial_id,supposed_answer_transcript,answer_files,answer_textgrid,answer_downsampled
322,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AOWY4TEB0UCMX_prosody_study_exp8_01_22_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/AOWY4TEB0UCMX_prosody_study_exp8_01_22_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/AOWY4TEB0UCMX_prosody_study_exp8_01_22_2020_trial_01.wav
121,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_01.wav
235,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_01.wav
258,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_01.wav
263,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_01.wav
283,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_01.wav
290,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_01.wav
63,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_01.wav
17,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_01.wav
334,1,no Kimmey is kicking Tommy,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_01.wav,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_textgrid/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_01.TextGrid,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze_downsampled/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_01.wav
