participant,studyName,studyNameNah,expId,month,date,year,trialNah,trialId,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,01,sp,sp,1,0.900,0,0.900,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,43.708,56.852
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,01,NO,NO,2,0.480,0,0.480,0.9125,136.507,174.57,0.030,115.87,0.465,158.016,142.795,128.331,121.310,78.116,85.983
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,01,sp,sp,1,0.020,0,0.020,1.3925,121.439,121.44,0,121.44,0,121.439,--undefined--,--undefined--,--undefined--,53.344,56.640
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,01,KIMMEY,KIMMEY,4,0.410,0,0.410,1.4125,158.842,174.82,0.150,140.99,0.410,--undefined--,168.897,160.671,151.097,72.364,83.926
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,01,IS,IS,2,0.160,0,0.160,1.8225,134.314,140.99,0,124.87,0.070,137.370,130.789,--undefined--,--undefined--,72.087,80.850
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,01,KICKING,KICKING,5,0.440,0,0.440,1.9825,131.879,150.92,0.110,115.22,0.430,150.915,138.184,131.292,125.255,66.596,82.910
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,01,TOMMY,TOMMY,4,0.580,0,0.580,2.4225,131.065,155.45,0.523,118.14,0,127.220,125.447,127.480,144.621,71.430,81.371
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,01,sp,sp,0,0.190,0,0.190,3.0025,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.628,35.828
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,02,sp,sp,1,0.720,0,0.720,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,42.726,52.008
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,02,NO,NO,2,0.510,0,0.510,0.7325,133.762,187.69,0.029,114.39,0.246,167.459,127.050,116.703,126.058,75.928,85.514
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,02,KIMMEY,KIMMEY,4,0.460,0,0.460,1.2425,154.967,167.10,0.189,145.32,0.460,--undefined--,162.554,156.113,150.760,70.628,85.128
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,02,IS,IS,2,0.180,0,0.180,1.7025,138.949,145.32,0,133.15,0.089,141.754,136.606,133.151,--undefined--,73.237,84.390
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,02,KICKING,KICKING,5,0.410,0,0.410,1.8825,125.799,144.49,0.099,111.69,0.410,143.622,124.816,127.127,124.458,65.443,76.512
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,02,TOMMY,TOMMY,4,0.590,0,0.590,2.2925,123.916,140.52,0.551,112.40,0,121.544,117.029,125.596,139.531,70.839,81.846
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,02,sp,sp,0,0.080,0,0.080,2.8825,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.775,38.423
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,04,sp,sp,1,0.840,0,0.840,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,41.728,51.061
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,04,NO,NO,2,0.520,0,0.520,0.8525,132.127,204.12,0.030,109.58,0.288,168.251,137.448,111.978,121.513,76.435,85.487
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,04,sp,sp,1,0.100,0,0.100,1.3725,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.785,42.902
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,04,KIMMEY,KIMMEY,4,0.300,0,0.300,1.4725,143.198,162.12,0.090,131.11,0.151,--undefined--,150.680,136.656,143.223,73.105,82.268
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,04,IS,IS,2,0.230,0,0.230,1.7725,144.309,148.16,0.005,138.91,0.110,146.339,142.267,--undefined--,--undefined--,67.702,82.288
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,04,KICKING,KICKING,5,0.440,0,0.440,2.0025,125.674,157.60,0.110,102.14,0.440,157.599,144.704,127.358,106.904,65.433,82.579
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,04,TOMMY,TOMMY,4,0.540,0,0.540,2.4425,159.859,282.23,0.070,99.33,0.290,192.810,--undefined--,102.278,135.363,69.066,80.948
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,04,sp,sp,0,0.210,0,0.210,2.9825,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,33.643,40.324
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,05,sp,sp,1,0.740,0,0.740,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,43.857,53.068
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,05,NO,NO,2,0.450,0,0.450,0.7525,128.345,172.49,0.031,94.52,0.316,160.106,135.659,115.721,108.751,76.623,85.351
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,05,KIMMEY,KIMMEY,4,0.330,0,0.330,1.2025,134.693,160.69,0.330,75.74,0.171,--undefined--,80.741,134.543,153.483,74.111,85.801
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,05,IS,IS,2,0.160,0,0.160,1.5325,164.272,168.17,0.052,159.02,0.081,163.738,165.645,159.090,--undefined--,74.877,82.817
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,05,KICKING,KICKING,5,0.430,0,0.430,1.6925,146.423,167.28,0.091,96.25,0.430,163.824,148.472,148.691,137.444,68.685,82.368
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,05,TOMMY,TOMMY,4,0.600,0,0.600,2.1225,135.065,162.56,0.563,96.25,0.001,111.474,123.676,--undefined--,154.989,72.069,82.726
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,05,sp,sp,0,0.430,0,0.430,2.7225,151.850,151.86,0.001,151.79,0,151.850,--undefined--,--undefined--,--undefined--,33.686,59.291
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,06,sp,sp,1,0.770,0,0.770,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,41.640,48.033
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,06,NO,NO,2,0.450,0,0.450,0.7825,168.113,193.40,0.020,151.23,0.199,171.918,154.964,164.538,183.554,77.725,85.122
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,06,KIMMEY,KIMMEY,4,0.540,0,0.540,1.2325,155.144,184.17,0.435,133.00,0.232,--undefined--,142.366,153.336,181.288,70.288,80.565
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,06,IS,IS,2,0.320,0,0.320,1.7725,141.219,144.69,0.075,134.16,0.130,142.338,140.409,--undefined--,--undefined--,64.425,82.801
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,06,sp,sp,1,0.120,0,0.120,2.0925,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,33.438,35.266
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,06,KICKING,KICKING,5,0.440,0,0.440,2.2125,141.960,162.33,0.100,131.98,0.165,160.467,138.554,147.835,140.394,67.701,82.001
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,06,TOMMY,TOMMY,4,0.650,0,0.650,2.6525,128.230,166.13,0.560,80.23,0.497,138.945,125.099,83.308,129.124,70.512,83.360
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,06,sp,sp,0,0.270,0,0.270,3.3025,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.500,40.002
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,07,sp,sp,1,0.940,0,0.940,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,40.183,51.369
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,07,YES,YES,3,0.530,0,0.530,0.9525,141.135,165.21,0.040,104.80,0.180,153.977,117.545,--undefined--,--undefined--,76.079,85.642
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,07,KIMMEY,KIMMEY,4,0.350,0,0.350,1.4825,135.253,155.26,0.130,126.51,0.197,--undefined--,140.031,131.923,135.873,74.801,85.885
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,07,IS,IS,2,0.190,0,0.190,1.8325,134.096,135.07,0.005,132.33,0.100,134.749,133.788,132.513,--undefined--,75.315,84.294
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,07,KICKING,KICKING,5,0.460,0,0.460,2.0225,124.777,134.40,0.118,116.16,0.454,133.654,128.235,124.163,120.981,68.176,83.055
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,07,TOMMY,TOMMY,3,0.440,0,0.440,2.4825,115.154,142.36,0.066,105.50,0.250,124.882,109.934,106.077,110.784,73.231,81.694
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,08,sp,sp,1,0.790,0,0.790,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,40.943,52.391
A10ZW7G8U02Y78,prosody,study,exp12,03,28,2020,trial,08,YES,YES,3,0.490,0,0.490,0.8025,129.572,179.04,0.022,102.90,0.262,150.920,115.330,103.883,--undefined--,74.733,86.510
