participant,presentationnum,verb,condition,item,targword,question,yesno,list,version,index,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
IsCindyPullingPenny,IS,IS,2,0.090,0,0.090,0.291836734694,147.369,149.01,0.042,143.41,0.062,--undefined--,148.730,146.219,--undefined--,43.183,52.767
IsCindyPullingPenny,sp,sp,1,0.080,0,0.080,0.381632653061,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,54.710,55.875
IsCindyPullingPenny,VICKY,VICKY,4,0.279,0,0.279,0.461451247166,165.856,204.32,0.251,140.50,0.113,146.302,144.375,156.238,197.760,62.256,69.943
IsCindyPullingPenny,PULLING,PULLING,5,0.369,0,0.369,0.740816326531,183.456,199.88,0.004,171.32,0.171,198.761,175.266,183.908,186.074,60.789,74.136
IsCindyPullingPenny,PENNY,PENNY,4,0.409,0,0.409,1.10997732426,157.554,248.41,0.336,102.65,0.138,--undefined--,107.070,159.386,238.110,55.257,68.510
IsCindyPullingPenny,sp,sp,0,0.190,0,0.190,1.51904761905,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,18.329,23.359
IsDannyLiftingWally,sp,sp,1,0.339,0,0.339,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,6.657,7.123
IsDannyLiftingWally,IS,IS,2,0.130,0,0.130,0.351700680272,126.073,134.06,0.048,118.06,0.071,--undefined--,129.041,118.737,--undefined--,52.192,63.006
IsDannyLiftingWally,sp,sp,1,0.040,0,0.040,0.481405895692,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.848,39.089
IsDannyLiftingWally,DANNY,DANNY,4,0.339,0,0.339,0.521315192744,164.249,199.39,0.324,136.02,0.111,147.903,140.644,162.544,193.038,62.856,73.362
