"","presentationnum","participant","verb","condition","word","word_num","duration","meanIntensity","meanpit"
"5920",37,"A3S3NLZV7A06QN","ItemDory","Verb","sp",8,0.2,"--undefined--","--undefined--"
"5921",40,"A3S3NLZV7A06QN","ItemSandy","Patient","sp",1,0.459,"34.940","174.726"
"5922",40,"A3S3NLZV7A06QN","ItemSandy","Patient","NO",2,0.678,"73.441","164.900"
"5923",40,"A3S3NLZV7A06QN","ItemSandy","Patient","SANDY",3,0.399,"74.927","222.066"
"5924",40,"A3S3NLZV7A06QN","ItemSandy","Patient","IS",4,0.12,"72.579","212.451"
"5925",40,"A3S3NLZV7A06QN","ItemSandy","Patient","PULLING",5,0.339,"74.864","208.179"
"5926",40,"A3S3NLZV7A06QN","ItemSandy","Patient","TORI",6,0.449,"62.395","153.229"
"5927",40,"A3S3NLZV7A06QN","ItemSandy","Patient","sp",7,0.928,"29.308","--undefined--"
"5928",44,"A3S3NLZV7A06QN","ItemBilly","Agent","sp",1,0.778,"35.137","205.451"
"5929",44,"A3S3NLZV7A06QN","ItemBilly","Agent","NO",2,0.299,"79.663","186.585"
"5930",44,"A3S3NLZV7A06QN","ItemBilly","Agent","BILLY",3,0.379,"78.718","191.205"
"5931",44,"A3S3NLZV7A06QN","ItemBilly","Agent","IS",4,0.19,"62.223","157.958"
"5932",44,"A3S3NLZV7A06QN","ItemBilly","Agent","KISSING",5,0.329,"69.116","156.813"
"5933",44,"A3S3NLZV7A06QN","ItemBilly","Agent","ANDY",6,0.419,"63.461","158.573"
"5934",44,"A3S3NLZV7A06QN","ItemBilly","Agent","sp",7,0.19,"--undefined--","--undefined--"
"5935",47,"A3S3NLZV7A06QN","ItemBilly","Verb","sp",1,0.629,"35.008","204.246"
"5936",47,"A3S3NLZV7A06QN","ItemBilly","Verb","NO",2,0.329,"82.105","205.172"
"5937",47,"A3S3NLZV7A06QN","ItemBilly","Verb","BILLY",3,0.279,"74.306","190.234"
"5938",47,"A3S3NLZV7A06QN","ItemBilly","Verb","IS",4,0.1,"65.196","269.653"
"5939",47,"A3S3NLZV7A06QN","ItemBilly","Verb","KISSING",5,0.599,"67.701","207.509"
"5940",47,"A3S3NLZV7A06QN","ItemBilly","Verb","ANDY",6,0.409,"62.461","162.056"
"5941",47,"A3S3NLZV7A06QN","ItemBilly","Verb","sp",7,0.379,"31.811","--undefined--"
"5942",49,"A3S3NLZV7A06QN","ItemSandy","YesControl","sp",1,0.559,"29.860","212.884"
"5943",49,"A3S3NLZV7A06QN","ItemSandy","YesControl","YES",2,0.339,"73.867","187.560"
"5944",49,"A3S3NLZV7A06QN","ItemSandy","YesControl","SANDY",3,0.359,"79.143","196.904"
"5945",49,"A3S3NLZV7A06QN","ItemSandy","YesControl","IS",4,0.17,"65.829","205.911"
"5946",49,"A3S3NLZV7A06QN","ItemSandy","YesControl","PULLING",5,0.299,"75.655","187.170"
"5947",49,"A3S3NLZV7A06QN","ItemSandy","YesControl","TORI",6,0.439,"71.092","149.607"
"5948",49,"A3S3NLZV7A06QN","ItemSandy","YesControl","sp",7,0.14,"--undefined--","--undefined--"
"5949",50,"A3S3NLZV7A06QN","ItemBilly","Patient","sp",1,0.659,"30.506","191.784"
"5950",50,"A3S3NLZV7A06QN","ItemBilly","Patient","NO",2,0.289,"79.429","191.719"
"5951",50,"A3S3NLZV7A06QN","ItemBilly","Patient","BILLY",3,0.299,"78.377","202.144"
"5952",50,"A3S3NLZV7A06QN","ItemBilly","Patient","IS",4,0.2,"65.622","203.404"
"5953",50,"A3S3NLZV7A06QN","ItemBilly","Patient","KISSING",5,0.319,"71.410","182.079"
"5954",50,"A3S3NLZV7A06QN","ItemBilly","Patient","ANDY",6,0.399,"63.126","164.646"
"5955",50,"A3S3NLZV7A06QN","ItemBilly","Patient","sp",7,0.229,"33.983","--undefined--"
"5956",52,"A3S3NLZV7A06QN","ItemDory","YesControl","sp",1,0.559,"33.747","210.120"
"5957",52,"A3S3NLZV7A06QN","ItemDory","YesControl","YES",2,0.399,"72.270","186.236"
"5958",52,"A3S3NLZV7A06QN","ItemDory","YesControl","DORY",3,0.289,"77.359","196.285"
"5959",52,"A3S3NLZV7A06QN","ItemDory","YesControl","IS",4,0.17,"67.873","184.799"
"5960",52,"A3S3NLZV7A06QN","ItemDory","YesControl","POKING",5,0.339,"75.461","178.899"
"5961",52,"A3S3NLZV7A06QN","ItemDory","YesControl","DONNY",6,0.469,"64.174","152.140"
"5962",52,"A3S3NLZV7A06QN","ItemDory","YesControl","sp",7,0.12,"--undefined--","--undefined--"
"5963",55,"A3S3NLZV7A06QN","ItemBonnie","Agent","sp",1,0.599,"31.635","205.103"
"5964",55,"A3S3NLZV7A06QN","ItemBonnie","Agent","NO",2,0.259,"79.734","193.515"
"5965",55,"A3S3NLZV7A06QN","ItemBonnie","Agent","BONNIE",3,0.379,"80.620","196.060"
"5966",55,"A3S3NLZV7A06QN","ItemBonnie","Agent","IS",4,0.22,"64.454","165.452"
"5967",55,"A3S3NLZV7A06QN","ItemBonnie","Agent","KICKING",5,0.309,"69.832","159.744"
"5968",55,"A3S3NLZV7A06QN","ItemBonnie","Agent","LAURIE",6,0.389,"61.549","149.386"
"5969",55,"A3S3NLZV7A06QN","ItemBonnie","Agent","sp",7,0.15,"--undefined--","--undefined--"
"5970",56,"A3S3NLZV7A06QN","ItemDory","Patient","sp",1,0.539,"31.615","193.974"
"5971",56,"A3S3NLZV7A06QN","ItemDory","Patient","NO",2,0.269,"80.138","196.060"
"5972",56,"A3S3NLZV7A06QN","ItemDory","Patient","DORY",3,0.409,"75.969","190.901"
"5973",56,"A3S3NLZV7A06QN","ItemDory","Patient","IS",4,0.15,"64.923","188.778"
"5974",56,"A3S3NLZV7A06QN","ItemDory","Patient","POKING",5,0.359,"74.602","184.982"
"5975",56,"A3S3NLZV7A06QN","ItemDory","Patient","DONNY",6,0.449,"67.394","175.354"
"5976",56,"A3S3NLZV7A06QN","ItemDory","Patient","sp",7,0.08,"--undefined--","--undefined--"
"5977",57,"A3S3NLZV7A06QN","ItemBilly","YesControl","sp",1,0.599,"29.774","208.661"
"5978",57,"A3S3NLZV7A06QN","ItemBilly","YesControl","YES",2,0.399,"69.629","191.615"
"5979",57,"A3S3NLZV7A06QN","ItemBilly","YesControl","BILLY",3,0.269,"76.992","194.857"
"5980",57,"A3S3NLZV7A06QN","ItemBilly","YesControl","IS",4,0.16,"66.698","199.772"
"5981",57,"A3S3NLZV7A06QN","ItemBilly","YesControl","KISSING",5,0.389,"74.400","178.145"
"5982",57,"A3S3NLZV7A06QN","ItemBilly","YesControl","ANDY",6,0.369,"68.575","153.747"
"5983",57,"A3S3NLZV7A06QN","ItemBilly","YesControl","sp",7,0.07,"--undefined--","--undefined--"
"5984",60,"A3S3NLZV7A06QN","ItemSandy","Agent","sp",1,0.449,"44.995","250.988"
"5985",60,"A3S3NLZV7A06QN","ItemSandy","Agent","NO",2,0.279,"78.754","188.580"
"5986",60,"A3S3NLZV7A06QN","ItemSandy","Agent","SANDY",3,0.449,"77.043","205.012"
"5987",60,"A3S3NLZV7A06QN","ItemSandy","Agent","IS",4,0.19,"65.906","172.746"
"5988",60,"A3S3NLZV7A06QN","ItemSandy","Agent","PULLING",5,0.289,"71.348","159.346"
"5989",60,"A3S3NLZV7A06QN","ItemSandy","Agent","TORI",6,0.469,"66.446","139.685"
"5990",60,"A3S3NLZV7A06QN","ItemSandy","Agent","sp",7,0.08,"--undefined--","--undefined--"
"5991",63,"A3S3NLZV7A06QN","ItemDory","Patient","sp",1,0.619,"31.335","204.346"
"5992",63,"A3S3NLZV7A06QN","ItemDory","Patient","NO",2,0.269,"80.435","193.841"
"5993",63,"A3S3NLZV7A06QN","ItemDory","Patient","DORY",3,0.389,"76.661","184.632"
"5994",63,"A3S3NLZV7A06QN","ItemDory","Patient","IS",4,0.12,"69.535","185.661"
"5995",63,"A3S3NLZV7A06QN","ItemDory","Patient","POKING",5,0.369,"74.760","187.741"
"5996",63,"A3S3NLZV7A06QN","ItemDory","Patient","DONNY",6,0.389,"64.612","172.380"
"5997",63,"A3S3NLZV7A06QN","ItemDory","Patient","sp",7,0.19,"--undefined--","--undefined--"
"5998",66,"A3S3NLZV7A06QN","ItemSandy","Verb","sp",1,0.609,"34.041","200.436"
"5999",66,"A3S3NLZV7A06QN","ItemSandy","Verb","NO",2,0.289,"77.969","187.045"
"6000",66,"A3S3NLZV7A06QN","ItemSandy","Verb","SANDY",3,0.369,"76.606","179.795"
"6001",66,"A3S3NLZV7A06QN","ItemSandy","Verb","IS",4,0.17,"66.200","227.066"
"6002",66,"A3S3NLZV7A06QN","ItemSandy","Verb","PULLING",5,0.339,"75.222","204.645"
"6003",66,"A3S3NLZV7A06QN","ItemSandy","Verb","TORI",6,0.359,"68.825","138.164"
"6004",66,"A3S3NLZV7A06QN","ItemSandy","Verb","sp",7,0.12,"--undefined--","--undefined--"
"6005",69,"A3S3NLZV7A06QN","ItemBonnie","YesControl","sp",1,0.659,"25.774","199.120"
"6006",69,"A3S3NLZV7A06QN","ItemBonnie","YesControl","YES",2,0.389,"69.910","179.511"
"6007",69,"A3S3NLZV7A06QN","ItemBonnie","YesControl","BONNIE",3,0.359,"73.143","196.432"
"6008",69,"A3S3NLZV7A06QN","ItemBonnie","YesControl","IS",4,0.12,"63.618","209.829"
"6009",69,"A3S3NLZV7A06QN","ItemBonnie","YesControl","KICKING",5,0.319,"74.037","188.756"
"6010",69,"A3S3NLZV7A06QN","ItemBonnie","YesControl","LAURIE",6,0.359,"63.497","139.019"
"6011",69,"A3S3NLZV7A06QN","ItemBonnie","YesControl","sp",7,0.19,"--undefined--","--undefined--"
"6012",6,"A3S3NLZV7A06QN","ItemBilly","Agent","sp",1,0.609,"36.269","209.684"
"6013",6,"A3S3NLZV7A06QN","ItemBilly","Agent","NO",2,0.479,"77.443","206.830"
"6014",6,"A3S3NLZV7A06QN","ItemBilly","Agent","sp",3,0.03,"85.719","232.252"
"6015",6,"A3S3NLZV7A06QN","ItemBilly","Agent","BILLY",4,0.309,"81.790","202.876"
"6016",6,"A3S3NLZV7A06QN","ItemBilly","Agent","IS",5,0.19,"67.051","175.395"
"6017",6,"A3S3NLZV7A06QN","ItemBilly","Agent","KISSING",6,0.369,"73.448","149.761"
"6018",6,"A3S3NLZV7A06QN","ItemBilly","Agent","ANDY",7,0.479,"57.028","147.118"
"6019",6,"A3S3NLZV7A06QN","ItemBilly","Agent","sp",8,0.259,"28.287","--undefined--"
"6020",70,"A3S3NLZV7A06QN","ItemSandy","Patient","sp",1,0.619,"33.609","192.100"
"6021",70,"A3S3NLZV7A06QN","ItemSandy","Patient","NO",2,0.389,"77.612","191.202"
"6022",70,"A3S3NLZV7A06QN","ItemSandy","Patient","SANDY",3,0.389,"78.544","206.820"
"6023",70,"A3S3NLZV7A06QN","ItemSandy","Patient","IS",4,0.239,"63.329","209.528"
"6024",70,"A3S3NLZV7A06QN","ItemSandy","Patient","PULLING",5,0.329,"73.270","212.986"
"6025",70,"A3S3NLZV7A06QN","ItemSandy","Patient","TORI",6,0.399,"63.614","170.428"
"6026",70,"A3S3NLZV7A06QN","ItemSandy","Patient","sp",7,0.17,"--undefined--","--undefined--"
"6027",71,"A3S3NLZV7A06QN","ItemBilly","YesControl","sp",1,0.609,"30.263","219.975"
"6028",71,"A3S3NLZV7A06QN","ItemBilly","YesControl","YES",2,0.399,"70.064","184.825"
"6029",71,"A3S3NLZV7A06QN","ItemBilly","YesControl","BILLY",3,0.299,"73.925","191.559"
"6030",71,"A3S3NLZV7A06QN","ItemBilly","YesControl","IS",4,0.12,"63.130","201.779"
"6031",71,"A3S3NLZV7A06QN","ItemBilly","YesControl","KISSING",5,0.359,"70.337","177.462"
"6032",71,"A3S3NLZV7A06QN","ItemBilly","YesControl","ANDY",6,0.429,"64.474","154.626"
"6033",71,"A3S3NLZV7A06QN","ItemBilly","YesControl","sp",7,0.04,"--undefined--","--undefined--"
"6034",72,"A3S3NLZV7A06QN","ItemSandy","Agent","sp",1,0.978,"32.069","201.529"
"6035",72,"A3S3NLZV7A06QN","ItemSandy","Agent","NO",2,0.289,"74.535","170.315"
"6036",72,"A3S3NLZV7A06QN","ItemSandy","Agent","SANDY",3,0.459,"77.522","212.228"
"6037",72,"A3S3NLZV7A06QN","ItemSandy","Agent","IS",4,0.17,"64.659","177.466"
"6038",72,"A3S3NLZV7A06QN","ItemSandy","Agent","PULLING",5,0.319,"69.987","157.325"
"6039",72,"A3S3NLZV7A06QN","ItemSandy","Agent","TORI",6,0.369,"75.286","88.522"
"6040",74,"A3S3NLZV7A06QN","ItemDory","Agent","sp",1,0.609,"31.055","205.125"
"6041",74,"A3S3NLZV7A06QN","ItemDory","Agent","NO",2,0.279,"80.592","190.622"
"6042",74,"A3S3NLZV7A06QN","ItemDory","Agent","DORY",3,0.529,"75.447","192.203"
"6043",74,"A3S3NLZV7A06QN","ItemDory","Agent","IS",4,0.15,"65.756","180.824"
"6044",74,"A3S3NLZV7A06QN","ItemDory","Agent","POKING",5,0.349,"72.537","155.582"
"6045",74,"A3S3NLZV7A06QN","ItemDory","Agent","DONNY",6,0.369,"65.556","123.502"
"6046",74,"A3S3NLZV7A06QN","ItemDory","Agent","sp",7,0.06,"--undefined--","--undefined--"
"6047",77,"A3S3NLZV7A06QN","ItemBonnie","Patient","sp",1,0.609,"33.158","197.389"
"6048",77,"A3S3NLZV7A06QN","ItemBonnie","Patient","NO",2,0.319,"79.777","187.302"
"6049",77,"A3S3NLZV7A06QN","ItemBonnie","Patient","BONNIE",3,0.329,"78.709","178.911"
"6050",77,"A3S3NLZV7A06QN","ItemBonnie","Patient","IS",4,0.13,"58.079","193.924"
"6051",77,"A3S3NLZV7A06QN","ItemBonnie","Patient","KICKING",5,0.349,"76.032","213.556"
"6052",77,"A3S3NLZV7A06QN","ItemBonnie","Patient","LAURIE",6,0.389,"65.235","160.670"
"6053",77,"A3S3NLZV7A06QN","ItemBonnie","Patient","sp",7,0.18,"--undefined--","--undefined--"
"6054",78,"A3S3NLZV7A06QN","ItemSandy","YesControl","sp",1,0.668,"31.518","204.492"
"6055",78,"A3S3NLZV7A06QN","ItemSandy","YesControl","YES",2,0.359,"72.850","190.959"
"6056",78,"A3S3NLZV7A06QN","ItemSandy","YesControl","SANDY",3,0.419,"76.130","200.469"
"6057",78,"A3S3NLZV7A06QN","ItemSandy","YesControl","IS",4,0.18,"66.385","179.851"
"6058",78,"A3S3NLZV7A06QN","ItemSandy","YesControl","PULLING",5,0.309,"77.399","210.825"
"6059",78,"A3S3NLZV7A06QN","ItemSandy","YesControl","TORI",6,0.409,"60.594","157.711"
"6060",78,"A3S3NLZV7A06QN","ItemSandy","YesControl","sp",7,0.19,"--undefined--","--undefined--"
"6061",82,"A3S3NLZV7A06QN","ItemBonnie","YesControl","sp",1,0.499,"27.779","224.128"
"6062",82,"A3S3NLZV7A06QN","ItemBonnie","YesControl","YES",2,0.379,"66.429","188.980"
"6063",82,"A3S3NLZV7A06QN","ItemBonnie","YesControl","sp",3,0.04,"83.501","199.127"
"6064",82,"A3S3NLZV7A06QN","ItemBonnie","YesControl","BONNIE",4,0.359,"74.230","193.666"
"6065",82,"A3S3NLZV7A06QN","ItemBonnie","YesControl","IS",5,0.11,"60.234","204.904"
"6066",82,"A3S3NLZV7A06QN","ItemBonnie","YesControl","KICKING",6,0.379,"70.438","181.943"
"6067",82,"A3S3NLZV7A06QN","ItemBonnie","YesControl","LAURIE",7,0.319,"63.890","128.294"
"6068",82,"A3S3NLZV7A06QN","ItemBonnie","YesControl","sp",8,0.17,"--undefined--","--undefined--"
"6069",84,"A3S3NLZV7A06QN","ItemBonnie","Patient","sp",1,0.579,"31.347","204.659"
"6070",84,"A3S3NLZV7A06QN","ItemBonnie","Patient","NO",2,0.269,"80.438","193.987"
"6071",84,"A3S3NLZV7A06QN","ItemBonnie","Patient","BONNIE",3,0.349,"79.501","204.439"
"6072",84,"A3S3NLZV7A06QN","ItemBonnie","Patient","IS",4,0.15,"61.651","224.545"
"6073",84,"A3S3NLZV7A06QN","ItemBonnie","Patient","KICKING",5,0.359,"72.429","190.774"
"6074",84,"A3S3NLZV7A06QN","ItemBonnie","Patient","LAURIE",6,0.369,"67.966","144.378"
"6075",84,"A3S3NLZV7A06QN","ItemBonnie","Patient","sp",7,0.18,"--undefined--","--undefined--"
"6076",8,"A3S3NLZV7A06QN","ItemBilly","Verb","sp",1,0.559,"33.620","202.189"
"6077",8,"A3S3NLZV7A06QN","ItemBilly","Verb","NO",2,0.369,"82.239","194.949"
"6078",8,"A3S3NLZV7A06QN","ItemBilly","Verb","BILLY",3,0.309,"78.493","185.876"
"6079",8,"A3S3NLZV7A06QN","ItemBilly","Verb","IS",4,0.15,"63.802","261.357"
"6080",8,"A3S3NLZV7A06QN","ItemBilly","Verb","KISSING",5,0.349,"72.480","195.799"
"6081",8,"A3S3NLZV7A06QN","ItemBilly","Verb","ANDY",6,0.499,"58.947","147.211"
"6082",8,"A3S3NLZV7A06QN","ItemBilly","Verb","sp",7,0.579,"31.460","--undefined--"
"6083",11,"AJW3PL5UDH4BP","ItemBonnie","YesControl","sp",1,0.509,"40.804","92.674"
"6084",11,"AJW3PL5UDH4BP","ItemBonnie","YesControl","YES",2,0.459,"64.378","85.251"
"6085",11,"AJW3PL5UDH4BP","ItemBonnie","YesControl","BONNIE",3,0.359,"66.197","86.653"
"6086",11,"AJW3PL5UDH4BP","ItemBonnie","YesControl","IS",4,0.14,"58.367","94.757"
"6087",11,"AJW3PL5UDH4BP","ItemBonnie","YesControl","KICKING",5,0.429,"60.349","84.737"
"6088",11,"AJW3PL5UDH4BP","ItemBonnie","YesControl","LAURIE",6,0.379,"51.729","89.626"
"6089",11,"AJW3PL5UDH4BP","ItemBonnie","YesControl","sp",7,0.818,"44.313","--undefined--"
"6090",12,"AJW3PL5UDH4BP","ItemDory","YesControl","sp",1,0.539,"40.791","99.376"
"6091",12,"AJW3PL5UDH4BP","ItemDory","YesControl","YES",2,0.419,"69.507","89.602"
"6092",12,"AJW3PL5UDH4BP","ItemDory","YesControl","DORY",3,0.379,"65.257","88.110"
"6093",12,"AJW3PL5UDH4BP","ItemDory","YesControl","IS",4,0.21,"48.290","--undefined--"
"6094",12,"AJW3PL5UDH4BP","ItemDory","YesControl","sp",5,0.12,"59.832","95.818"
"6095",12,"AJW3PL5UDH4BP","ItemDory","YesControl","POKING",6,0.419,"63.085","84.729"
"6096",12,"AJW3PL5UDH4BP","ItemDory","YesControl","DONNY",7,0.409,"49.958","94.489"
"6097",12,"AJW3PL5UDH4BP","ItemDory","YesControl","sp",8,0.459,"43.047","95.009"
"6098",13,"AJW3PL5UDH4BP","ItemBonnie","Verb","sp",1,0.469,"42.120","98.339"
"6099",13,"AJW3PL5UDH4BP","ItemBonnie","Verb","NO",2,0.329,"67.054","82.784"
"6100",13,"AJW3PL5UDH4BP","ItemBonnie","Verb","BONNIE",3,0.309,"66.333","84.615"
"6101",13,"AJW3PL5UDH4BP","ItemBonnie","Verb","IS",4,0.07,"50.767","--undefined--"
"6102",13,"AJW3PL5UDH4BP","ItemBonnie","Verb","KICKING",5,0.489,"64.168","86.110"
"6103",13,"AJW3PL5UDH4BP","ItemBonnie","Verb","LAURIE",6,0.369,"58.291","89.842"
"6104",13,"AJW3PL5UDH4BP","ItemBonnie","Verb","sp",7,0.359,"46.187","--undefined--"
"6105",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","sp",1,0.449,"42.024","93.558"
"6106",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","YES",2,0.459,"65.387","86.395"
"6107",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","sp",3,0.03,"66.293","85.364"
"6108",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","BILLY",4,0.239,"64.679","81.961"
"6109",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","IS",5,0.13,"63.627","--undefined--"
"6110",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","sp",6,0.06,"67.284","90.674"
"6111",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","KISSING",7,0.529,"62.645","80.235"
"6112",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","ANDY",8,0.309,"47.374","102.739"
"6113",14,"AJW3PL5UDH4BP","ItemBilly","YesControl","sp",9,0.469,"34.493","--undefined--"
"6114",15,"AJW3PL5UDH4BP","ItemSandy","YesControl","sp",1,0.469,"38.946","82.372"
"6115",15,"AJW3PL5UDH4BP","ItemSandy","YesControl","YES",2,0.449,"67.893","79.172"
"6116",15,"AJW3PL5UDH4BP","ItemSandy","YesControl","SANDY",3,0.329,"63.980","79.760"
"6117",15,"AJW3PL5UDH4BP","ItemSandy","YesControl","IS",4,0.15,"48.616","--undefined--"
"6118",15,"AJW3PL5UDH4BP","ItemSandy","YesControl","sp",5,0.07,"58.631","92.539"
"6119",15,"AJW3PL5UDH4BP","ItemSandy","YesControl","PULLING",6,0.339,"58.674","86.241"
"6120",15,"AJW3PL5UDH4BP","ItemSandy","YesControl","TORI",7,0.479,"53.154","87.135"
"6121",15,"AJW3PL5UDH4BP","ItemSandy","YesControl","sp",8,0.389,"35.270","--undefined--"
"6122",17,"AJW3PL5UDH4BP","ItemDory","Agent","sp",1,0.678,"41.991","97.883"
"6123",17,"AJW3PL5UDH4BP","ItemDory","Agent","NO",2,0.399,"67.262","85.961"
"6124",17,"AJW3PL5UDH4BP","ItemDory","Agent","DORY",3,0.369,"66.160","85.674"
"6125",17,"AJW3PL5UDH4BP","ItemDory","Agent","IS",4,0.14,"59.098","118.633"
"6126",17,"AJW3PL5UDH4BP","ItemDory","Agent","POKING",5,0.409,"62.795","78.768"
"6127",17,"AJW3PL5UDH4BP","ItemDory","Agent","DONNY",6,0.429,"50.793","91.591"
"6128",17,"AJW3PL5UDH4BP","ItemDory","Agent","sp",7,0.579,"37.934","--undefined--"
"6129",20,"AJW3PL5UDH4BP","ItemBonnie","Agent","sp",1,0.459,"38.713","95.488"
"6130",20,"AJW3PL5UDH4BP","ItemBonnie","Agent","NO",2,0.269,"67.091","84.687"
"6131",20,"AJW3PL5UDH4BP","ItemBonnie","Agent","BONNIE",3,0.469,"69.714","93.249"
"6132",20,"AJW3PL5UDH4BP","ItemBonnie","Agent","IS",4,0.08,"56.305","--undefined--"
"6133",20,"AJW3PL5UDH4BP","ItemBonnie","Agent","sp",5,0.02,"67.887","99.989"
"6134",20,"AJW3PL5UDH4BP","ItemBonnie","Agent","KICKING",6,0.439,"63.604","93.358"
"6135",20,"AJW3PL5UDH4BP","ItemBonnie","Agent","LAURIE",7,0.379,"55.274","96.590"
"6136",20,"AJW3PL5UDH4BP","ItemBonnie","Agent","sp",8,0.369,"36.046","--undefined--"
"6137",24,"AJW3PL5UDH4BP","ItemDory","Verb","sp",1,0.379,"39.162","98.544"
"6138",24,"AJW3PL5UDH4BP","ItemDory","Verb","NO",2,0.329,"66.450","84.258"
"6139",24,"AJW3PL5UDH4BP","ItemDory","Verb","DORY",3,0.369,"66.915","86.774"
"6140",24,"AJW3PL5UDH4BP","ItemDory","Verb","IS",4,0.21,"57.534","89.079"
"6141",24,"AJW3PL5UDH4BP","ItemDory","Verb","POKING",5,0.429,"64.653","87.209"
"6142",24,"AJW3PL5UDH4BP","ItemDory","Verb","DONNY",6,0.459,"54.976","92.605"
"6143",24,"AJW3PL5UDH4BP","ItemDory","Verb","sp",7,0.728,"36.193","--undefined--"
"6144",28,"AJW3PL5UDH4BP","ItemBonnie","Verb","sp",1,0.359,"40.133","140.914"
"6145",28,"AJW3PL5UDH4BP","ItemBonnie","Verb","NO",2,0.279,"63.607","83.159"
"6146",28,"AJW3PL5UDH4BP","ItemBonnie","Verb","BONNIE",3,0.369,"66.429","82.245"
"6147",28,"AJW3PL5UDH4BP","ItemBonnie","Verb","IS",4,0.16,"59.462","96.329"
"6148",28,"AJW3PL5UDH4BP","ItemBonnie","Verb","KICKING",5,0.369,"61.440","85.336"
"6149",28,"AJW3PL5UDH4BP","ItemBonnie","Verb","LAURIE",6,0.429,"59.606","89.789"
"6150",28,"AJW3PL5UDH4BP","ItemBonnie","Verb","sp",7,0.619,"44.635","--undefined--"
"6151",30,"AJW3PL5UDH4BP","ItemDory","YesControl","sp",1,0.339,"36.854","85.255"
"6152",30,"AJW3PL5UDH4BP","ItemDory","YesControl","YES",2,0.569,"68.462","87.464"
"6153",30,"AJW3PL5UDH4BP","ItemDory","YesControl","DORY",3,0.349,"64.156","79.649"
"6154",30,"AJW3PL5UDH4BP","ItemDory","YesControl","IS",4,0.11,"57.252","89.011"
"6155",30,"AJW3PL5UDH4BP","ItemDory","YesControl","POKING",5,0.439,"63.192","82.494"
"6156",30,"AJW3PL5UDH4BP","ItemDory","YesControl","DONNY",6,0.399,"56.424","88.656"
"6157",30,"AJW3PL5UDH4BP","ItemDory","YesControl","sp",7,0.519,"37.931","--undefined--"
"6158",33,"AJW3PL5UDH4BP","ItemSandy","Verb","sp",1,0.449,"41.079","95.701"
"6159",33,"AJW3PL5UDH4BP","ItemSandy","Verb","NO",2,0.309,"67.362","85.571"
"6160",33,"AJW3PL5UDH4BP","ItemSandy","Verb","SANDY",3,0.409,"67.075","91.056"
"6161",33,"AJW3PL5UDH4BP","ItemSandy","Verb","IS",4,0.17,"55.201","102.986"
"6162",33,"AJW3PL5UDH4BP","ItemSandy","Verb","PULLING",5,0.379,"63.684","97.777"
"6163",33,"AJW3PL5UDH4BP","ItemSandy","Verb","TORI",6,0.419,"55.291","98.509"
"6164",33,"AJW3PL5UDH4BP","ItemSandy","Verb","sp",7,0.629,"42.407","--undefined--"
"6165",34,"AJW3PL5UDH4BP","ItemBilly","Patient","sp",1,0.688,"44.805","103.686"
"6166",34,"AJW3PL5UDH4BP","ItemBilly","Patient","NO",2,0.329,"65.133","88.464"
"6167",34,"AJW3PL5UDH4BP","ItemBilly","Patient","BILLY",3,0.269,"64.931","89.919"
"6168",34,"AJW3PL5UDH4BP","ItemBilly","Patient","IS",4,0.14,"59.958","99.267"
"6169",34,"AJW3PL5UDH4BP","ItemBilly","Patient","sp",5,0.03,"64.248","97.387"
"6170",34,"AJW3PL5UDH4BP","ItemBilly","Patient","KISSING",6,0.449,"65.048","90.655"
"6171",34,"AJW3PL5UDH4BP","ItemBilly","Patient","ANDY",7,0.409,"55.062","101.177"
"6172",34,"AJW3PL5UDH4BP","ItemBilly","Patient","sp",8,0.22,"--undefined--","--undefined--"
"6173",37,"AJW3PL5UDH4BP","ItemDory","Verb","sp",1,0.499,"42.884","90.592"
"6174",37,"AJW3PL5UDH4BP","ItemDory","Verb","NO",2,0.379,"67.041","85.866"
"6175",37,"AJW3PL5UDH4BP","ItemDory","Verb","DORY",3,0.309,"67.410","86.850"
"6176",37,"AJW3PL5UDH4BP","ItemDory","Verb","IS",4,0.18,"56.955","106.945"
"6177",37,"AJW3PL5UDH4BP","ItemDory","Verb","POKING",5,0.419,"63.049","87.334"
"6178",37,"AJW3PL5UDH4BP","ItemDory","Verb","DONNY",6,0.459,"52.767","87.118"
"6179",37,"AJW3PL5UDH4BP","ItemDory","Verb","sp",7,0.379,"34.893","--undefined--"
"6180",40,"AJW3PL5UDH4BP","ItemSandy","Patient","sp",1,0.489,"40.498","136.416"
"6181",40,"AJW3PL5UDH4BP","ItemSandy","Patient","NO",2,0.239,"67.386","80.134"
"6182",40,"AJW3PL5UDH4BP","ItemSandy","Patient","SANDY",3,0.419,"65.794","85.825"
"6183",40,"AJW3PL5UDH4BP","ItemSandy","Patient","IS",4,0.12,"51.917","89.569"
"6184",40,"AJW3PL5UDH4BP","ItemSandy","Patient","PULLING",5,0.339,"60.368","78.269"
