"","presentationnum","participant","verb","condition","word","word_num","duration","meanIntensity","meanpit"
"898",24,"A1BNGJBEWJS8WE","ItemDory","YesControl","DORY",3,0.459,"76.841","181.315"
"899",24,"A1BNGJBEWJS8WE","ItemDory","YesControl","IS",4,0.22,"65.236","158.350"
"900",24,"A1BNGJBEWJS8WE","ItemDory","YesControl","POKING",5,0.419,"75.410","162.831"
"901",24,"A1BNGJBEWJS8WE","ItemDory","YesControl","DONNY",6,0.489,"44.149","247.015"
"902",24,"A1BNGJBEWJS8WE","ItemDory","YesControl","sp",7,1.117,"17.777","--undefined--"
"903",25,"A1BNGJBEWJS8WE","ItemSandy","Verb","sp",1,0.978,"39.183","183.541"
"904",25,"A1BNGJBEWJS8WE","ItemSandy","Verb","NO",2,0.469,"66.766","132.951"
"905",25,"A1BNGJBEWJS8WE","ItemSandy","Verb","sp",3,0.06,"63.072","--undefined--"
"906",25,"A1BNGJBEWJS8WE","ItemSandy","Verb","SANDY",4,0.489,"78.847","209.056"
"907",25,"A1BNGJBEWJS8WE","ItemSandy","Verb","IS",5,0.299,"62.079","140.550"
"908",25,"A1BNGJBEWJS8WE","ItemSandy","Verb","PULLING",6,0.539,"76.287","193.504"
"909",25,"A1BNGJBEWJS8WE","ItemSandy","Verb","TORI",7,0.639,"42.714","182.577"
"910",25,"A1BNGJBEWJS8WE","ItemSandy","Verb","sp",8,0.549,"13.689","--undefined--"
"911",26,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","sp",1,0.599,"20.214","--undefined--"
"912",26,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","YES",2,0.908,"55.585","180.980"
"913",26,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","BONNIE",3,0.389,"73.876","164.648"
"914",26,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","IS",4,0.17,"68.076","183.339"
"915",26,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","KICKING",5,0.389,"79.050","142.035"
"916",26,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","LAURIE",6,0.439,"60.266","268.088"
"917",26,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","sp",7,0.06,"--undefined--","--undefined--"
"918",30,"A1BNGJBEWJS8WE","ItemBonnie","Verb","sp",1,1.038,"40.694","263.666"
"919",30,"A1BNGJBEWJS8WE","ItemBonnie","Verb","NO",2,0.299,"73.377","146.370"
"920",30,"A1BNGJBEWJS8WE","ItemBonnie","Verb","BONNIE",3,0.589,"76.021","183.207"
"921",30,"A1BNGJBEWJS8WE","ItemBonnie","Verb","IS",4,0.22,"66.763","225.477"
"922",30,"A1BNGJBEWJS8WE","ItemBonnie","Verb","KICKING",5,0.419,"82.992","193.929"
"923",30,"A1BNGJBEWJS8WE","ItemBonnie","Verb","LAURIE",6,0.449,"47.204","265.242"
"924",30,"A1BNGJBEWJS8WE","ItemBonnie","Verb","sp",7,1.147,"20.342","--undefined--"
"925",31,"A1BNGJBEWJS8WE","ItemBilly","Agent","sp",1,0.19,"47.881","--undefined--"
"926",31,"A1BNGJBEWJS8WE","ItemBilly","Agent","NO",2,0.958,"65.249","206.575"
"927",31,"A1BNGJBEWJS8WE","ItemBilly","Agent","BILLY",3,0.619,"75.443","206.958"
"928",31,"A1BNGJBEWJS8WE","ItemBilly","Agent","IS",4,0.239,"66.804","155.030"
"929",31,"A1BNGJBEWJS8WE","ItemBilly","Agent","KISSING",5,0.299,"79.053","179.558"
"930",31,"A1BNGJBEWJS8WE","ItemBilly","Agent","ANDY",6,0.459,"46.043","203.061"
"931",31,"A1BNGJBEWJS8WE","ItemBilly","Agent","sp",7,1.028,"19.611","--undefined--"
"932",36,"A1BNGJBEWJS8WE","ItemSandy","Patient","sp",1,1.207,"38.706","237.121"
"933",36,"A1BNGJBEWJS8WE","ItemSandy","Patient","NO",2,0.688,"66.989","151.676"
"934",36,"A1BNGJBEWJS8WE","ItemSandy","Patient","SANDY",3,0.928,"68.780","183.388"
"935",36,"A1BNGJBEWJS8WE","ItemSandy","Patient","IS",4,0.2,"71.005","139.932"
"936",36,"A1BNGJBEWJS8WE","ItemSandy","Patient","PULLING",5,0.389,"70.363","168.333"
"937",36,"A1BNGJBEWJS8WE","ItemSandy","Patient","TORI",6,0.609,"35.286","212.495"
"938",36,"A1BNGJBEWJS8WE","ItemSandy","Patient","sp",7,0.878,"30.053","--undefined--"
"939",41,"A1BNGJBEWJS8WE","ItemSandy","YesControl","sp",1,0.688,"38.746","--undefined--"
"940",41,"A1BNGJBEWJS8WE","ItemSandy","YesControl","YES",2,1.018,"56.890","229.477"
"941",41,"A1BNGJBEWJS8WE","ItemSandy","YesControl","sp",3,0.05,"62.046","--undefined--"
"942",41,"A1BNGJBEWJS8WE","ItemSandy","YesControl","SANDY",4,0.529,"76.049","138.832"
"943",41,"A1BNGJBEWJS8WE","ItemSandy","YesControl","IS",5,0.16,"79.867","134.023"
"944",41,"A1BNGJBEWJS8WE","ItemSandy","YesControl","PULLING",6,0.349,"77.843","147.709"
"945",41,"A1BNGJBEWJS8WE","ItemSandy","YesControl","TORI",7,0.509,"44.677","268.268"
"946",41,"A1BNGJBEWJS8WE","ItemSandy","YesControl","sp",8,0.858,"27.901","--undefined--"
"947",42,"A1BNGJBEWJS8WE","ItemBilly","Patient","sp",1,0.409,"34.514","--undefined--"
"948",42,"A1BNGJBEWJS8WE","ItemBilly","Patient","NO",2,1.736,"52.264","163.221"
"949",42,"A1BNGJBEWJS8WE","ItemBilly","Patient","BILLY",3,0.389,"71.372","224.055"
"950",42,"A1BNGJBEWJS8WE","ItemBilly","Patient","IS",4,0.13,"65.728","91.754"
"951",42,"A1BNGJBEWJS8WE","ItemBilly","Patient","KISSING",5,0.339,"79.088","180.054"
"952",42,"A1BNGJBEWJS8WE","ItemBilly","Patient","ANDY",6,0.529,"40.821","151.949"
"953",42,"A1BNGJBEWJS8WE","ItemBilly","Patient","sp",7,0.858,"13.301","--undefined--"
"954",46,"A1BNGJBEWJS8WE","ItemDory","Verb","sp",1,0.239,"40.066","--undefined--"
"955",46,"A1BNGJBEWJS8WE","ItemDory","Verb","NO",2,1.078,"58.604","198.491"
"956",46,"A1BNGJBEWJS8WE","ItemDory","Verb","DORY",3,0.479,"74.941","163.740"
"957",46,"A1BNGJBEWJS8WE","ItemDory","Verb","IS",4,0.229,"58.680","239.614"
"958",46,"A1BNGJBEWJS8WE","ItemDory","Verb","POKING",5,0.449,"72.941","220.762"
"959",46,"A1BNGJBEWJS8WE","ItemDory","Verb","sp",6,0.01,"70.266","275.118"
"960",46,"A1BNGJBEWJS8WE","ItemDory","Verb","DONNY",7,0.469,"42.879","266.607"
"961",46,"A1BNGJBEWJS8WE","ItemDory","Verb","sp",8,1.117,"15.188","--undefined--"
"962",49,"A1BNGJBEWJS8WE","ItemBilly","Verb","sp",1,0.609,"27.199","--undefined--"
"963",49,"A1BNGJBEWJS8WE","ItemBilly","Verb","NO",2,0.449,"68.585","177.345"
"964",49,"A1BNGJBEWJS8WE","ItemBilly","Verb","BILLY",3,0.948,"66.706","157.993"
"965",49,"A1BNGJBEWJS8WE","ItemBilly","Verb","IS",4,0.16,"70.429","277.547"
"966",49,"A1BNGJBEWJS8WE","ItemBilly","Verb","KISSING",5,0.17,"76.772","263.760"
"967",49,"A1BNGJBEWJS8WE","ItemBilly","Verb","ANDY",6,0.609,"34.319","224.273"
"968",49,"A1BNGJBEWJS8WE","ItemBilly","Verb","sp",7,0.469,"12.482","--undefined--"
"969",51,"A1BNGJBEWJS8WE","ItemDory","YesControl","sp",1,0.469,"23.412","--undefined--"
"970",51,"A1BNGJBEWJS8WE","ItemDory","YesControl","YES",2,0.958,"55.416","171.158"
"971",51,"A1BNGJBEWJS8WE","ItemDory","YesControl","DORY",3,0.419,"75.900","111.990"
"972",51,"A1BNGJBEWJS8WE","ItemDory","YesControl","IS",4,0.19,"67.964","141.034"
"973",51,"A1BNGJBEWJS8WE","ItemDory","YesControl","POKING",5,0.369,"76.802","248.994"
"974",51,"A1BNGJBEWJS8WE","ItemDory","YesControl","DONNY",6,0.619,"43.869","268.698"
"975",51,"A1BNGJBEWJS8WE","ItemDory","YesControl","sp",7,0.07,"--undefined--","--undefined--"
"976",52,"A1BNGJBEWJS8WE","ItemSandy","YesControl","sp",1,0.649,"44.265","--undefined--"
"977",52,"A1BNGJBEWJS8WE","ItemSandy","YesControl","YES",2,0.678,"64.439","249.409"
"978",52,"A1BNGJBEWJS8WE","ItemSandy","YesControl","SANDY",3,0.549,"77.546","202.551"
"979",52,"A1BNGJBEWJS8WE","ItemSandy","YesControl","IS",4,0.249,"62.103","191.329"
"980",52,"A1BNGJBEWJS8WE","ItemSandy","YesControl","PULLING",5,0.399,"74.266","144.652"
"981",52,"A1BNGJBEWJS8WE","ItemSandy","YesControl","TORI",6,0.678,"38.428","241.005"
"982",52,"A1BNGJBEWJS8WE","ItemSandy","YesControl","sp",7,0.868,"17.830","--undefined--"
"983",53,"A1BNGJBEWJS8WE","ItemBonnie","Agent","sp",1,0.958,"47.897","251.407"
"984",53,"A1BNGJBEWJS8WE","ItemBonnie","Agent","NO",2,0.509,"74.086","209.602"
"985",53,"A1BNGJBEWJS8WE","ItemBonnie","Agent","BONNIE",3,0.489,"74.335","201.152"
"986",53,"A1BNGJBEWJS8WE","ItemBonnie","Agent","IS",4,0.239,"61.364","178.134"
"987",53,"A1BNGJBEWJS8WE","ItemBonnie","Agent","KICKING",5,0.449,"78.140","147.671"
"988",53,"A1BNGJBEWJS8WE","ItemBonnie","Agent","LAURIE",6,0.349,"22.958","110.051"
"989",53,"A1BNGJBEWJS8WE","ItemBonnie","Agent","sp",7,0.469,"16.190","--undefined--"
"990",55,"A1BNGJBEWJS8WE","ItemBonnie","Verb","sp",1,0.798,"33.709","252.236"
"991",55,"A1BNGJBEWJS8WE","ItemBonnie","Verb","NO",2,0.439,"74.306","173.136"
"992",55,"A1BNGJBEWJS8WE","ItemBonnie","Verb","BONNIE",3,0.509,"80.233","184.592"
"993",55,"A1BNGJBEWJS8WE","ItemBonnie","Verb","IS",4,0.239,"59.339","223.655"
"994",55,"A1BNGJBEWJS8WE","ItemBonnie","Verb","KICKING",5,0.509,"78.129","163.808"
"995",55,"A1BNGJBEWJS8WE","ItemBonnie","Verb","LAURIE",6,0.479,"40.147","233.056"
"996",55,"A1BNGJBEWJS8WE","ItemBonnie","Verb","sp",7,1.098,"20.526","--undefined--"
"997",57,"A1BNGJBEWJS8WE","ItemBilly","YesControl","sp",1,0.529,"29.152","--undefined--"
"998",57,"A1BNGJBEWJS8WE","ItemBilly","YesControl","YES",2,0.838,"57.057","187.769"
"999",57,"A1BNGJBEWJS8WE","ItemBilly","YesControl","BILLY",3,0.369,"80.372","125.292"
"1000",57,"A1BNGJBEWJS8WE","ItemBilly","YesControl","IS",4,0.279,"63.663","118.575"
"1001",57,"A1BNGJBEWJS8WE","ItemBilly","YesControl","KISSING",5,0.359,"78.451","179.266"
"1002",57,"A1BNGJBEWJS8WE","ItemBilly","YesControl","ANDY",6,0.479,"52.363","272.844"
"1003",57,"A1BNGJBEWJS8WE","ItemBilly","YesControl","sp",7,0.698,"20.786","--undefined--"
"1004",58,"A1BNGJBEWJS8WE","ItemDory","YesControl","sp",1,0.788,"24.439","--undefined--"
"1005",58,"A1BNGJBEWJS8WE","ItemDory","YesControl","YES",2,1.038,"59.690","162.650"
"1006",58,"A1BNGJBEWJS8WE","ItemDory","YesControl","DORY",3,0.609,"76.364","174.457"
"1007",58,"A1BNGJBEWJS8WE","ItemDory","YesControl","IS",4,0.269,"61.439","271.055"
"1008",58,"A1BNGJBEWJS8WE","ItemDory","YesControl","POKING",5,0.349,"77.588","214.427"
"1009",58,"A1BNGJBEWJS8WE","ItemDory","YesControl","DONNY",6,1.018,"39.833","251.639"
"1010",60,"A1BNGJBEWJS8WE","ItemSandy","Agent","sp",1,0.668,"30.924","--undefined--"
"1011",60,"A1BNGJBEWJS8WE","ItemSandy","Agent","NO",2,0.509,"69.084","178.077"
"1012",60,"A1BNGJBEWJS8WE","ItemSandy","Agent","SANDY",3,0.619,"73.258","150.558"
"1013",60,"A1BNGJBEWJS8WE","ItemSandy","Agent","IS",4,0.2,"58.789","125.024"
"1014",60,"A1BNGJBEWJS8WE","ItemSandy","Agent","PULLING",5,0.279,"71.146","134.969"
"1015",60,"A1BNGJBEWJS8WE","ItemSandy","Agent","TORI",6,0.549,"40.459","254.253"
"1016",60,"A1BNGJBEWJS8WE","ItemSandy","Agent","sp",7,0.589,"23.218","--undefined--"
"1017",65,"A1BNGJBEWJS8WE","ItemBilly","Verb","sp",1,0.748,"24.582","243.209"
"1018",65,"A1BNGJBEWJS8WE","ItemBilly","Verb","NO",2,0.439,"71.795","186.027"
"1019",65,"A1BNGJBEWJS8WE","ItemBilly","Verb","BILLY",3,0.579,"77.108","166.185"
"1020",65,"A1BNGJBEWJS8WE","ItemBilly","Verb","IS",4,0.249,"60.497","223.198"
"1021",65,"A1BNGJBEWJS8WE","ItemBilly","Verb","KISSING",5,0.449,"75.503","216.853"
"1022",65,"A1BNGJBEWJS8WE","ItemBilly","Verb","ANDY",6,0.559,"40.451","234.482"
"1023",65,"A1BNGJBEWJS8WE","ItemBilly","Verb","sp",7,0.349,"9.217","--undefined--"
"1024",68,"A1BNGJBEWJS8WE","ItemBonnie","Agent","sp",1,0.928,"47.127","234.327"
"1025",68,"A1BNGJBEWJS8WE","ItemBonnie","Agent","NO",2,0.399,"75.561","185.823"
"1026",68,"A1BNGJBEWJS8WE","ItemBonnie","Agent","sp",3,0.06,"82.620","188.753"
"1027",68,"A1BNGJBEWJS8WE","ItemBonnie","Agent","BONNIE",4,0.768,"74.920","238.623"
"1028",68,"A1BNGJBEWJS8WE","ItemBonnie","Agent","IS",5,0.19,"60.507","--undefined--"
"1029",68,"A1BNGJBEWJS8WE","ItemBonnie","Agent","KICKING",6,0.519,"76.272","253.388"
"1030",68,"A1BNGJBEWJS8WE","ItemBonnie","Agent","LAURIE",7,0.399,"38.724","280.367"
"1031",68,"A1BNGJBEWJS8WE","ItemBonnie","Agent","sp",8,0.289,"--undefined--","--undefined--"
"1032",69,"A1BNGJBEWJS8WE","ItemDory","Patient","sp",1,0.698,"52.506","262.228"
"1033",69,"A1BNGJBEWJS8WE","ItemDory","Patient","NO",2,0.339,"79.167","210.199"
"1034",69,"A1BNGJBEWJS8WE","ItemDory","Patient","DORY",3,0.509,"74.840","173.560"
"1035",69,"A1BNGJBEWJS8WE","ItemDory","Patient","IS",4,0.2,"58.940","150.324"
"1036",69,"A1BNGJBEWJS8WE","ItemDory","Patient","POKING",5,0.399,"62.691","274.942"
"1037",69,"A1BNGJBEWJS8WE","ItemDory","Patient","DONNY",6,0.848,"55.855","218.946"
"1038",69,"A1BNGJBEWJS8WE","ItemDory","Patient","sp",7,0.19,"--undefined--","--undefined--"
"1039",6,"A1BNGJBEWJS8WE","ItemSandy","YesControl","sp",1,1.008,"37.908","281.358"
"1040",6,"A1BNGJBEWJS8WE","ItemSandy","YesControl","YES",2,0.619,"67.809","188.291"
"1041",6,"A1BNGJBEWJS8WE","ItemSandy","YesControl","SANDY",3,0.509,"79.737","178.797"
"1042",6,"A1BNGJBEWJS8WE","ItemSandy","YesControl","IS",4,0.229,"71.885","177.565"
"1043",6,"A1BNGJBEWJS8WE","ItemSandy","YesControl","PULLING",5,0.409,"77.077","170.531"
"1044",6,"A1BNGJBEWJS8WE","ItemSandy","YesControl","TORI",6,0.519,"40.014","250.013"
"1045",6,"A1BNGJBEWJS8WE","ItemSandy","YesControl","sp",7,0.678,"14.447","--undefined--"
"1046",70,"A1BNGJBEWJS8WE","ItemBilly","YesControl","sp",1,0.299,"27.951","--undefined--"
"1047",70,"A1BNGJBEWJS8WE","ItemBilly","YesControl","YES",2,1.117,"54.792","245.311"
"1048",70,"A1BNGJBEWJS8WE","ItemBilly","YesControl","BILLY",3,0.489,"75.065","170.172"
"1049",70,"A1BNGJBEWJS8WE","ItemBilly","YesControl","IS",4,0.17,"65.841","--undefined--"
"1050",70,"A1BNGJBEWJS8WE","ItemBilly","YesControl","KISSING",5,0.369,"78.682","167.040"
"1051",70,"A1BNGJBEWJS8WE","ItemBilly","YesControl","ANDY",6,0.419,"76.590","267.923"
"1052",71,"A1BNGJBEWJS8WE","ItemSandy","Agent","sp",1,0.928,"36.012","241.524"
"1053",71,"A1BNGJBEWJS8WE","ItemSandy","Agent","NO",2,0.509,"61.379","190.933"
"1054",71,"A1BNGJBEWJS8WE","ItemSandy","Agent","SANDY",3,0.668,"71.458","188.857"
"1055",71,"A1BNGJBEWJS8WE","ItemSandy","Agent","IS",4,0.18,"72.716","142.457"
"1056",71,"A1BNGJBEWJS8WE","ItemSandy","Agent","PULLING",5,0.349,"71.125","239.943"
"1057",71,"A1BNGJBEWJS8WE","ItemSandy","Agent","TORI",6,0.668,"35.659","266.154"
"1058",71,"A1BNGJBEWJS8WE","ItemSandy","Agent","sp",7,0.349,"12.506","--undefined--"
"1059",73,"A1BNGJBEWJS8WE","ItemDory","Patient","sp",1,0.798,"30.359","251.470"
"1060",73,"A1BNGJBEWJS8WE","ItemDory","Patient","NO",2,0.369,"77.077","166.445"
"1061",73,"A1BNGJBEWJS8WE","ItemDory","Patient","DORY",3,0.609,"76.741","198.508"
"1062",73,"A1BNGJBEWJS8WE","ItemDory","Patient","IS",4,0.18,"65.562","110.071"
"1063",73,"A1BNGJBEWJS8WE","ItemDory","Patient","POKING",5,0.369,"76.137","221.735"
"1064",73,"A1BNGJBEWJS8WE","ItemDory","Patient","DONNY",6,0.649,"43.243","233.551"
"1065",73,"A1BNGJBEWJS8WE","ItemDory","Patient","sp",7,0.259,"--undefined--","--undefined--"
"1066",76,"A1BNGJBEWJS8WE","ItemDory","Agent","sp",1,0.659,"41.249","242.727"
"1067",76,"A1BNGJBEWJS8WE","ItemDory","Agent","NO",2,0.389,"77.523","160.013"
"1068",76,"A1BNGJBEWJS8WE","ItemDory","Agent","DORY",3,0.609,"75.867","170.066"
"1069",76,"A1BNGJBEWJS8WE","ItemDory","Agent","IS",4,0.17,"64.728","143.095"
"1070",76,"A1BNGJBEWJS8WE","ItemDory","Agent","POKING",5,0.339,"73.565","208.812"
"1071",76,"A1BNGJBEWJS8WE","ItemDory","Agent","DONNY",6,0.429,"40.811","242.075"
"1072",76,"A1BNGJBEWJS8WE","ItemDory","Agent","sp",7,0.359,"15.148","--undefined--"
"1073",79,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","sp",1,0.13,"23.378","--undefined--"
"1074",79,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","YES",2,1.507,"43.515","202.019"
"1075",79,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","BONNIE",3,0.589,"71.000","170.483"
"1076",79,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","IS",4,0.229,"59.394","193.644"
"1077",79,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","KICKING",5,0.359,"75.004","191.044"
"1078",79,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","LAURIE",6,0.589,"42.287","238.708"
"1079",79,"A1BNGJBEWJS8WE","ItemBonnie","YesControl","sp",7,0.249,"--undefined--","--undefined--"
"1080",7,"A1BNGJBEWJS8WE","ItemBonnie","Patient","sp",1,1.317,"48.885","195.293"
"1081",7,"A1BNGJBEWJS8WE","ItemBonnie","Patient","NO",2,0.289,"72.318","126.036"
"1082",7,"A1BNGJBEWJS8WE","ItemBonnie","Patient","BONNIE",3,0.589,"75.872","193.763"
"1083",7,"A1BNGJBEWJS8WE","ItemBonnie","Patient","IS",4,0.16,"60.980","162.323"
"1084",7,"A1BNGJBEWJS8WE","ItemBonnie","Patient","KICKING",5,0.409,"83.245","144.924"
"1085",7,"A1BNGJBEWJS8WE","ItemBonnie","Patient","LAURIE",6,0.459,"30.287","115.654"
"1086",7,"A1BNGJBEWJS8WE","ItemBonnie","Patient","sp",7,0.609,"9.057","--undefined--"
"1087",80,"A1BNGJBEWJS8WE","ItemSandy","Patient","sp",1,0.798,"48.508","305.633"
"1088",80,"A1BNGJBEWJS8WE","ItemSandy","Patient","NO",2,0.479,"75.182","201.813"
"1089",80,"A1BNGJBEWJS8WE","ItemSandy","Patient","SANDY",3,0.639,"72.782","208.494"
"1090",80,"A1BNGJBEWJS8WE","ItemSandy","Patient","IS",4,0.14,"69.255","191.917"
"1091",80,"A1BNGJBEWJS8WE","ItemSandy","Patient","PULLING",5,0.369,"71.229","168.391"
"1092",80,"A1BNGJBEWJS8WE","ItemSandy","Patient","TORI",6,0.549,"63.893","232.625"
"1093",80,"A1BNGJBEWJS8WE","ItemSandy","Patient","sp",7,0.03,"--undefined--","--undefined--"
"1094",82,"A1BNGJBEWJS8WE","ItemBilly","YesControl","sp",1,0.279,"33.578","--undefined--"
"1095",82,"A1BNGJBEWJS8WE","ItemBilly","YesControl","YES",2,1.078,"55.483","206.755"
"1096",82,"A1BNGJBEWJS8WE","ItemBilly","YesControl","BILLY",3,0.389,"75.506","186.797"
"1097",82,"A1BNGJBEWJS8WE","ItemBilly","YesControl","IS",4,0.17,"65.732","154.657"
"1098",82,"A1BNGJBEWJS8WE","ItemBilly","YesControl","KISSING",5,0.359,"80.213","186.080"
"1099",82,"A1BNGJBEWJS8WE","ItemBilly","YesControl","ANDY",6,0.469,"44.721","267.503"
"1100",82,"A1BNGJBEWJS8WE","ItemBilly","YesControl","sp",7,0.299,"11.890","--undefined--"
"1101",84,"A1BNGJBEWJS8WE","ItemBonnie","Patient","sp",1,0.479,"47.140","--undefined--"
"1102",84,"A1BNGJBEWJS8WE","ItemBonnie","Patient","NO",2,0.529,"64.003","180.040"
"1103",84,"A1BNGJBEWJS8WE","ItemBonnie","Patient","sp",3,0.06,"62.404","177.816"
"1104",84,"A1BNGJBEWJS8WE","ItemBonnie","Patient","BONNIE",4,0.559,"72.965","222.156"
"1105",84,"A1BNGJBEWJS8WE","ItemBonnie","Patient","IS",5,0.11,"65.228","182.784"
"1106",84,"A1BNGJBEWJS8WE","ItemBonnie","Patient","KICKING",6,0.289,"70.871","178.231"
"1107",84,"A1BNGJBEWJS8WE","ItemBonnie","Patient","LAURIE",7,0.609,"43.041","225.969"
"1108",84,"A1BNGJBEWJS8WE","ItemBonnie","Patient","sp",8,0.509,"8.928","--undefined--"
"1109",10,"A1KS9OHP5553CF","ItemBonnie","YesControl","sp",1,0.599,"40.188","--undefined--"
"1110",10,"A1KS9OHP5553CF","ItemBonnie","YesControl","YES",2,0.509,"63.111","115.938"
"1111",10,"A1KS9OHP5553CF","ItemBonnie","YesControl","BONNIE",3,0.409,"75.142","124.850"
"1112",10,"A1KS9OHP5553CF","ItemBonnie","YesControl","IS",4,0.11,"60.159","130.846"
"1113",10,"A1KS9OHP5553CF","ItemBonnie","YesControl","KICKING",5,0.369,"67.927","110.432"
"1114",10,"A1KS9OHP5553CF","ItemBonnie","YesControl","LAURIE",6,0.639,"45.929","104.847"
"1115",10,"A1KS9OHP5553CF","ItemBonnie","YesControl","sp",7,0.509,"11.995","--undefined--"
"1116",11,"A1KS9OHP5553CF","ItemSandy","Verb","NO",1,0.07,"59.406","--undefined--"
"1117",11,"A1KS9OHP5553CF","ItemSandy","Verb","SANDY",2,0.349,"53.514","--undefined--"
"1118",11,"A1KS9OHP5553CF","ItemSandy","Verb","IS",3,0.06,"28.297","--undefined--"
"1119",11,"A1KS9OHP5553CF","ItemSandy","Verb","PULLING",4,0.15,"23.160","--undefined--"
"1120",11,"A1KS9OHP5553CF","ItemSandy","Verb","TORI",5,0.19,"25.652","--undefined--"
"1121",14,"A1KS9OHP5553CF","ItemBilly","YesControl","sp",1,0.599,"55.607","134.862"
"1122",14,"A1KS9OHP5553CF","ItemBilly","YesControl","YES",2,0.509,"70.947","109.805"
"1123",14,"A1KS9OHP5553CF","ItemBilly","YesControl","BILLY",3,0.319,"79.150","135.958"
"1124",14,"A1KS9OHP5553CF","ItemBilly","YesControl","IS",4,0.16,"63.051","132.894"
"1125",14,"A1KS9OHP5553CF","ItemBilly","YesControl","KISSING",5,0.409,"69.864","110.857"
"1126",14,"A1KS9OHP5553CF","ItemBilly","YesControl","ANDY",6,0.659,"45.646","127.974"
"1127",14,"A1KS9OHP5553CF","ItemBilly","YesControl","sp",7,0.299,"33.302","--undefined--"
"1128",15,"A1KS9OHP5553CF","ItemSandy","Patient","sp",1,0.649,"44.333","120.024"
"1129",15,"A1KS9OHP5553CF","ItemSandy","Patient","NO",2,0.549,"68.279","107.134"
"1130",15,"A1KS9OHP5553CF","ItemSandy","Patient","SANDY",3,0.459,"77.329","146.718"
"1131",15,"A1KS9OHP5553CF","ItemSandy","Patient","IS",4,0.2,"68.542","136.516"
"1132",15,"A1KS9OHP5553CF","ItemSandy","Patient","PULLING",5,0.389,"74.184","118.921"
"1133",15,"A1KS9OHP5553CF","ItemSandy","Patient","TORI",6,0.688,"45.339","99.702"
"1134",15,"A1KS9OHP5553CF","ItemSandy","Patient","sp",7,0.579,"14.724","--undefined--"
"1135",17,"A1KS9OHP5553CF","ItemBilly","YesControl","sp",1,0.549,"55.800","153.977"
"1136",17,"A1KS9OHP5553CF","ItemBilly","YesControl","YES",2,0.549,"70.863","121.154"
"1137",17,"A1KS9OHP5553CF","ItemBilly","YesControl","BILLY",3,0.269,"77.294","120.747"
"1138",17,"A1KS9OHP5553CF","ItemBilly","YesControl","IS",4,0.349,"67.935","122.250"
"1139",17,"A1KS9OHP5553CF","ItemBilly","YesControl","KISSING",5,0.429,"70.585","99.102"
"1140",17,"A1KS9OHP5553CF","ItemBilly","YesControl","ANDY",6,0.559,"45.490","91.718"
"1141",17,"A1KS9OHP5553CF","ItemBilly","YesControl","sp",7,0.668,"20.331","--undefined--"
"1142",19,"A1KS9OHP5553CF","ItemSandy","YesControl","sp",1,0.239,"38.401","--undefined--"
"1143",19,"A1KS9OHP5553CF","ItemSandy","YesControl","YES",2,0.918,"54.276","112.936"
"1144",19,"A1KS9OHP5553CF","ItemSandy","YesControl","SANDY",3,0.469,"75.479","135.525"
"1145",19,"A1KS9OHP5553CF","ItemSandy","YesControl","IS",4,0.21,"63.015","132.096"
"1146",19,"A1KS9OHP5553CF","ItemSandy","YesControl","PULLING",5,0.419,"73.384","121.110"
"1147",19,"A1KS9OHP5553CF","ItemSandy","YesControl","TORI",6,0.668,"43.160","103.937"
"1148",19,"A1KS9OHP5553CF","ItemSandy","YesControl","sp",7,1.098,"19.976","--undefined--"
"1149",20,"A1KS9OHP5553CF","ItemBonnie","Patient","sp",1,0.599,"37.677","118.369"
"1150",20,"A1KS9OHP5553CF","ItemBonnie","Patient","NO",2,0.519,"64.813","114.196"
"1151",20,"A1KS9OHP5553CF","ItemBonnie","Patient","BONNIE",3,0.429,"75.389","137.096"
"1152",20,"A1KS9OHP5553CF","ItemBonnie","Patient","IS",4,0.13,"69.639","140.609"
"1153",20,"A1KS9OHP5553CF","ItemBonnie","Patient","KICKING",5,0.349,"74.065","120.951"
"1154",20,"A1KS9OHP5553CF","ItemBonnie","Patient","LAURIE",6,0.708,"45.567","100.837"
"1155",20,"A1KS9OHP5553CF","ItemBonnie","Patient","sp",7,0.449,"7.984","--undefined--"
"1156",24,"A1KS9OHP5553CF","ItemSandy","Agent","sp",1,0.649,"42.496","123.492"
"1157",24,"A1KS9OHP5553CF","ItemSandy","Agent","NO",2,0.439,"67.507","142.822"
"1158",24,"A1KS9OHP5553CF","ItemSandy","Agent","SANDY",3,0.539,"75.193","146.918"
"1159",24,"A1KS9OHP5553CF","ItemSandy","Agent","IS",4,0.21,"65.354","114.738"
"1160",24,"A1KS9OHP5553CF","ItemSandy","Agent","PULLING",5,0.369,"71.166","99.112"
